# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 63K of event 'cycles'
# Event count (approx.): 13730603990743
#
# Children      Self  Command          Shared Object                       Symbol                                           
# ........  ........  ...............  ..................................  .................................................
#
     1.12%     0.01%  swapper          [kernel.kallsyms]                   [k] __common_interrupt
     1.12%     1.04%  NonPeriodicTask  [kernel.kallsyms]                   [k] find_lock_entries
     1.12%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_local_deliver
     1.12%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_protocol_deliver_rcu
     1.12%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_local_deliver_finish
     1.11%     0.01%  swapper          [kernel.kallsyms]                   [k] handle_edge_irq
     1.11%     0.02%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_v4_rcv
     1.07%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_v4_do_rcv
     1.07%     0.02%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_rcv_established
     1.06%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] invalidate_mapping_pages
     1.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __x64_sys_writev
     1.01%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_writev
     1.00%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] vfs_writev
     0.99%     0.00%  kswapd1          [kernel.kallsyms]                   [k] try_to_unmap
     0.98%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_iter_write
     0.96%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_iter_readv_writev
     0.96%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] sock_write_iter
     0.95%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sock_sendmsg
     0.94%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] inet_sendmsg
     0.94%     0.84%  kswapd1          [kernel.kallsyms]                   [k] try_to_unmap_one
     0.94%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_sendmsg
     0.92%     0.87%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_ack
     0.91%     0.85%  swapper          [kernel.kallsyms]                   [k] poll_idle
     0.85%     0.01%  swapper          [kernel.kallsyms]                   [k] schedule_idle
     0.85%     0.07%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_sendmsg_locked
     0.84%     0.00%  swapper          [kernel.kallsyms]                   [k] tick_nohz_idle_stop_tick
     0.83%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.83%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] exc_page_fault
     0.83%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.83%     0.00%  swapper          [kernel.kallsyms]                   [k] quiet_vmstat
     0.83%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.83%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] handle_mm_fault
     0.82%     0.03%  swapper          [kernel.kallsyms]                   [k] refresh_cpu_vm_stats
     0.82%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __common_interrupt
     0.82%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.82%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] asm_common_interrupt
     0.82%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] common_interrupt
     0.82%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] handle_edge_irq
     0.82%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] handle_irq_event
     0.82%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] nvme_irq
     0.82%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.82%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] nvme_process_cq
     0.82%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] nvme_unmap_data.part.0
     0.81%     0.81%  ReadStage-34     [kernel.kallsyms]                   [k] dma_direct_unmap_sg
     0.81%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] dma_unmap_sg_attrs
     0.81%     0.15%  swapper          [kernel.kallsyms]                   [k] __schedule
     0.79%     0.79%  swapper          [kernel.kallsyms]                   [k] fold_diff
     0.79%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] invalidate_mapping_pagevec
     0.78%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] filemap_map_pages
     0.78%     0.78%  ReadStage-150    [kernel.kallsyms]                   [k] __mod_lruvec_page_state
     0.78%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] do_set_pte
     0.78%     0.00%  ReadStage-150    [kernel.kallsyms]                   [k] page_add_file_rmap
     0.74%     0.01%  kswapd0          [kernel.kallsyms]                   [k] rmap_walk
     0.67%     0.02%  kswapd0          [kernel.kallsyms]                   [k] rmap_walk_file
     0.67%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] dequeue_task
     0.66%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] dequeue_task_fair
     0.62%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] dequeue_entity
     0.61%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __vm_munmap
     0.61%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __x64_sys_munmap
     0.61%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __x64_sys_futex
     0.61%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_futex
     0.61%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __do_munmap
     0.61%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_region
     0.59%     0.05%  cluster1-nio-wo  [kernel.kallsyms]                   [k] futex_wake
     0.58%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.58%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.58%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.58%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] exc_page_fault
     0.58%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] handle_mm_fault
     0.58%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_single_vma
     0.58%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_vmas
     0.57%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.57%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] __do_fault
     0.57%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] filemap_fault
     0.56%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.56%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] read_pages
     0.55%     0.34%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_page_range
     0.55%     0.55%  swapper          [kernel.kallsyms]                   [k] apic_ack_irq
     0.55%     0.00%  swapper          [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.55%     0.55%  ReadStage-50     [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.55%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] blk_finish_plug
     0.55%     0.00%  ReadStage-50     [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.54%     0.01%  swapper          [kernel.kallsyms]                   [k] handle_irq_event
     0.52%     0.48%  Native-Transpor  [kernel.kallsyms]                   [k] update_curr
     0.51%     0.10%  NonPeriodicTask  [kernel.kallsyms]                   [k] deactivate_file_page
     0.51%     0.01%  swapper          [kernel.kallsyms]                   [k] nvme_irq
     0.51%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_push
     0.51%     0.00%  swapper          [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.51%     0.03%  swapper          [kernel.kallsyms]                   [k] nvme_process_cq
     0.50%     0.01%  swapper          [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.50%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __tcp_push_pending_frames
     0.50%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_write_xmit
     0.50%     0.01%  swapper          [kernel.kallsyms]                   [k] cpuidle_select
     0.50%     0.02%  cluster1-nio-wo  [kernel.kallsyms]                   [k] try_to_wake_up
     0.49%     0.02%  cluster1-nio-wo  [kernel.kallsyms]                   [k] wake_up_q
     0.48%     0.26%  swapper          [kernel.kallsyms]                   [k] menu_select
     0.48%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] __tcp_transmit_skb
     0.48%     0.48%  swapper          [kernel.kallsyms]                   [k] native_irq_return_iret
     0.47%     0.01%  kswapd0          [kernel.kallsyms]                   [k] page_referenced
     0.46%     0.00%  swapper          [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.46%     0.04%  kswapd0          [kernel.kallsyms]                   [k] __remove_mapping
     0.43%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_queue_xmit
     0.43%     0.03%  kswapd1          [kernel.kallsyms]                   [k] __remove_mapping
     0.43%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] __ip_queue_xmit
     0.41%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_local_out
     0.41%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_output
     0.41%     0.14%  NonPeriodicTask  [kernel.kallsyms]                   [k] pagevec_lru_move_fn
     0.40%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_finish_output
     0.39%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __ip_finish_output
     0.39%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.39%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] exc_page_fault
     0.39%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] handle_mm_fault
     0.39%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.39%     0.04%  kswapd0          [kernel.kallsyms]                   [k] page_referenced_one
     0.38%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_finish_output2
     0.38%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.38%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] __do_fault
     0.38%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] filemap_fault
     0.38%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.38%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.37%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.37%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.37%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] exc_page_fault
     0.37%     0.01%  swapper          [kernel.kallsyms]                   [k] nvme_complete_rq
     0.37%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] handle_mm_fault
     0.37%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.37%     0.37%  swapper          [unknown]                           [.] 0000000000000000
     0.36%     0.00%  ReadStage-34     [kernel.kallsyms]                   [k] xa_load
     0.36%     0.36%  ReadStage-34     [kernel.kallsyms]                   [k] xas_load
     0.36%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] filemap_fault
     0.36%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] __do_fault
     0.35%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.35%     0.00%  swapper          [kernel.kallsyms]                   [k] blk_mq_end_request
     0.35%     0.00%  kswapd0          [kernel.kallsyms]                   [k] __delete_from_page_cache
     0.34%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __local_bh_enable_ip
     0.34%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_softirq
     0.34%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __softirqentry_text_start
     0.33%     0.25%  kswapd0          [kernel.kallsyms]                   [k] isolate_pages
     0.33%     0.00%  swapper          [kernel.kallsyms]                   [k] __sysvec_apic_timer_interrupt
     0.33%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] net_rx_action
     0.33%     0.00%  kswapd1          [kernel.kallsyms]                   [k] __delete_from_page_cache
     0.33%     0.01%  swapper          [kernel.kallsyms]                   [k] ttwu_do_activate
     0.32%     0.02%  swapper          [kernel.kallsyms]                   [k] hrtimer_interrupt
     0.32%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __napi_poll
     0.32%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] process_backlog
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __x64_sys_read
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ksys_read
     0.32%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] read_pages
     0.31%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __netif_receive_skb
     0.31%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] ondemand_readahead
     0.31%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] page_cache_async_ra
     0.31%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __netif_receive_skb_one_core
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] vfs_read
     0.31%     0.03%  swapper          [kernel.kallsyms]                   [k] blk_update_request
     0.31%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] ext4_mpage_readpages
     0.31%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] ext4_readahead
     0.31%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] ext4_map_blocks
     0.31%     0.31%  ReadStage-131    [kernel.kallsyms]                   [k] __es_insert_extent
     0.31%     0.00%  ReadStage-131    [kernel.kallsyms]                   [k] ext4_es_insert_extent
     0.31%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_rcv
     0.30%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ttwu_do_activate
     0.30%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] pick_next_task_idle
     0.30%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] new_sync_read
     0.30%     0.30%  Native-Transpor  [kernel.kallsyms]                   [k] __update_idle_core
     0.30%     0.02%  swapper          [kernel.kallsyms]                   [k] enqueue_task
     0.30%     0.00%  kswapd1          [kernel.kallsyms]                   [k] page_referenced
     0.30%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_read_iter
     0.30%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] __x64_sys_futex
     0.30%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] do_futex
     0.30%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] do_syscall_64
     0.30%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     0.30%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] futex_wake
     0.30%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] enqueue_task
     0.30%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_recvmsg
     0.30%     0.01%  kswapd0          [kernel.kallsyms]                   [k] page_cache_delete
     0.30%     0.30%  ReadStage-128    [kernel.kallsyms]                   [k] psi_group_change
     0.30%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] enqueue_task
     0.30%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] psi_task_change
     0.30%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] try_to_wake_up
     0.30%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] ttwu_do_activate
     0.30%     0.00%  ReadStage-128    [kernel.kallsyms]                   [k] wake_up_q
     0.30%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_local_deliver_finish
     0.30%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_local_deliver
     0.29%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] inet6_recvmsg
     0.29%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_recvmsg
     0.29%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_protocol_deliver_rcu
     0.29%     0.03%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_v4_rcv
     0.28%     0.01%  kswapd1          [kernel.kallsyms]                   [k] page_cache_delete
     0.28%     0.00%  swapper          [kernel.kallsyms]                   [k] bio_endio
     0.28%     0.00%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap
     0.27%     0.04%  swapper          [kernel.kallsyms]                   [k] flush_smp_call_function_from_idle
     0.27%     0.02%  kswapd0          [kernel.kallsyms]                   [k] xas_store
     0.26%     0.01%  swapper          [kernel.kallsyms]                   [k] __hrtimer_run_queues
     0.26%     0.04%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_recvmsg_locked
     0.26%     0.02%  swapper          [kernel.kallsyms]                   [k] try_to_wake_up
     0.25%     0.02%  kswapd1          [kernel.kallsyms]                   [k] xas_store
     0.25%     0.25%  kswapd0          [kernel.kallsyms]                   [k] xas_create
     0.25%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_v4_do_rcv
     0.25%     0.00%  swapper          [kernel.kallsyms]                   [k] mpage_end_io
     0.25%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.25%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.25%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] exc_page_fault
     0.25%     0.02%  kswapd1          [kernel.kallsyms]                   [k] page_referenced_one
     0.25%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.25%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] handle_mm_fault
     0.24%     0.19%  kswapd1          [kernel.kallsyms]                   [k] isolate_pages
     0.24%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __do_fault
     0.24%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] filemap_fault
     0.24%     0.03%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_rcv_established
     0.24%     0.08%  swapper          [kernel.kallsyms]                   [k] __read_end_io
     0.24%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.24%     0.02%  swapper          [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.23%     0.23%  kswapd1          [kernel.kallsyms]                   [k] xas_create
     0.23%     0.22%  kswapd0          [kernel.kallsyms]                   [k] page_vma_mapped_walk
     0.22%     0.04%  swapper          [kernel.kallsyms]                   [k] enqueue_task_fair
     0.22%     0.12%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap_one
     0.22%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] alloc_pages
     0.22%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __page_cache_alloc
     0.21%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] __alloc_pages
     0.21%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] get_page_from_freelist
     0.21%     0.21%  ReadStage-77     [kernel.kallsyms]                   [k] clear_page_erms
     0.21%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] ondemand_readahead
     0.21%     0.00%  ReadStage-77     [kernel.kallsyms]                   [k] page_cache_async_ra
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] exc_page_fault
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] do_user_addr_fault
     0.20%     0.03%  kswapd0          [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.20%     0.00%  kswapd0          [kernel.kallsyms]                   [k] arch_tlbbatch_flush
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] handle_mm_fault
     0.20%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __x64_sys_read
     0.20%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ksys_read
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]                   [k] __handle_mm_fault
