# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 5K of event 'cycles'
# Event count (approx.): 9450095231524
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
     3.06%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_user_addr_fault
     2.99%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] handle_mm_fault
     2.99%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk
     2.97%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] __handle_mm_fault
     2.86%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk_file
     2.79%     0.00%  kswapd0          [kernel.kallsyms]  [k] page_referenced
     2.67%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] filemap_fault
     2.66%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_fault
     2.64%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_fadvise64
     2.64%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] generic_fadvise
     2.64%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] ksys_fadvise64_64
     2.63%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_active_list
     2.56%     2.48%  kswapd0          [kernel.kallsyms]  [k] page_vma_mapped_walk
     2.55%     0.02%  kswapd0          [kernel.kallsyms]  [k] page_referenced_one
     2.53%     0.00%  kswapd1          [kernel.kallsyms]  [k] rmap_walk
     2.47%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     2.40%     0.20%  kswapd1          [kernel.kallsyms]  [k] rmap_walk_file
     2.40%     0.03%  NonPeriodicTask  [kernel.kallsyms]  [k] __invalidate_mapping_pages
     2.13%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_page_cache_ra
     2.09%     0.05%  kswapd1          [kernel.kallsyms]  [k] page_referenced
     1.96%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.95%     1.82%  swapper          [kernel.kallsyms]  [k] poll_idle
     1.94%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] do_syscall_64
     1.67%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] add_to_page_cache_lru
     1.49%     1.20%  NonPeriodicTask  [kernel.kallsyms]  [k] find_lock_entries
     1.46%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_futex
     1.42%     0.12%  kswapd1          [kernel.kallsyms]  [k] page_referenced_one
     1.40%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pagevec
     1.40%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] do_futex
     1.36%     0.03%  kswapd0          [kernel.kallsyms]  [k] shrink_page_list
     1.26%     1.17%  kswapd1          [kernel.kallsyms]  [k] page_vma_mapped_walk
     1.25%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait
     1.21%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pages
     1.06%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     1.06%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     1.06%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     1.06%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     1.06%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_syscall_64
     1.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.00%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait_queue_me
     1.00%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] workingset_refault
     0.93%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] schedule
     0.90%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] mem_cgroup_flush_stats
     0.90%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] cgroup_rstat_flush_irqsafe
     0.88%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_syscall_64
     0.88%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.85%     0.02%  swapper          [kernel.kallsyms]  [k] schedule_idle
     0.85%     0.03%  kswapd1          [kernel.kallsyms]  [k] shrink_active_list
     0.84%     0.11%  NonPeriodicTask  [kernel.kallsyms]  [k] deactivate_file_page
     0.84%     0.08%  Native-Transpor  [kernel.kallsyms]  [k] __schedule
     0.80%     0.08%  swapper          [kernel.kallsyms]  [k] __schedule
     0.76%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] do_writev
     0.75%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __x64_sys_writev
     0.75%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] vfs_writev
     0.75%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] do_iter_readv_writev
     0.75%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_iter_write
     0.74%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] inet_sendmsg
     0.74%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sock_sendmsg
     0.74%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sock_write_iter
     0.73%     0.32%  NonPeriodicTask  [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.73%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_sendmsg
     0.67%     0.12%  Native-Transpor  [kernel.kallsyms]  [k] cgroup_rstat_flush_locked
     0.66%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_sendmsg_locked
     0.59%     0.01%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_futex
     0.58%     0.05%  kswapd0          [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.58%     0.00%  kswapd0          [kernel.kallsyms]  [k] arch_tlbbatch_flush
     0.58%     0.00%  kswapd0          [kernel.kallsyms]  [k] try_to_unmap_flush
     0.58%     0.05%  cluster1-nio-wo  [kernel.kallsyms]  [k] futex_wake
     0.58%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_futex
     0.53%     0.00%  kswapd0          [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.52%     0.09%  kswapd1          [kernel.kallsyms]  [k] __remove_mapping
     0.51%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __do_munmap
     0.51%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __vm_munmap
     0.51%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_munmap
     0.51%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_region
     0.51%     0.00%  swapper          [kernel.kallsyms]  [k] cpuidle_select
     0.51%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_task
     0.51%     0.49%  Native-Transpor  [kernel.kallsyms]  [k] mem_cgroup_css_rstat_flush
     0.50%     0.01%  cluster1-nio-wo  [kernel.kallsyms]  [k] wake_up_q
     0.49%     0.04%  cluster1-nio-wo  [kernel.kallsyms]  [k] try_to_wake_up
     0.49%     0.00%  kswapd1          [kernel.kallsyms]  [k] try_to_unmap
     0.49%     0.29%  swapper          [kernel.kallsyms]  [k] menu_select
     0.48%     0.00%  kswapd1          [kernel.kallsyms]  [k] arch_tlbbatch_flush
     0.48%     0.00%  kswapd1          [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.48%     0.00%  kswapd1          [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.48%     0.00%  kswapd1          [kernel.kallsyms]  [k] try_to_unmap_flush
     0.46%     0.43%  kswapd1          [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.46%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_task_fair
     0.45%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __alloc_pages
     0.45%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] alloc_pages
     0.45%     0.22%  Native-Transpor  [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.44%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.44%     0.15%  kswapd1          [kernel.kallsyms]  [k] try_to_unmap_one
     0.44%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.42%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] __page_cache_alloc
     0.42%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.42%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.42%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.41%     0.00%  perf             [kernel.kallsyms]  [k] do_syscall_64
     0.41%     0.00%  perf             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.41%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] get_page_from_freelist
     0.41%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_single_vma
     0.41%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_vmas
     0.40%     0.21%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_page_range
     0.38%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] read_pages
     0.37%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ondemand_readahead
     0.37%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] page_cache_async_ra
     0.37%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.37%     0.01%  perf             [kernel.kallsyms]  [k] __sched_setaffinity
     0.37%     0.00%  perf             [kernel.kallsyms]  [k] __x64_sys_sched_setaffinity
     0.36%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_entity
     0.36%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.36%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] sysvec_call_function
     0.35%     0.01%  perf             [kernel.kallsyms]  [k] __set_cpus_allowed_ptr_locked
     0.35%     0.00%  perf             [kernel.kallsyms]  [k] sched_setaffinity
     0.35%     0.00%  java             [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.34%     0.34%  Native-Transpor  [unknown]          [.] 0000000000000000
     0.34%     0.00%  java             [kernel.kallsyms]  [k] sysvec_call_function
     0.34%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] try_to_wake_up
     0.34%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.33%     0.27%  kswapd0          [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.33%     0.30%  Native-Transpor  [kernel.kallsyms]  [k] _raw_spin_lock
     0.33%     0.27%  java             [kernel.kallsyms]  [k] __sysvec_call_function
     0.31%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.31%     0.00%  kswapd1          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.31%     0.31%  kswapd1          [kernel.kallsyms]  [k] isolate_lru_pages
     0.31%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.29%     0.28%  Native-Transpor  [kernel.kallsyms]  [k] clear_page_erms
     0.29%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] __x64_sys_write
     0.29%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] do_syscall_64
     0.29%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.29%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ksys_write
     0.29%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __sysvec_call_function
     0.29%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] enqueue_task
     0.29%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] ttwu_do_activate
     0.29%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] vfs_write
     0.28%     0.00%  kswapd1          [kernel.kallsyms]  [k] page_cache_delete
     0.28%     0.01%  CompactionExecu  [kernel.kallsyms]  [k] new_sync_write
     0.27%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ext4_readahead
     0.27%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_wakeup
     0.27%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] wake_up_process
     0.27%     0.03%  swapper          [kernel.kallsyms]  [k] hrtimer_interrupt
     0.27%     0.00%  swapper          [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.27%     0.04%  NonPeriodicTask  [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     0.27%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     0.27%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ext4_file_write_iter
     0.26%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] generic_perform_write
     0.26%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.26%     0.25%  NonPeriodicTask  [kernel.kallsyms]  [k] xas_find
     0.25%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.25%     0.03%  kswapd1          [kernel.kallsyms]  [k] free_unref_page_list
     0.25%     0.03%  kswapd1          [kernel.kallsyms]  [k] xas_store
     0.25%     0.19%  swapper          [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.24%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_read
     0.24%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] ksys_read
     0.24%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] vfs_read
     0.24%     0.05%  swapper          [kernel.kallsyms]  [k] psi_task_switch
     0.23%     0.01%  swapper          [kernel.kallsyms]  [k] nvme_irq
     0.23%     0.00%  swapper          [kernel.kallsyms]  [k] __common_interrupt
     0.23%     0.00%  swapper          [kernel.kallsyms]  [k] asm_common_interrupt
     0.23%     0.00%  swapper          [kernel.kallsyms]  [k] common_interrupt
     0.23%     0.00%  swapper          [kernel.kallsyms]  [k] handle_edge_irq
     0.23%     0.00%  swapper          [kernel.kallsyms]  [k] handle_irq_event
     0.23%     0.01%  cluster1-nio-wo  [kernel.kallsyms]  [k] new_sync_read
     0.22%     0.14%  NonPeriodicTask  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.22%     0.03%  swapper          [kernel.kallsyms]  [k] nvme_process_cq
     0.22%     0.00%  swapper          [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.22%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __alloc_skb
     0.22%     0.22%  Native-Transpor  [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.22%     0.17%  kswapd0          [kernel.kallsyms]  [k] isolate_lru_pages
     0.22%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sk_stream_alloc_skb
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] inet6_recvmsg
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] sock_read_iter
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] sock_recvmsg
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] tcp_recvmsg
     0.22%     0.06%  kswapd1          [kernel.kallsyms]  [k] free_pcppages_bulk
     0.22%     0.00%  kswapd1          [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.21%     0.18%  kswapd1          [kernel.kallsyms]  [k] xas_create
     0.21%     0.01%  swapper          [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ttwu_do_activate
     0.21%     0.09%  Native-Transpor  [kernel.kallsyms]  [k] update_load_avg
     0.20%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] tcp_recvmsg_locked
     0.20%     0.10%  kswapd0          [kernel.kallsyms]  [k] try_to_unmap_one
     0.20%     0.00%  kswapd0          [kernel.kallsyms]  [k] try_to_unmap
     0.20%     0.20%  kswapd0          [kernel.kallsyms]  [k] llist_add_batch
     0.20%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compact_zone
     0.20%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kcompactd
     0.20%     0.00%  kcompactd0       [kernel.kallsyms]  [k] kthread
     0.20%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_pages
     0.20%     0.00%  kcompactd0       [kernel.kallsyms]  [k] proactive_compact_node
     0.20%     0.00%  kcompactd0       [kernel.kallsyms]  [k] ret_from_fork
     0.20%     0.18%  swapper          [kernel.kallsyms]  [k] psi_group_change
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] switch_fpu_return
     0.19%     0.14%  NonPeriodicTask  [kernel.kallsyms]  [k] release_pages
     0.19%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.19%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] enqueue_task
     0.19%     0.09%  kswapd1          [kernel.kallsyms]  [k] vma_interval_tree_iter_next
     0.19%     0.00%  swapper          [kernel.kallsyms]  [k] enqueue_task
     0.19%     0.00%  swapper          [kernel.kallsyms]  [k] ttwu_do_activate
     0.19%     0.09%  kswapd1          [kernel.kallsyms]  [k] move_pages_to_lru
     0.18%     0.03%  kswapd0          [kernel.kallsyms]  [k] __remove_mapping
     0.18%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_sleeper_start_expires
     0.18%     0.01%  perf             [kernel.kallsyms]  [k] __do_set_cpus_allowed
     0.18%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.18%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __skb_datagram_iter
     0.18%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] simple_copy_to_iter
     0.18%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] skb_copy_datagram_iter
     0.17%     0.03%  epollEventLoopG  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.17%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sk_page_frag_refill
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_common_interrupt
     0.17%     0.03%  cluster1-nio-wo  [kernel.kallsyms]  [k] enqueue_task_fair
     0.17%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.17%     0.00%  swapper          [kernel.kallsyms]  [k] tick_nohz_get_sleep_length
     0.17%     0.17%  kswapd1          [kernel.kallsyms]  [k] _raw_spin_lock
     0.17%     0.17%  epollEventLoopG  [kernel.kallsyms]  [k] kmem_cache_alloc_node
     0.16%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] filemap_map_pages
     0.16%     0.00%  swapper          [kernel.kallsyms]  [k] try_to_wake_up
     0.16%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] __pagevec_lru_add
     0.16%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] lru_cache_add
     0.16%     0.07%  cluster1-nio-wo  [kernel.kallsyms]  [k] enqueue_entity
     0.16%     0.01%  swapper          [kernel.kallsyms]  [k] hrtimer_wakeup
     0.16%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __common_interrupt
     0.16%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] common_interrupt
     0.16%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] handle_edge_irq
     0.16%     0.16%  kswapd1          [kernel.kallsyms]  [k] page_mapping
     0.16%     0.04%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_from_idle
     0.16%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.16%     0.16%  kswapd1          [kernel.kallsyms]  [k] __free_one_page
     0.16%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_sys_prctl
     0.16%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_prctl
     0.16%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] update_curr
     0.16%     0.03%  kswapd1          [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.16%     0.00%  kswapd1          [kernel.kallsyms]  [k] __mod_lruvec_state
     0.16%     0.16%  cluster1-nio-wo  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.15%     0.02%  perf             [kernel.kallsyms]  [k] affine_move_task
     0.15%     0.00%  swapper          [kernel.kallsyms]  [k] wake_up_process
     0.15%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ext4_da_write_begin
     0.15%     0.02%  epollEventLoopG  [kernel.kallsyms]  [k] get_page_from_freelist
     0.15%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __alloc_pages
     0.15%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] alloc_pages
     0.15%     0.09%  kswapd1          [kernel.kallsyms]  [k] _raw_spin_lock_irq
     0.15%     0.02%  kswapd1          [kernel.kallsyms]  [k] page_remove_rmap
     0.15%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] __handle_mm_fault
     0.15%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] asm_exc_page_fault
     0.15%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] do_user_addr_fault
     0.15%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] exc_page_fault
     0.15%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] handle_mm_fault
     0.15%     0.00%  swapper          [kernel.kallsyms]  [k] blk_mq_end_request
     0.15%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_complete_rq
     0.15%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] __do_fault
     0.15%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] filemap_fault
     0.14%     0.14%  Native-Transpor  [kernel.kallsyms]  [k] llist_reverse_order
     0.14%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.14%     0.01%  swapper          [kernel.kallsyms]  [k] pick_next_task_fair
     0.14%     0.02%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.14%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] __ip_queue_xmit
     0.14%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __tcp_transmit_skb
     0.14%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] ip_queue_xmit
     0.14%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_write_xmit
     0.14%     0.00%  swapper          [kernel.kallsyms]  [k] blk_update_request
     0.14%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] flush_tlb_batched_pending
     0.14%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.14%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.14%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.13%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     0.13%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] enqueue_task_fair
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] bio_endio
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] mpage_end_io
     0.13%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] handle_irq_event
     0.13%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] ip_output
     0.13%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] ip_local_out
     0.13%     0.06%  swapper          [kernel.kallsyms]  [k] set_next_entity
     0.13%     0.04%  swapper          [kernel.kallsyms]  [k] enqueue_task_fair
     0.13%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.13%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_push
     0.13%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] io_schedule
     0.13%     0.00%  kcompactd0       [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.13%     0.00%  kcompactd0       [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.13%     0.00%  kcompactd0       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.13%     0.00%  kcompactd0       [kernel.kallsyms]  [k] ptep_clear_flush
     0.13%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk
     0.13%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate
     0.13%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate_one
     0.13%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_writev
     0.13%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_writev
     0.13%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] vfs_writev
     0.13%     0.13%  kswapd1          [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.13%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.12%     0.06%  kswapd1          [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.12%     0.00%  kswapd1          [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.12%     0.00%  kswapd1          [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.12%     0.00%  kswapd1          [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.12%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] enqueue_entity
