# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 8625147750795
#
# Children      Self  Command          Shared Object               Symbol                                                                                                                                                                     
# ........  ........  ...............  ..........................  ...........................................................................................................................................................................
#
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c42dc0
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]           [k] select_idle_core
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]           [k] select_idle_cpu
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] select_idle_core
     0.00%     0.00%  mariadbd         mariadbd                    [.] my_net_write
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf64f
     0.00%     0.00%  kworker/31:2-di  [kernel.kallsyms]           [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/31:2-di  [kernel.kallsyms]           [k] wake_affine_weight
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] update_cfs_group
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9dc7c
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] prepare_task_switch
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] __submit_bio_noacct_mq
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] blk_mq_submit_bio
     0.00%     0.00%  kworker/31:2-di  [kernel.kallsyms]           [k] ext4_fc_track_inode
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da17c7
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000017b31
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f7a0
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN13st_join_table7cleanupEv
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77558
     0.00%     0.00%  ksoftirqd/0      [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x00000000007bba92
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca7451
     0.00%     0.00%  kworker/18:1-di  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d92090
     0.00%     0.00%  mariadbd         mariadbd                    [.] hash_get_key_for_sp_head
     0.00%     0.00%  kworker/21:0     [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da21ed
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]           [k] aio_complete
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] iomap_dio_complete
     0.00%     0.00%  kworker/26:4-di  [kernel.kallsyms]           [k] __wrgsbase_inactive
     0.00%     0.00%  kworker/25:0     [kernel.kallsyms]           [k] queued_spin_unlock
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d917fd
     0.00%     0.00%  kworker/18:1-di  [kernel.kallsyms]           [k] llist_add_batch
     0.00%     0.00%  kworker/18:1-di  [kernel.kallsyms]           [k] __smp_call_single_queue
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] from_kprojid
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] discard_slab
     0.00%     0.00%  kworker/3:0      [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9be0f
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]           [k] newidle_balance
     0.00%     0.00%  jbd2/nvme3n1p5-  [kernel.kallsyms]           [k] jbd2_journal_write_metadata_buffer
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/u64:35-  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  kworker/6:0      [kernel.kallsyms]           [k] update_min_vruntime
     0.00%     0.00%  kworker/28:2     [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK8MDL_lock15MDL_object_lock33incompatible_granted_types_bitmapEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8441a
     0.00%     0.00%  mariadbd         [vdso]                      [.] 0x0000000000000824
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK23Type_handler_int_result19set_comparator_funcEP3THDP14Arg_comparator
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca74b6
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d81b96
     0.00%     0.00%  kworker/31:2-di  [kernel.kallsyms]           [k] worker_enter_idle
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]           [k] rb_erase
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] ixgbe_msix_clean_rings
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c47ad7
     0.00%     0.00%  jbd2/nvme3n1p5-  [kernel.kallsyms]           [k] __jbd2_journal_clean_checkpoint_list
     0.00%     0.00%  jbd2/nvme3n1p5-  [kernel.kallsyms]           [k] __jbd2_journal_remove_checkpoint
     0.00%     0.00%  jbd2/nvme3n1p5-  [kernel.kallsyms]           [k] journal_clean_one_cp_list
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca74c3
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9ffff
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d195d4
     0.00%     0.00%  crond            [kernel.kallsyms]           [k] avtab_search_node
     0.00%     0.00%  kworker/29:4     [kernel.kallsyms]           [k] aio_complete
     0.00%     0.00%  kworker/8:0-dio  [kernel.kallsyms]           [k] send_call_function_single_ipi
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d29949
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZNK26Type_handler_string_result11result_typeEv
     0.00%     0.00%  kworker/19:0-mm  [kernel.kallsyms]           [k] lookup_bh_lru
     0.00%     0.00%  kworker/19:0-mm  [kernel.kallsyms]           [k] __find_get_block
     0.00%     0.00%  kworker/19:0-mm  [kernel.kallsyms]           [k] __getblk_gfp
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]           [k] native_sched_clock
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  kworker/7:4      [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  kworker/26:1-di  [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  kworker/26:4-di  [kernel.kallsyms]           [k] check_preempt_curr
     0.00%     0.00%  kworker/26:4-di  [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/5:0-dio  [kernel.kallsyms]           [k] fput
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]           [k] generic_writepages
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]           [k] write_cache_pages
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]           [k] worker_enter_idle
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] run_posix_cpu_timers
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x00000000000246d7
     0.00%     0.00%  kworker/12:1H-k  [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d74383
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN7handler10rebind_psiEv
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN4VDec3setEP4Item
     0.00%     0.00%  kworker/24:2-di  [kernel.kallsyms]           [k] kthread_data
     0.00%     0.00%  kworker/12:3     [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c80713
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN16Item_hybrid_funcC1EP3THD
     0.00%     0.00%  kworker/8:1      [kernel.kallsyms]           [k] ttwu_do_wakeup
     0.00%     0.00%  kworker/20:1     [kernel.kallsyms]           [k] __switch_to
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  kworker/18:0     [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d79aad
     0.00%     0.00%  kworker/17:1     [kernel.kallsyms]           [k] pick_next_entity
     0.00%     0.00%  kworker/9:1      [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  kworker/11:5     [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/24:2-di  [kernel.kallsyms]           [k] strnlen
     0.00%     0.00%  migration/15     [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  migration/15     [kernel.kallsyms]           [k] kthread
     0.00%     0.00%  migration/15     [kernel.kallsyms]           [k] ret_from_fork
     0.00%     0.00%  migration/15     [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  migration/15     [kernel.kallsyms]           [k] smpboot_thread_fn
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f89b
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccd1e3
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7f74c
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x000000000001aa85
     0.00%     0.00%  kworker/21:0     [kernel.kallsyms]           [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/21:0     [kernel.kallsyms]           [k] wake_affine_weight
     0.00%     0.00%  kworker/23:2-di  [kernel.kallsyms]           [k] wake_affine_weight
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] kmem_cache_alloc
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  kworker/16:0-di  [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] ext4_find_extent
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/1:6      [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  kworker/1:6      [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d3b956
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da03ef
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  kworker/28:1H-k  [kernel.kallsyms]           [k] dequeue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0270
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/6:1-dio  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  kworker/22:1     [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  kworker/24:4     [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]           [k] __schedule
     0.00%     0.00%  kworker/12:5     [kernel.kallsyms]           [k] schedule
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN4JOIN20get_best_combinationEv
     0.00%     0.00%  kworker/5:6      [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ccf536
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000706790
     0.00%     0.00%  kworker/22:1     [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cd1d80
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca80c8
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c83518
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x000000000001b300
     0.00%     0.00%  kworker/21:1H-k  [kernel.kallsyms]           [k] wq_worker_running
     0.00%     0.00%  kworker/20:1-di  [kernel.kallsyms]           [k] iomap_dio_bio_end_io
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN30Type_handler_hybrid_field_type20aggregate_for_num_opEPK15Type_aggregatorPK12Type_handlerS5_
     0.00%     0.00%  kworker/31:3     [kernel.kallsyms]           [k] _raw_spin_lock_irq
     0.00%     0.00%  tclsh8.6         [kernel.kallsyms]           [k] ntp_tick_length
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x0000000000023ebf
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cad243
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9da6f
     0.00%     0.00%  kworker/24:4     [kernel.kallsyms]           [k] finish_task_switch.isra.0
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da1e0b
     0.00%     0.00%  kworker/18:1-di  [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  dnf              [kernel.kallsyms]           [k] __mem_cgroup_charge
     0.00%     0.00%  kworker/29:1H-k  [kernel.kallsyms]           [k] dequeue_task_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da2203
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca00f4
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9be90
     0.00%     0.00%  kworker/4:0      [kernel.kallsyms]           [k] _raw_spin_lock_irq
     0.00%     0.00%  kworker/3:2-mm_  [kernel.kallsyms]           [k] send_call_function_single_ipi
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] worker_enter_idle
     0.00%     0.00%  kworker/19:5     [kernel.kallsyms]           [k] cpuacct_charge
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] error_return
     0.00%     0.00%  top              [kernel.kallsyms]           [k] filemap_map_pages
     0.00%     0.00%  top              [kernel.kallsyms]           [k] do_read_fault
     0.00%     0.00%  kworker/10:4-di  [kernel.kallsyms]           [k] crc32c_pcl_intel_update
     0.00%     0.00%  mariadbd         mariadbd                    [.] create_last_word_mask
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] _find_next_bit
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] crc_127
     0.00%     0.00%  kworker/14:2-ev  [kernel.kallsyms]           [k] put_prev_task_fair
     0.00%     0.00%  kworker/30:1-di  [kernel.kallsyms]           [k] worker_enter_idle
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9fc63
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] update_cfs_rq_h_load
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] native_sched_clock
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] sched_clock_cpu
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] ext4_find_extent
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d9f897
     0.00%     0.00%  kworker/26:3     [kernel.kallsyms]           [k] select_idle_sibling
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000704609
     0.00%     0.00%  kworker/19:0-mm  [kernel.kallsyms]           [k] wq_worker_sleeping
     0.00%     0.00%  kworker/15:0-di  [kernel.kallsyms]           [k] update_rq_clock_task
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] _raw_read_lock
     0.00%     0.00%  kworker/22:0-di  [kernel.kallsyms]           [k] ext4_es_lookup_extent
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z20eliminate_item_equalP3THDP4ItemP10COND_EQUALP10Item_equal
     0.00%     0.00%  kworker/5:0-dio  [kernel.kallsyms]           [k] update_curr
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da099d
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c83585
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] pick_next_entity
     0.00%     0.00%  kworker/0:1      [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  kworker/23:1H-k  [kernel.kallsyms]           [k] blk_mq_do_dispatch_ctx
     0.00%     0.00%  kworker/23:2-di  [kernel.kallsyms]           [k] put_prev_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c8ba01
     0.00%     0.00%  kworker/12:3     [kernel.kallsyms]           [k] update_load_avg
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] desc_read
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] _prb_read_valid
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] console_unlock
     0.00%     0.00%  kworker/14:1     [kernel.kallsyms]           [k] prb_read_valid
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9c309
     0.00%     0.00%  kworker/u64:1    [kernel.kallsyms]           [k] mpage_map_and_submit_extent
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x000000000085b2ad
     0.00%     0.00%  kworker/2:1-dio  [kernel.kallsyms]           [k] kfree
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]           [k] ext4_es_insert_extent
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]           [k] ext4_map_blocks
     0.00%     0.00%  kworker/22:2-ev  [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d12f85
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cad2a9
     0.00%     0.00%  kworker/29:1-di  [kernel.kallsyms]           [k] crc32c_pcl_intel_update
     0.00%     0.00%  kworker/17:0-di  [kernel.kallsyms]           [k] worker_enter_idle
     0.00%     0.00%  kworker/8:2      [kernel.kallsyms]           [k] ext4_dio_write_end_io
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c4568f
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] __common_interrupt
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] __handle_irq_event_percpu
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] asm_common_interrupt
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] common_interrupt
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] handle_edge_irq
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] handle_irq_event
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] nvme_irq
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] nvme_pci_complete_rq
     0.00%     0.00%  kworker/25:3-di  [kernel.kallsyms]           [k] nvme_process_cq
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c84525
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]           [k] ext4_convert_unwritten_extents
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]           [k] ext4_ext_handle_unwritten_extents
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]           [k] ext4_ext_map_blocks
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]           [k] ext4_map_blocks
     0.00%     0.00%  kworker/12:2-di  [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  kworker/12:3     [kernel.kallsyms]           [k] pick_next_task_fair
     0.00%     0.00%  kworker/12:3     [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d7253a
     0.00%     0.00%  jbd2/nvme3n1p4-  [kernel.kallsyms]           [k] kmem_cache_alloc
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca5b19
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9f383
     0.00%     0.00%  kworker/1:0-dio  [kernel.kallsyms]           [k] kthread_data
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d70ee3
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] select_idle_core
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] lru_note_cost
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] __update_load_avg_cfs_rq
     0.00%     0.00%  kworker/4:4      [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  kworker/11:0-di  [kernel.kallsyms]           [k] update_cfs_group
     0.00%     0.00%  tclsh8.6         libmariadb.so.3             [.] 0x00000000000261d0
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] __default_send_IPI_dest_field
     0.00%     0.00%  kworker/28:1     [kernel.kallsyms]           [k] default_send_IPI_single_phys
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d77579
     0.00%     0.00%  swapper          [kernel.kallsyms]           [k] ntp_get_next_leap
     0.00%     0.00%  kworker/7:2      [kernel.kallsyms]           [k] enqueue_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000ca0035
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN7SEL_ARGC2EP5FieldPKhS3_
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d1101b
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000da2d81
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] crc_51
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] update_sg_lb_stats
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] find_busiest_group
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] load_balance
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] update_sd_lb_stats.constprop.0
     0.00%     0.00%  kworker/12:1     [kernel.kallsyms]           [k] switch_mm_irqs_off
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] __sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] asm_sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] hrtimer_interrupt
     0.00%     0.00%  kworker/21:2-di  [kernel.kallsyms]           [k] sysvec_apic_timer_interrupt
     0.00%     0.00%  kworker/1:1      [kernel.kallsyms]           [k] __list_del_entry_valid
     0.00%     0.00%  kworker/27:3-di  [kernel.kallsyms]           [k] update_cfs_group
     0.00%     0.00%  mariadbd         mariadbd                    [.] _Z16init_read_recordP11READ_RECORDP3THDP5TABLEP10SQL_SELECTP9SORT_INFOibb
     0.00%     0.00%  mariadbd         [kernel.kallsyms]           [k] ext4_mb_mark_diskspace_used
     0.00%     0.00%  kswapd0          [kernel.kallsyms]           [k] invalidate_bh_lrus_cpu
     0.00%     0.00%  mariadbd         libstdc++.so.6.0.25         [.] 0x000000000008d224
     0.00%     0.00%  kworker/26:1-di  [kernel.kallsyms]           [k] iomap_dio_complete
     0.00%     0.00%  kworker/26:1-di  [kernel.kallsyms]           [k] iomap_dio_complete_work
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]           [k] llist_add_batch
     0.00%     0.00%  kworker/12:0-di  [kernel.kallsyms]           [k] __smp_call_single_queue
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000cacfde
     0.00%     0.00%  kworker/23:2-di  [kernel.kallsyms]           [k] update_rq_clock
     0.00%     0.00%  kworker/8:1      [kernel.kallsyms]           [k] __update_load_avg_se
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c861b8
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c9da3b
     0.00%     0.00%  kworker/12:1     [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  kworker/7:1-dio  [kernel.kallsyms]           [k] pick_next_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000d6fc83
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]           [k] blk_mq_request_bypass_insert
     0.00%     0.00%  kworker/13:1H-k  [kernel.kallsyms]           [k] blk_mq_sched_insert_request
     0.00%     0.00%  kworker/31:3     [kernel.kallsyms]           [k] set_next_entity
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN13Item_cond_and14add_key_fieldsEP4JOINPP9KEY_FIELDPjyPP14SARGABLE_PARAM
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000c486b8
     0.00%     0.00%  mariadbd         mariadbd                    [.] 0x0000000000dd28f1
     0.00%     0.00%  perf             perf                        [.] 0x00000000000198f6
     0.00%     0.00%  mariadbd         mariadbd                    [.] _ZN10Field_long7val_strEP6StringS1_
     0.00%     0.00%  kworker/13:6     [kernel.kallsyms]           [k] pwq_dec_nr_in_flight
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] __blk_mq_delay_run_hw_queue
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] __blk_mq_run_hw_queue
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] __blk_mq_sched_dispatch_requests
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] blk_mq_dispatch_rq_list
     0.00%     0.00%  kworker/4:1H-kb  [kernel.kallsyms]           [k] blk_mq_sched_dispatch_requests
