# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 25876153241610
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
    14.34%     0.07%  swapper          [kernel.kallsyms]      [k] cpu_startup_entry
    14.34%     0.00%  swapper          [kernel.kallsyms]      [k] secondary_startup_64_no_verify
    14.27%     0.28%  swapper          [kernel.kallsyms]      [k] do_idle
    11.99%     0.05%  memcached        [kernel.kallsyms]      [k] shrink_page_list
    10.69%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] do_writev
    10.59%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] vfs_writev
    10.48%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] do_iter_write
    10.35%     0.15%  swapper          [kernel.kallsyms]      [k] cpuidle_idle_call
    10.29%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] sock_write_iter
    10.23%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] sock_sendmsg
    10.16%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_sendmsg
     8.80%     8.73%  memcached        [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath.part.0
     8.33%     0.03%  memcached        [kernel.kallsyms]      [k] skb_copy_datagram_from_iter
     8.16%     0.10%  memcached        [kernel.kallsyms]      [k] _copy_from_iter
     8.13%     1.77%  memcached        [kernel.kallsyms]      [k] copy_user_generic_string
     8.01%     0.01%  swapper          [kernel.kallsyms]      [k] cpuidle_enter
     7.99%     0.10%  swapper          [kernel.kallsyms]      [k] cpuidle_enter_state
     6.86%     0.15%  swapper          [kernel.kallsyms]      [k] acpi_idle_enter
     6.61%     6.61%  swapper          [kernel.kallsyms]      [k] mwait_idle_with_hints
     6.51%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] sock_alloc_send_pskb
     6.44%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] alloc_skb_with_frags
     6.41%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] __alloc_skb
     5.99%     0.08%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock_irq
     5.69%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] do_readv
     5.65%     0.26%  memtier_benchma  [kernel.kallsyms]      [k] kmem_cache_alloc_node
     5.59%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] vfs_readv
     5.48%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] do_iter_read
     5.27%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] sock_read_iter
     5.18%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_recvmsg
     5.15%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_read_generic
     5.07%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_charge
     4.85%     0.00%  memcached        [kernel.kallsyms]      [k] add_to_swap
     4.68%     0.13%  memcached        [kernel.kallsyms]      [k] get_swap_page
     4.47%     0.08%  memcached        [kernel.kallsyms]      [k] __x64_sys_epoll_wait
     4.45%     0.02%  memcached        [kernel.kallsyms]      [k] sock_alloc_send_pskb
     4.39%     0.06%  memcached        [kernel.kallsyms]      [k] do_epoll_wait
     4.37%     0.04%  memcached        [kernel.kallsyms]      [k] alloc_skb_with_frags
     4.33%     0.08%  memcached        [kernel.kallsyms]      [k] __alloc_skb
     4.17%     0.16%  memcached        [kernel.kallsyms]      [k] ep_poll
     4.02%     0.03%  memcached        [kernel.kallsyms]      [k] zram_rw_page
     3.88%     0.13%  memcached        [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     3.88%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] consume_skb
     3.85%     0.04%  memcached        [kernel.kallsyms]      [k] ksys_read
     3.71%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_epoll_wait
     3.66%     0.11%  memcached        [kernel.kallsyms]      [k] vfs_read
     3.64%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_wait
     3.60%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_data
     3.55%     0.46%  memtier_benchma  [kernel.kallsyms]      [k] kfree
     3.55%     0.12%  memcached        [kernel.kallsyms]      [k] __wake_up_common_lock
     3.47%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     3.47%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll
     3.46%     0.07%  memcached        [kernel.kallsyms]      [k] new_sync_read
     3.44%     0.06%  memcached        [kernel.kallsyms]      [k] sock_def_readable
     3.44%     0.63%  memtier_benchma  [kernel.kallsyms]      [k] try_charge_memcg
     3.38%     0.00%  memcached        [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     3.38%     1.45%  memcached        [kernel.kallsyms]      [k] smp_call_function_many_cond
     3.38%     0.07%  memcached        [kernel.kallsyms]      [k] sock_read_iter
     3.38%     0.02%  memcached        [kernel.kallsyms]      [k] shrink_active_list
     3.33%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] refill_stock
     3.28%     0.03%  memcached        [kernel.kallsyms]      [k] unix_stream_recvmsg
     3.25%     0.16%  memcached        [kernel.kallsyms]      [k] __wake_up_common
     3.25%     0.12%  memcached        [kernel.kallsyms]      [k] unix_stream_read_generic
     3.22%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] drain_stock
     3.20%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_uncharge
     3.19%     0.40%  memcached        [kernel.kallsyms]      [k] ep_poll_callback
     3.12%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common_lock
     3.04%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] sock_def_readable
     3.02%     0.08%  memcached        [kernel.kallsyms]      [k] schedule
     2.96%     0.15%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common
     2.96%     0.04%  memcached        [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     2.94%     0.59%  memcached        [kernel.kallsyms]      [k] __schedule
     2.90%     0.19%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll_callback
     2.78%     0.12%  memcached        [kernel.kallsyms]      [k] mem_cgroup_try_charge_swap
     2.75%     0.04%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge
     2.72%     0.00%  memcached        [kernel.kallsyms]      [k] arch_tlbbatch_flush
     2.72%     0.33%  memcached        [kernel.kallsyms]      [k] kmem_cache_alloc_node
     2.72%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     2.71%     0.07%  swapper          [kernel.kallsyms]      [k] schedule_idle
     2.71%     0.37%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     2.67%     2.66%  memtier_benchma  [kernel.kallsyms]      [k] propagate_protected_usage
     2.64%     0.31%  swapper          [kernel.kallsyms]      [k] __schedule
     2.57%     0.93%  memcached        [kernel.kallsyms]      [k] refill_obj_stock
     2.56%     0.60%  memcached        [kernel.kallsyms]      [k] asm_sysvec_call_function
     2.52%     0.03%  memcached        [kernel.kallsyms]      [k] swap_readpage
     2.49%     0.05%  memcached        [kernel.kallsyms]      [k] autoremove_wake_function
     2.49%     0.86%  memtier_benchma  [kernel.kallsyms]      [k] refill_obj_stock
     2.46%     0.09%  memcached        [kernel.kallsyms]      [k] try_to_wake_up
     2.43%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] autoremove_wake_function
     2.41%     0.39%  memcached        [kernel.kallsyms]      [k] rmap_walk_anon
     2.41%     0.00%  memcached        [kernel.kallsyms]      [k] cgroup_file_notify
     2.38%     0.03%  memcached        [kernel.kallsyms]      [k] bdev_read_page
     2.37%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] try_to_wake_up
     2.34%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     2.30%     0.02%  memcached        [kernel.kallsyms]      [k] consume_skb
     2.28%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     2.25%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] schedule
     2.21%     0.08%  memcached        [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     2.19%     0.38%  memtier_benchma  [kernel.kallsyms]      [k] __schedule
     2.09%     0.02%  memcached        [kernel.kallsyms]      [k] page_referenced
     2.00%     0.05%  memcached        [kernel.kallsyms]      [k] skb_release_data
     1.97%     0.34%  swapper          [kernel.kallsyms]      [k] menu_select
     1.94%     0.02%  memcached        [kernel.kallsyms]      [k] sysvec_call_function
     1.91%     0.31%  memcached        [kernel.kallsyms]      [k] kfree
     1.91%     0.02%  memcached        [kernel.kallsyms]      [k] pageout
     1.82%     0.50%  memcached        [kernel.kallsyms]      [k] flush_smp_call_function_queue
     1.79%     0.00%  memcached        [kernel.kallsyms]      [k] zcomp_decompress
     1.78%     0.01%  memcached        [kernel.kallsyms]      [k] lzorle_decompress
     1.77%     1.68%  memcached        [kernel.kallsyms]      [k] lzo1x_decompress_safe
     1.76%     0.01%  memcached        [kernel.kallsyms]      [k] __sysvec_call_function
     1.75%     0.01%  memcached        [kernel.kallsyms]      [k] get_swap_pages
     1.75%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_writepage
     1.74%     0.00%  memcached        [kernel.kallsyms]      [k] bdev_write_page
     1.71%     0.63%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_try_charge
     1.70%     1.50%  memcached        [kernel.kallsyms]      [k] scan_swap_map_slots
     1.62%     1.36%  memtier_benchma  [kernel.kallsyms]      [k] drain_obj_stock
     1.61%     0.99%  memcached        [kernel.kallsyms]      [k] drain_obj_stock
     1.60%     0.02%  memcached        [kernel.kallsyms]      [k] wp_page_copy
     1.57%     1.57%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_cancel
     1.53%     0.16%  memcached        [kernel.kallsyms]      [k] __zram_bvec_write.constprop.0.isra.0
     1.44%     0.01%  memcached        [kernel.kallsyms]      [k] kmalloc_reserve
     1.42%     0.42%  memcached        [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     1.39%     0.01%  memcached        [kernel.kallsyms]      [k] page_check_references.isra.0
     1.32%     0.09%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     1.31%     0.34%  memcached        [kernel.kallsyms]      [k] try_charge_memcg
     1.28%     0.03%  memcached        [kernel.kallsyms]      [k] lru_note_cost
     1.17%     0.56%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock
     1.11%     0.01%  memcached        [kernel.kallsyms]      [k] page_counter_uncharge
     1.07%     0.24%  memtier_benchma  [kernel.kallsyms]      [k] ep_send_events
     1.06%     0.05%  memcached        [kernel.kallsyms]      [k] refill_stock
     1.04%     0.00%  memcached        [kernel.kallsyms]      [k] ptep_clear_flush
     1.04%     0.03%  memcached        [kernel.kallsyms]      [k] flush_tlb_mm_range
     1.02%     0.18%  memcached        [kernel.kallsyms]      [k] ep_send_events
     0.99%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_activate
     0.99%     0.02%  memcached        [kernel.kallsyms]      [k] ttwu_do_activate
     0.97%     0.01%  memcached        [kernel.kallsyms]      [k] drain_stock
     0.97%     0.30%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task_fair
     0.96%     0.28%  memcached        [kernel.kallsyms]      [k] enqueue_task_fair
     0.95%     0.44%  memcached        [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     0.94%     0.11%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_sleep_length
     0.94%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.92%     0.61%  memcached        [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.91%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_entry_free
     0.88%     0.08%  memcached        [kernel.kallsyms]      [k] page_referenced_one
     0.86%     0.50%  memcached        [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.86%     0.01%  memcached        [kernel.kallsyms]      [k] free_swap_slot
     0.85%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kcompactd
     0.85%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kthread
     0.85%     0.00%  kcompactd0       [kernel.kallsyms]      [k] ret_from_fork
     0.85%     0.00%  kcompactd0       [kernel.kallsyms]      [k] compact_zone
     0.85%     0.00%  kcompactd0       [kernel.kallsyms]      [k] proactive_compact_node
     0.85%     0.01%  memcached        [kernel.kallsyms]      [k] swapcache_free_entries
     0.84%     0.65%  memcached        [kernel.kallsyms]      [k] flush_tlb_func
     0.84%     0.01%  memcached        [kernel.kallsyms]      [k] lzorle_compress
     0.83%     0.03%  memcached        [kernel.kallsyms]      [k] default_send_IPI_mask_sequence_phys
     0.83%     0.00%  kcompactd0       [kernel.kallsyms]      [k] migrate_pages
     0.83%     0.53%  memtier_benchma  [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.83%     0.00%  kcompactd0       [kernel.kallsyms]      [k] unmap_and_move
     0.83%     0.01%  memcached        [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.81%     0.64%  swapper          [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.80%     0.01%  kcompactd0       [kernel.kallsyms]      [k] __unmap_and_move
     0.79%     0.79%  memcached        libpthread-2.28.so     [.] __pthread_mutex_lock
     0.79%     0.06%  memcached        [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.78%     0.78%  memcached        [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     0.73%     0.73%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_mm_free_
     0.68%     0.54%  memcached        [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.68%     0.07%  swapper          [kernel.kallsyms]      [k] pick_next_task_fair
     0.67%     0.28%  memcached        [kernel.kallsyms]      [k] enqueue_entity
     0.67%     0.02%  kcompactd0       [kernel.kallsyms]      [k] rmap_walk_anon
     0.66%     0.25%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_entity
     0.66%     0.34%  memcached        [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.65%     0.00%  kcompactd0       [kernel.kallsyms]      [k] try_to_migrate
     0.64%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_work
     0.64%     0.24%  memtier_benchma  [kernel.kallsyms]      [k] kmem_cache_free
     0.63%     0.63%  memcached        [kernel.kallsyms]      [k] page_counter_cancel
     0.63%     0.01%  kcompactd0       [kernel.kallsyms]      [k] try_to_migrate_one
     0.62%     0.08%  memcached        [kernel.kallsyms]      [k] dequeue_task_fair
     0.60%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_unmap
     0.60%     0.00%  kcompactd0       [kernel.kallsyms]      [k] ptep_clear_flush
     0.60%     0.01%  kcompactd0       [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.59%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] kmalloc_reserve
     0.58%     0.42%  kcompactd0       [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.58%     0.00%  kcompactd0       [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.58%     0.30%  memtier_benchma  [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     0.58%     0.58%  memcached        [kernel.kallsyms]      [k] llist_reverse_order
     0.57%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_task_fair
     0.57%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_epoll_ctl
     0.54%     0.39%  memcached        [kernel.kallsyms]      [k] kmem_cache_free
     0.54%     0.41%  memcached        [kernel.kallsyms]      [k] llist_add_batch
     0.54%     0.53%  memcached        [kernel.kallsyms]      [k] propagate_protected_usage
     0.53%     0.30%  memtier_benchma  [kernel.kallsyms]      [k] __audit_syscall_exit
     0.53%     0.06%  memcached        [kernel.kallsyms]      [k] dequeue_entity
     0.52%     0.10%  memcached        [kernel.kallsyms]      [k] syscall_exit_work
     0.52%     0.52%  memcached        memcached              [.] 0x000000000001d9bd
     0.51%     0.31%  swapper          [kernel.kallsyms]      [k] __switch_to
     0.50%     0.49%  memtier_benchma  [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] khugepaged
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] khugepaged_do_scan
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] kthread
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] ret_from_fork
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] khugepaged_scan_mm_slot
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] khugepaged_scan_pmd
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] collapse_huge_page
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_node_memcgs
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] __alloc_pages
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] do_try_to_free_pages
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_node
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_zones
     0.50%     0.00%  khugepaged       [kernel.kallsyms]      [k] try_to_free_pages
     0.49%     0.08%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_enter
     0.49%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_lruvec
     0.49%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_entity
     0.48%     0.16%  memcached        [kernel.kallsyms]      [k] isolate_lru_pages
     0.47%     0.47%  memtier_benchma  [kernel.kallsyms]      [k] copy_user_generic_string
     0.47%     0.19%  memcached        [kernel.kallsyms]      [k] select_task_rq_fair
     0.47%     0.09%  swapper          [kernel.kallsyms]      [k] tick_nohz_next_event
     0.46%     0.35%  memcached        [kernel.kallsyms]      [k] page_counter_try_charge
     0.46%     0.07%  swapper          [kernel.kallsyms]      [k] asm_sysvec_call_function
     0.46%     0.46%  memcached        [kernel.kallsyms]      [k] __list_del_entry_valid
     0.45%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_inactive_list
     0.44%     0.00%  swapper          [kernel.kallsyms]      [k] start_kernel
     0.44%     0.22%  memcached        [kernel.kallsyms]      [k] __switch_to
     0.43%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_page_list
     0.43%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_ctl
     0.43%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_read_actor
     0.42%     0.26%  memcached        [kernel.kallsyms]      [k] __audit_syscall_exit
     0.42%     0.16%  memtier_benchma  [kernel.kallsyms]      [k] select_task_rq_fair
     0.41%     0.15%  swapper          [kernel.kallsyms]      [k] set_next_entity
     0.41%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.40%     0.19%  swapper          [kernel.kallsyms]      [k] ktime_get
     0.40%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __skb_datagram_iter
     0.40%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_ioctl
     0.39%     0.07%  memcached        [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.39%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.39%     0.01%  swapper          [kernel.kallsyms]      [k] sysvec_call_function
     0.38%     0.35%  memcached        [kernel.kallsyms]      [k] up_read
     0.38%     0.19%  memcached        [kernel.kallsyms]      [k] update_load_avg
     0.37%     0.17%  memcached        [kernel.kallsyms]      [k] try_to_unmap_one
     0.37%     0.08%  memcached        [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.37%     0.08%  memcached        [kernel.kallsyms]      [k] move_pages_to_lru
     0.37%     0.17%  memtier_benchma  [kernel.kallsyms]      [k] update_load_avg
     0.37%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.37%     0.01%  swapper          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.36%     0.01%  memcached        [kernel.kallsyms]      [k] zs_malloc
     0.36%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.36%     0.32%  memcached        [kernel.kallsyms]      [k] down_read_trylock
     0.35%     0.25%  memtier_benchma  [kernel.kallsyms]      [k] mod_objcg_state
     0.34%     0.28%  memcached        [kernel.kallsyms]      [k] zs_map_object
     0.34%     0.25%  memcached        [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.33%     0.08%  memcached        [kernel.kallsyms]      [k] workingset_refault
     0.33%     0.05%  swapper          [kernel.kallsyms]      [k] hrtimer_next_event_without
     0.33%     0.15%  memtier_benchma  [kernel.kallsyms]      [k] sock_poll
     0.33%     0.10%  swapper          [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.32%     0.05%  memcached        [kernel.kallsyms]      [k] check_preempt_curr
     0.32%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] check_preempt_curr
     0.31%     0.24%  memcached        [kernel.kallsyms]      [k] xas_load
     0.30%     0.30%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_mm_malloc_
     0.30%     0.01%  memcached        [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.30%     0.07%  swapper          [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.29%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] __fget_light
     0.29%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_call_function
     0.29%     0.00%  memcached        [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.29%     0.03%  memcached        [kernel.kallsyms]      [k] swap_range_free
     0.29%     0.26%  memcached        [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.29%     0.01%  memcached        [kernel.kallsyms]      [k] skb_release_head_state
     0.29%     0.15%  memcached        [kernel.kallsyms]      [k] sock_poll
     0.28%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_from_iter
     0.28%     0.12%  memcached        [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.27%     0.02%  memcached        [kernel.kallsyms]      [k] unix_destruct_scm
     0.27%     0.02%  memcached        [kernel.kallsyms]      [k] mem_cgroup_swapin_charge_page
     0.27%     0.23%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.27%     0.23%  memcached        [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.27%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] __check_object_size.part.0
     0.27%     0.27%  memtier_benchma  [kernel.kallsyms]      [k] __entry_text_start
     0.27%     0.02%  swapper          [kernel.kallsyms]      [k] sched_clock_cpu
     0.27%     0.03%  memcached        [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.27%     0.02%  memcached        [kernel.kallsyms]      [k] lookup_swap_cache
     0.27%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_head_state
     0.26%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.26%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.26%     0.00%  memcached        [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.26%     0.00%  memcached        [kernel.kallsyms]      [k] hrtimer_interrupt
     0.26%     0.05%  memcached        [kernel.kallsyms]      [k] zram_slot_free_notify
     0.26%     0.00%  memcached        [kernel.kallsyms]      [k] do_shrink_slab
     0.25%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] unix_destruct_scm
     0.25%     0.00%  memcached        [kernel.kallsyms]      [k] pagecache_get_page
     0.25%     0.16%  swapper          [kernel.kallsyms]      [k] poll_idle
     0.25%     0.00%  memcached        [kernel.kallsyms]      [k] mapping_get_entry
     0.25%     0.25%  swapper          [kernel.kallsyms]      [k] native_sched_clock
     0.25%     0.01%  memcached        [kernel.kallsyms]      [k] __remove_mapping
     0.25%     0.04%  memcached        [kernel.kallsyms]      [k] sock_wfree
     0.25%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] do_vfs_ioctl
     0.25%     0.13%  memcached        [kernel.kallsyms]      [k] mod_objcg_state
     0.25%     0.25%  swapper          [kernel.kallsyms]      [k] get_typical_interval
     0.24%     0.14%  memcached        [kernel.kallsyms]      [k] update_curr
     0.24%     0.08%  memcached        [kernel.kallsyms]      [k] __check_object_size.part.0
     0.24%     0.10%  swapper          [kernel.kallsyms]      [k] update_load_avg
     0.24%     0.00%  kswapd0          [kernel.kallsyms]      [k] balance_pgdat
     0.24%     0.00%  kswapd0          [kernel.kallsyms]      [k] kswapd
     0.24%     0.00%  kswapd0          [kernel.kallsyms]      [k] kthread
     0.24%     0.00%  kswapd0          [kernel.kallsyms]      [k] ret_from_fork
     0.24%     0.24%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.24%     0.00%  memcached        [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.24%     0.00%  memcached        [kernel.kallsyms]      [k] __run_hrtimer
     0.23%     0.23%  memcached        [kernel.kallsyms]      [k] __slab_free
     0.23%     0.06%  memcached        [kernel.kallsyms]      [k] __fget_light
     0.23%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_node
