# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 14K of event 'cycles'
# Event count (approx.): 218567175006
#
# Children      Self  Command          Shared Object        Symbol                                                                                                                                      
# ........  ........  ...............  ...................  ............................................................................................................................................
#
     2.05%     0.00%  kswapd0          [kernel.kallsyms]    [k] evict_pages
     2.02%     0.28%  swapper          [kernel.kallsyms]    [k] menu_select
     2.00%     0.12%  swapper          [kernel.kallsyms]    [k] sched_ttwu_pending
     1.84%     0.01%  swapper          [kernel.kallsyms]    [k] asm_sysvec_apic_timer_interrupt
     1.83%     0.01%  swapper          [kernel.kallsyms]    [k] sysvec_apic_timer_interrupt
     1.73%     0.01%  kswapd0          [kernel.kallsyms]    [k] shrink_page_list
     1.71%     0.01%  mariadbd         [kernel.kallsyms]    [k] __x64_sys_io_submit
     1.71%     0.00%  mariadbd         [kernel.kallsyms]    [k] io_submit_one
     1.67%     0.00%  mariadbd         [kernel.kallsyms]    [k] aio_write
     1.66%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] __sys_sendto
     1.66%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] __x64_sys_sendto
     1.66%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] __x64_sys_futex
     1.65%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] sock_sendmsg
     1.64%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] do_futex
     1.63%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] unix_stream_sendmsg
     1.63%     0.01%  mariadbd         [kernel.kallsyms]    [k] ext4_dio_write_iter
     1.54%     0.09%  tclsh8.6         [kernel.kallsyms]    [k] _raw_spin_lock
     1.51%     0.01%  swapper          [kernel.kallsyms]    [k] ttwu_do_activate
     1.51%     0.43%  swapper          [kernel.kallsyms]    [k] enqueue_task_fair
     1.45%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] __x64_sys_recvfrom
     1.44%     1.44%  tclsh8.6         [kernel.kallsyms]    [k] native_queued_spin_lock_slowpath.part.0
     1.44%     0.05%  tclsh8.6         [kernel.kallsyms]    [k] __sys_recvfrom
     1.40%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] __x64_sys_poll
     1.38%     0.23%  tclsh8.6         [kernel.kallsyms]    [k] do_sys_poll
     1.35%     0.02%  swapper          [kernel.kallsyms]    [k] asm_common_interrupt
     1.33%     0.00%  swapper          [kernel.kallsyms]    [k] start_kernel
     1.32%     0.03%  swapper          [kernel.kallsyms]    [k] __sysvec_call_function_single
     1.32%     0.00%  swapper          [kernel.kallsyms]    [k] common_interrupt
     1.27%     0.03%  swapper          [kernel.kallsyms]    [k] tick_nohz_idle_stop_tick
     1.26%     0.10%  swapper          [kernel.kallsyms]    [k] __irq_exit_rcu
     1.21%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] unix_stream_recvmsg
     1.21%     0.16%  tclsh8.6         [kernel.kallsyms]    [k] unix_stream_read_generic
     1.19%     0.01%  swapper          [kernel.kallsyms]    [k] hrtimer_interrupt
     1.19%     0.00%  swapper          [kernel.kallsyms]    [k] __sysvec_apic_timer_interrupt
     1.18%     0.01%  swapper          [kernel.kallsyms]    [k] __common_interrupt
     1.17%     0.01%  swapper          [kernel.kallsyms]    [k] handle_edge_irq
     1.15%     0.06%  swapper          [kernel.kallsyms]    [k] flush_smp_call_function_from_idle
     1.13%     0.00%  swapper          [kernel.kallsyms]    [k] handle_irq_event
     1.11%     0.02%  swapper          [kernel.kallsyms]    [k] __handle_irq_event_percpu
     1.10%     0.10%  tclsh8.6         [kernel.kallsyms]    [k] do_poll.constprop.0
     1.09%     0.03%  mariadbd         [kernel.kallsyms]    [k] __iomap_dio_rw
     1.09%     0.00%  mariadbd         [kernel.kallsyms]    [k] iomap_dio_rw
     1.09%     0.01%  swapper          [kernel.kallsyms]    [k] nvme_irq
     1.08%     0.10%  swapper          [kernel.kallsyms]    [k] nvme_process_cq
     1.08%     0.00%  swapper          [kernel.kallsyms]    [k] __softirqentry_text_start
     1.05%     0.38%  swapper          [kernel.kallsyms]    [k] enqueue_entity
     1.04%     0.01%  mariadbd         [kernel.kallsyms]    [k] asm_exc_page_fault
     1.03%     0.01%  mariadbd         [kernel.kallsyms]    [k] handle_mm_fault
     1.02%     0.00%  mariadbd         [kernel.kallsyms]    [k] do_user_addr_fault
     1.02%     0.00%  mariadbd         [kernel.kallsyms]    [k] exc_page_fault
     1.02%     0.02%  mariadbd         [kernel.kallsyms]    [k] __handle_mm_fault
     0.96%     0.00%  swapper          [kernel.kallsyms]    [k] __hrtimer_run_queues
     0.96%     0.00%  swapper          [kernel.kallsyms]    [k] __run_hrtimer
     0.94%     0.02%  swapper          [kernel.kallsyms]    [k] tick_sched_timer
     0.92%     0.07%  swapper          [kernel.kallsyms]    [k] tick_nohz_get_sleep_length
     0.88%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] futex_wake
     0.83%     0.02%  mariadbd         [kernel.kallsyms]    [k] __x64_sys_futex
     0.81%     0.00%  mariadbd         [kernel.kallsyms]    [k] do_futex
     0.81%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] schedule
     0.81%     0.00%  kswapd0          [kernel.kallsyms]    [k] arch_tlbbatch_flush
     0.81%     0.00%  kswapd0          [kernel.kallsyms]    [k] try_to_unmap_flush_dirty
     0.79%     0.05%  swapper          [kernel.kallsyms]    [k] update_process_times
     0.79%     0.00%  swapper          [kernel.kallsyms]    [k] tick_sched_handle
     0.79%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] schedule_hrtimeout_range_clock
     0.79%     0.53%  swapper          [kernel.kallsyms]    [k] update_load_avg
     0.77%     0.05%  swapper          [kernel.kallsyms]    [k] tick_nohz_stop_tick
     0.77%     0.11%  mariadbd         [kernel.kallsyms]    [k] __schedule
     0.77%     0.08%  tclsh8.6         [kernel.kallsyms]    [k] __schedule
     0.76%     0.06%  swapper          [kernel.kallsyms]    [k] hrtimer_start_range_ns
     0.75%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] futex_wait
     0.74%     0.01%  swapper          [kernel.kallsyms]    [k] blk_mq_end_request
     0.73%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] sock_alloc_send_pskb
     0.72%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] __wake_up_common_lock
     0.72%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] futex_wait_setup
     0.72%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] alloc_skb_with_frags
     0.71%     0.10%  tclsh8.6         [kernel.kallsyms]    [k] __wake_up_common
     0.70%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] try_to_wake_up
     0.69%     0.02%  mariadbd         [kernel.kallsyms]    [k] schedule
     0.69%     0.62%  swapper          [kernel.kallsyms]    [k] switch_mm_irqs_off
     0.69%     0.00%  mariadbd         [kernel.kallsyms]    [k] do_swap_page
     0.68%     0.04%  swapper          [kernel.kallsyms]    [k] blk_update_request
     0.68%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] sock_def_readable
     0.68%     0.06%  tclsh8.6         [kernel.kallsyms]    [k] __alloc_skb
     0.66%     0.00%  mariadbd         [kernel.kallsyms]    [k] asm_common_interrupt
     0.66%     0.01%  mariadbd         [kernel.kallsyms]    [k] iomap_apply
     0.65%     0.11%  mariadbd         [kernel.kallsyms]    [k] futex_wake
     0.65%     0.14%  swapper          [kernel.kallsyms]    [k] pick_next_task_fair
     0.64%     0.14%  kswapd0          [kernel.kallsyms]    [k] smp_call_function_many_cond
     0.64%     0.00%  kswapd0          [kernel.kallsyms]    [k] on_each_cpu_cond_mask
     0.63%     0.35%  swapper          [kernel.kallsyms]    [k] ktime_get
     0.62%     0.01%  swapper          [kernel.kallsyms]    [k] scheduler_tick
     0.62%     0.02%  swapper          [kernel.kallsyms]    [k] _nohz_idle_balance.constprop.0.isra.0
     0.61%     0.04%  swapper          [kernel.kallsyms]    [k] tick_nohz_idle_exit
     0.61%     0.04%  mariadbd         [kernel.kallsyms]    [k] try_to_wake_up
     0.60%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] pollwake
     0.58%     0.00%  mariadbd         [kernel.kallsyms]    [k] iomap_dio_bio_actor
     0.57%     0.02%  mariadbd         [kernel.kallsyms]    [k] ext4_dio_write_checks
     0.57%     0.14%  swapper          [kernel.kallsyms]    [k] tick_nohz_next_event
     0.56%     0.01%  swapper          [kernel.kallsyms]    [k] perf_event_task_tick
     0.55%     0.01%  mariadbd         [kernel.kallsyms]    [k] __x64_sys_io_getevents
     0.55%     0.08%  swapper          [kernel.kallsyms]    [k] perf_adjust_freq_unthr_context
     0.55%     0.00%  mariadbd         [kernel.kallsyms]    [k] common_interrupt
     0.54%     0.00%  mariadbd         [kernel.kallsyms]    [k] do_io_getevents
     0.54%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] consume_skb
     0.53%     0.03%  mariadbd         [kernel.kallsyms]    [k] read_events
     0.51%     0.51%  swapper          [kernel.kallsyms]    [k] get_typical_interval
     0.50%     0.01%  mariadbd         [kernel.kallsyms]    [k] __common_interrupt
     0.50%     0.12%  tclsh8.6         [kernel.kallsyms]    [k] kmem_cache_alloc_node
     0.49%     0.11%  swapper          [kernel.kallsyms]    [k] finish_task_switch.isra.0
     0.49%     0.00%  mariadbd         [kernel.kallsyms]    [k] handle_edge_irq
     0.49%     0.06%  kswapd0          [kernel.kallsyms]    [k] default_send_IPI_mask_sequence_phys
     0.47%     0.01%  mariadbd         [kernel.kallsyms]    [k] handle_irq_event
     0.47%     0.01%  mariadbd         [kernel.kallsyms]    [k] ext4_map_blocks
     0.47%     0.00%  mariadbd         [kernel.kallsyms]    [k] wake_up_q
     0.46%     0.01%  swapper          [kernel.kallsyms]    [k] amd_pmu_disable_all
     0.46%     0.02%  swapper          [kernel.kallsyms]    [k] update_blocked_averages
     0.46%     0.20%  swapper          [kernel.kallsyms]    [k] flush_smp_call_function_queue
     0.45%     0.01%  mariadbd         [kernel.kallsyms]    [k] swap_vma_readahead
     0.45%     0.00%  mariadbd         [kernel.kallsyms]    [k] __handle_irq_event_percpu
     0.44%     0.01%  mariadbd         [kernel.kallsyms]    [k] nvme_process_cq
     0.44%     0.00%  mariadbd         [kernel.kallsyms]    [k] nvme_irq
     0.44%     0.44%  swapper          [kernel.kallsyms]    [k] __switch_to_asm
     0.44%     0.00%  swapper          [kernel.kallsyms]    [k] tick_nohz_restart_sched_tick
     0.44%     0.40%  swapper          [kernel.kallsyms]    [k] _raw_spin_lock
     0.41%     0.06%  swapper          [kernel.kallsyms]    [k] rebalance_domains
     0.41%     0.07%  swapper          [kernel.kallsyms]    [k] tick_nohz_idle_enter
     0.39%     0.04%  swapper          [kernel.kallsyms]    [k] __hrtimer_start_range_ns
     0.39%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] syscall_exit_to_user_mode
     0.38%     0.02%  mariadbd         [kernel.kallsyms]    [k] blk_mq_end_request
     0.37%     0.37%  kswapd0          [kernel.kallsyms]    [k] __default_send_IPI_dest_field
     0.35%     0.05%  kswapd0          [kernel.kallsyms]    [k] rmap_walk_anon
     0.35%     0.04%  swapper          [kernel.kallsyms]    [k] load_balance
     0.34%     0.04%  swapper          [kernel.kallsyms]    [k] sched_clock_cpu
     0.34%     0.01%  mariadbd         [kernel.kallsyms]    [k] blk_finish_plug
     0.34%     0.09%  swapper          [kernel.kallsyms]    [k] set_next_entity
     0.33%     0.00%  mariadbd         [kernel.kallsyms]    [k] blk_mq_flush_plug_list
     0.32%     0.02%  mariadbd         [kernel.kallsyms]    [k] blk_mq_try_issue_list_directly
     0.32%     0.00%  mariadbd         [kernel.kallsyms]    [k] blk_mq_sched_insert_requests
     0.31%     0.02%  mariadbd         [kernel.kallsyms]    [k] blk_update_request
     0.30%     0.00%  mariadbd         [kernel.kallsyms]    [k] wp_page_copy
     0.30%     0.14%  swapper          [kernel.kallsyms]    [k] get_next_timer_interrupt
     0.30%     0.01%  swapper          [kernel.kallsyms]    [k] try_to_wake_up
     0.30%     0.05%  swapper          [kernel.kallsyms]    [k] clockevents_program_event
     0.30%     0.02%  swapper          [kernel.kallsyms]    [k] quiet_vmstat
     0.29%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] obj_cgroup_charge
     0.29%     0.29%  swapper          [kernel.kallsyms]    [k] read_tsc
     0.29%     0.15%  swapper          [kernel.kallsyms]    [k] refresh_cpu_vm_stats
     0.28%     0.05%  tclsh8.6         [kernel.kallsyms]    [k] skb_release_data
     0.28%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] dequeue_task_fair
     0.28%     0.02%  swapper          [kernel.kallsyms]    [k] hrtimer_next_event_without
     0.28%     0.04%  mariadbd         [kernel.kallsyms]    [k] __blk_mq_try_issue_directly
     0.28%     0.13%  swapper          [kernel.kallsyms]    [k] need_update
     0.28%     0.27%  swapper          [kernel.kallsyms]    [k] native_sched_clock
     0.28%     0.02%  tclsh8.6         [kernel.kallsyms]    [k] skb_copy_datagram_iter
     0.28%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] unix_stream_read_actor
     0.28%     0.18%  swapper          [kernel.kallsyms]    [k] __hrtimer_next_event_base
     0.27%     0.00%  mariadbd         [kernel.kallsyms]    [k] syscall_exit_to_user_mode
     0.27%     0.05%  mariadbd         [kernel.kallsyms]    [k] __bio_iov_iter_get_pages
     0.27%     0.00%  mariadbd         [kernel.kallsyms]    [k] bio_iov_iter_get_pages
     0.27%     0.01%  swapper          [kernel.kallsyms]    [k] find_busiest_group
     0.27%     0.20%  mariadbd         [kernel.kallsyms]    [k] ext4_es_lookup_extent
     0.27%     0.00%  :2770            [kernel.kallsyms]    [k] do_syscall_64
     0.27%     0.00%  :2770            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.26%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] __skb_datagram_iter
     0.26%     0.02%  swapper          [kernel.kallsyms]    [k] asm_sysvec_call_function
     0.26%     0.03%  swapper          [kernel.kallsyms]    [k] update_sd_lb_stats.constprop.0
     0.26%     0.01%  mariadbd         [kernel.kallsyms]    [k] iomap_dio_submit_bio
     0.25%     0.01%  mariadbd         [kernel.kallsyms]    [k] blk_mq_submit_bio
     0.25%     0.00%  mariadbd         [kernel.kallsyms]    [k] __submit_bio_noacct_mq
     0.25%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] select_task_rq_fair
     0.25%     0.25%  swapper          [kernel.kallsyms]    [k] __switch_to
     0.25%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] dequeue_entity
     0.24%     0.00%  mariadbd         [kernel.kallsyms]    [k] __x64_sys_pread64
     0.24%     0.00%  mariadbd         [kernel.kallsyms]    [k] vfs_read
     0.24%     0.15%  tclsh8.6         [kernel.kallsyms]    [k] kfree
     0.24%     0.07%  swapper          [kernel.kallsyms]    [k] ttwu_do_wakeup
     0.24%     0.00%  mariadbd         [kernel.kallsyms]    [k] ext4_dio_read_iter
     0.24%     0.00%  mariadbd         [kernel.kallsyms]    [k] new_sync_read
     0.23%     0.02%  mariadbd         [kernel.kallsyms]    [k] pick_next_task_fair
     0.23%     0.09%  swapper          [kernel.kallsyms]    [k] __update_blocked_fair
     0.23%     0.00%  swapper          [kernel.kallsyms]    [k] sysvec_call_function
     0.23%     0.01%  kswapd0          [kernel.kallsyms]    [k] page_check_references.isra.0
     0.23%     0.16%  swapper          [kernel.kallsyms]    [k] x86_pmu_disable_all
     0.23%     0.23%  swapper          [kernel.kallsyms]    [k] __update_load_avg_cfs_rq
     0.23%     0.02%  swapper          [kernel.kallsyms]    [k] irq_enter_rcu
     0.23%     0.01%  mariadbd         [kernel.kallsyms]    [k] iomap_dio_bio_end_io
     0.23%     0.01%  swapper          [kernel.kallsyms]    [k] end_swap_bio_read
     0.23%     0.23%  swapper          [kernel.kallsyms]    [k] llist_reverse_order
     0.23%     0.04%  kswapd0          [kernel.kallsyms]    [k] page_referenced_one
     0.23%     0.00%  kswapd0          [kernel.kallsyms]    [k] page_referenced
     0.22%     0.06%  swapper          [kernel.kallsyms]    [k] amd_pmu_wait_on_overflow
     0.22%     0.06%  kswapd0          [kernel.kallsyms]    [k] nvme_process_cq
     0.22%     0.00%  kswapd0          [kernel.kallsyms]    [k] __common_interrupt
     0.22%     0.00%  kswapd0          [kernel.kallsyms]    [k] __handle_irq_event_percpu
     0.22%     0.00%  kswapd0          [kernel.kallsyms]    [k] asm_common_interrupt
     0.22%     0.00%  kswapd0          [kernel.kallsyms]    [k] common_interrupt
     0.22%     0.00%  kswapd0          [kernel.kallsyms]    [k] handle_edge_irq
     0.22%     0.00%  kswapd0          [kernel.kallsyms]    [k] handle_irq_event
     0.22%     0.00%  kswapd0          [kernel.kallsyms]    [k] nvme_irq
     0.22%     0.20%  mariadbd         [kernel.kallsyms]    [k] up_read
     0.22%     0.02%  swapper          [kernel.kallsyms]    [k] __remove_hrtimer
     0.22%     0.00%  :2745            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.22%     0.00%  :2745            [kernel.kallsyms]    [k] do_syscall_64
     0.21%     0.17%  swapper          [kernel.kallsyms]    [k] update_rq_clock_task
     0.21%     0.00%  kswapd0          [kernel.kallsyms]    [k] isolate_pages
     0.21%     0.00%  kswapd0          [kernel.kallsyms]    [k] scan_pages
     0.21%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] skb_release_head_state
     0.21%     0.21%  mariadbd         mariadbd             [.] crc32c_3way
     0.21%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] obj_cgroup_charge_pages
     0.21%     0.01%  :2834            [kernel.kallsyms]    [k] do_syscall_64
     0.21%     0.00%  :2834            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.21%     0.03%  swapper          [kernel.kallsyms]    [k] tick_irq_enter
     0.21%     0.05%  mariadbd         [kernel.kallsyms]    [k] select_task_rq_fair
     0.21%     0.04%  mariadbd         [kernel.kallsyms]    [k] exit_to_user_mode_prepare
     0.21%     0.00%  mariadbd         [kernel.kallsyms]    [k] __read_swap_cache_async
     0.21%     0.08%  tclsh8.6         [kernel.kallsyms]    [k] __check_object_size.part.0
     0.21%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] unix_destruct_scm
     0.20%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] try_charge_memcg
     0.20%     0.10%  swapper          [kernel.kallsyms]    [k] update_sg_lb_stats
     0.20%     0.00%  :2776            [kernel.kallsyms]    [k] do_syscall_64
     0.20%     0.00%  :2776            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.20%     0.06%  tclsh8.6         [kernel.kallsyms]    [k] enqueue_task_fair
     0.20%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] ttwu_do_activate
     0.20%     0.20%  swapper          [kernel.kallsyms]    [k] _raw_spin_lock_irqsave
     0.20%     0.03%  mariadbd         [kernel.kallsyms]    [k] dequeue_task_fair
     0.20%     0.05%  tclsh8.6         [kernel.kallsyms]    [k] syscall_exit_work
     0.20%     0.03%  tclsh8.6         [kernel.kallsyms]    [k] exit_to_user_mode_prepare
     0.19%     0.02%  :2712            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.19%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] pick_next_task_fair
     0.19%     0.06%  tclsh8.6         [kernel.kallsyms]    [k] sock_wfree
     0.19%     0.00%  :2924            [kernel.kallsyms]    [k] do_syscall_64
     0.19%     0.00%  :2924            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.19%     0.15%  tclsh8.6         [kernel.kallsyms]    [k] kmem_cache_free
     0.19%     0.00%  mariadbd         [kernel.kallsyms]    [k] nvme_queue_rq
     0.19%     0.00%  :2862            [kernel.kallsyms]    [k] do_syscall_64
     0.19%     0.00%  :2862            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.19%     0.11%  swapper          [kernel.kallsyms]    [k] irqtime_account_irq
     0.19%     0.00%  :2716            [kernel.kallsyms]    [k] do_syscall_64
     0.19%     0.00%  :2716            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.18%     0.18%  kswapd0          [kernel.kallsyms]    [k] __list_del_entry_valid
     0.18%     0.00%  :2890            [kernel.kallsyms]    [k] do_syscall_64
     0.18%     0.00%  :2890            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.18%     0.06%  swapper          [kernel.kallsyms]    [k] cpuidle_governor_latency_req
     0.17%     0.00%  :2600            [kernel.kallsyms]    [k] do_syscall_64
     0.17%     0.00%  :2600            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.17%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] select_idle_sibling
     0.17%     0.01%  :2766            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.17%     0.04%  tclsh8.6         [kernel.kallsyms]    [k] update_load_avg
     0.17%     0.00%  :2712            [kernel.kallsyms]    [k] do_syscall_64
     0.17%     0.00%  :2758            [kernel.kallsyms]    [k] do_syscall_64
     0.17%     0.00%  :2758            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.17%     0.00%  :2573            [kernel.kallsyms]    [k] do_syscall_64
     0.17%     0.00%  :2573            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.17%     0.00%  :2967            [kernel.kallsyms]    [k] do_syscall_64
     0.17%     0.00%  :2967            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.17%     0.00%  :2579            [kernel.kallsyms]    [k] do_syscall_64
     0.17%     0.00%  :2579            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.17%     0.08%  swapper          [kernel.kallsyms]    [k] check_preempt_curr
     0.17%     0.01%  tclsh8.6         [kernel.kallsyms]    [k] simple_copy_to_iter
     0.17%     0.00%  swapper          [kernel.kallsyms]    [k] __wake_up_common
     0.17%     0.16%  swapper          [kernel.kallsyms]    [k] ktime_get_update_offsets_now
     0.17%     0.14%  kswapd0          [kernel.kallsyms]    [k] native_flush_tlb_multi
     0.17%     0.11%  swapper          [kernel.kallsyms]    [k] asm_sysvec_reschedule_ipi
     0.17%     0.06%  mariadbd         [kernel.kallsyms]    [k] dequeue_entity
     0.17%     0.00%  mariadbd         [kernel.kallsyms]    [k] internal_get_user_pages_fast
     0.17%     0.00%  mariadbd         [kernel.kallsyms]    [k] iov_iter_get_pages
     0.17%     0.00%  :2460            [kernel.kallsyms]    [k] do_syscall_64
     0.17%     0.00%  :2460            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.17%     0.01%  kswapd0          [kernel.kallsyms]    [k] __remove_mapping
     0.16%     0.01%  swapper          [kernel.kallsyms]    [k] wake_page_function
     0.16%     0.00%  swapper          [kernel.kallsyms]    [k] wake_up_page_bit
     0.16%     0.02%  mariadbd         [kernel.kallsyms]    [k] futex_wait
     0.16%     0.00%  :2864            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2864            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.00%  :2904            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2904            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.00%  :2876            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2876            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.16%  swapper          [kernel.kallsyms]    [k] _find_next_bit
     0.16%     0.00%  :2581            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2581            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.00%  :2983            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2983            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.00%  :2766            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2678            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2678            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.00%  :3008            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :3008            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.00%  tclsh8.6         [kernel.kallsyms]    [k] asm_sysvec_apic_timer_interrupt
     0.16%     0.00%  :2599            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2599            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.01%  :2714            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2714            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.00%  :2686            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2686            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.07%  mariadbd         [kernel.kallsyms]    [k] syscall_exit_work
     0.16%     0.01%  swapper          [kernel.kallsyms]    [k] iomap_dio_bio_end_io
     0.16%     0.00%  :2531            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :2531            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
     0.16%     0.00%  :3897            [kernel.kallsyms]    [k] do_syscall_64
     0.16%     0.00%  :3897            [kernel.kallsyms]    [k] entry_SYSCALL_64_after_hwframe
