# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles'
# Event count (approx.): 3481936435016
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
     1.75%     0.04%  kswapd1          [kernel.kallsyms]  [k] shrink_page_list
     1.74%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_page_cache_ra
     1.68%     0.16%  Native-Transpor  [kernel.kallsyms]  [k] schedule
     1.66%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] invalidate_mapping_pagevec
     1.62%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait_queue_me
     1.59%     0.03%  cluster1-nio-wo  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.56%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_syscall_64
     1.53%     1.53%  swapper          [unknown]          [.] 0000000000000000
     1.51%     0.22%  Native-Transpor  [kernel.kallsyms]  [k] __schedule
     1.50%     0.03%  swapper          [kernel.kallsyms]  [k] schedule_idle
     1.42%     0.18%  swapper          [kernel.kallsyms]  [k] __schedule
     1.41%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __do_munmap
     1.41%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __vm_munmap
     1.41%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_munmap
     1.41%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_region
     1.40%     0.18%  NonPeriodicTask  [kernel.kallsyms]  [k] deactivate_file_page
     1.32%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_single_vma
     1.32%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_vmas
     1.27%     0.67%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_page_range
     1.21%     0.38%  NonPeriodicTask  [kernel.kallsyms]  [k] pagevec_lru_move_fn
     1.13%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk
     1.08%     0.10%  kswapd0          [kernel.kallsyms]  [k] rmap_walk_file
     0.99%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.99%     0.00%  perf             [kernel.kallsyms]  [k] do_syscall_64
     0.99%     0.00%  perf             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.95%     0.05%  epollEventLoopG  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.95%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_futex
     0.95%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_futex
     0.95%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] futex_wake
     0.91%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_syscall_64
     0.90%     0.00%  perf             [kernel.kallsyms]  [k] __x64_sys_sched_setaffinity
     0.90%     0.00%  perf             [kernel.kallsyms]  [k] sched_setaffinity
     0.89%     0.00%  perf             [kernel.kallsyms]  [k] __sched_setaffinity
     0.89%     0.00%  perf             [kernel.kallsyms]  [k] __set_cpus_allowed_ptr_locked
     0.88%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.87%     0.03%  cluster1-nio-wo  [kernel.kallsyms]  [k] try_to_wake_up
     0.87%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] wake_up_q
     0.83%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.78%     0.02%  kswapd0          [kernel.kallsyms]  [k] __remove_mapping
     0.75%     0.14%  kswapd1          [kernel.kallsyms]  [k] rmap_walk_file
     0.75%     0.00%  kswapd1          [kernel.kallsyms]  [k] rmap_walk
     0.73%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] try_to_wake_up
     0.70%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __x64_sys_writev
     0.70%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_iter_readv_writev
     0.70%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_iter_write
     0.70%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_writev
     0.70%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] vfs_writev
     0.67%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] inet_sendmsg
     0.67%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sock_sendmsg
     0.67%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sock_write_iter
     0.67%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_sendmsg
     0.67%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_sendmsg_locked
     0.67%     0.00%  kswapd0          [kernel.kallsyms]  [k] page_referenced
     0.67%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.67%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.67%     0.06%  swapper          [kernel.kallsyms]  [k] hrtimer_interrupt
     0.67%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] read_pages
     0.66%     0.00%  swapper          [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.64%     0.00%  kswapd1          [kernel.kallsyms]  [k] page_referenced
     0.63%     0.09%  kswapd0          [kernel.kallsyms]  [k] page_cache_delete
     0.63%     0.00%  kswapd0          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.62%     0.02%  perf             [kernel.kallsyms]  [k] affine_move_task
     0.62%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.59%     0.00%  swapper          [kernel.kallsyms]  [k] __common_interrupt
     0.59%     0.00%  swapper          [kernel.kallsyms]  [k] asm_common_interrupt
     0.59%     0.00%  swapper          [kernel.kallsyms]  [k] common_interrupt
     0.59%     0.00%  swapper          [kernel.kallsyms]  [k] handle_edge_irq
     0.59%     0.02%  swapper          [kernel.kallsyms]  [k] cpuidle_select
     0.58%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.57%     0.27%  swapper          [kernel.kallsyms]  [k] menu_select
     0.57%     0.49%  NonPeriodicTask  [kernel.kallsyms]  [k] release_pages
     0.57%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] ttwu_do_activate
     0.56%     0.06%  swapper          [kernel.kallsyms]  [k] nvme_irq
     0.56%     0.00%  swapper          [kernel.kallsyms]  [k] handle_irq_event
     0.54%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_sys_prctl
     0.54%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_prctl
     0.52%     0.06%  kswapd0          [kernel.kallsyms]  [k] page_referenced_one
     0.52%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] ext4_readahead
     0.52%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_task_fair
     0.52%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_task
     0.51%     0.07%  Native-Transpor  [kernel.kallsyms]  [k] perf_iterate_sb
     0.51%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __set_task_comm
     0.51%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] perf_event_comm
     0.50%     0.00%  swapper          [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.50%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.50%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_process_cq
     0.50%     0.00%  kswapd1          [kernel.kallsyms]  [k] page_referenced_one
     0.50%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.48%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] enqueue_task
     0.48%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_entity
     0.47%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.46%     0.38%  swapper          [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.46%     0.46%  kswapd0          [kernel.kallsyms]  [k] xas_create
     0.46%     0.00%  kswapd0          [kernel.kallsyms]  [k] xas_store
     0.46%     0.46%  kswapd0          [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.45%     0.01%  swapper          [kernel.kallsyms]  [k] pick_next_task_fair
     0.45%     0.05%  kswapd0          [kernel.kallsyms]  [k] try_to_unmap_one
     0.45%     0.00%  kswapd0          [kernel.kallsyms]  [k] try_to_unmap
     0.45%     0.03%  swapper          [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.45%     0.36%  Native-Transpor  [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.44%     0.07%  kswapd0          [kernel.kallsyms]  [k] free_unref_page_list
     0.44%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] perf_event_comm_output
     0.44%     0.19%  swapper          [kernel.kallsyms]  [k] set_next_entity
     0.44%     0.07%  Native-Transpor  [kernel.kallsyms]  [k] __common_interrupt
     0.44%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_common_interrupt
     0.44%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] common_interrupt
     0.43%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_wakeup
     0.43%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] wake_up_process
     0.43%     0.00%  swapper          [kernel.kallsyms]  [k] try_to_wake_up
     0.41%     0.03%  swapper          [kernel.kallsyms]  [k] ttwu_do_activate
     0.37%     0.37%  kswapd1          [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.36%     0.00%  perf             [kernel.kallsyms]  [k] __cond_resched
     0.36%     0.00%  perf             [kernel.kallsyms]  [k] __wait_for_common
     0.36%     0.00%  perf             [kernel.kallsyms]  [k] wait_for_completion
     0.36%     0.07%  kswapd1          [kernel.kallsyms]  [k] __remove_mapping
     0.35%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] filemap_map_pages
     0.35%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] alloc_pages
     0.35%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __page_cache_alloc
     0.35%     0.07%  kswapd0          [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.35%     0.11%  NonPeriodicTask  [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     0.35%     0.27%  kswapd1          [kernel.kallsyms]  [k] isolate_pages
     0.35%     0.00%  kswapd1          [kernel.kallsyms]  [k] arch_tlbbatch_flush
     0.35%     0.00%  kswapd1          [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.35%     0.00%  kswapd1          [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.35%     0.00%  kswapd1          [kernel.kallsyms]  [k] try_to_unmap_flush
     0.35%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] handle_edge_irq
     0.34%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] handle_irq_event
     0.33%     0.10%  perf             [kernel.kallsyms]  [k] __schedule
     0.32%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __alloc_pages
     0.32%     0.16%  cluster1-nio-wo  [kernel.kallsyms]  [k] enqueue_task_fair
     0.32%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_writev
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_iter_readv_writev
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_iter_write
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_writev
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] sock_sendmsg
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] sock_write_iter
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] vfs_writev
     0.31%     0.13%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_from_idle
     0.31%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] __pagevec_lru_add
     0.31%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] lru_cache_add
     0.31%     0.06%  swapper          [kernel.kallsyms]  [k] enqueue_task_fair
     0.31%     0.06%  swapper          [kernel.kallsyms]  [k] nvme_complete_rq
     0.30%     0.04%  swapper          [kernel.kallsyms]  [k] tick_nohz_get_sleep_length
     0.30%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] get_page_from_freelist
     0.30%     0.00%  swapper          [kernel.kallsyms]  [k] enqueue_task
     0.30%     0.03%  swapper          [kernel.kallsyms]  [k] hrtimer_wakeup
     0.29%     0.20%  Native-Transpor  [kernel.kallsyms]  [k] finish_task_switch.isra.0
     0.29%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ondemand_readahead
     0.29%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] page_cache_async_ra
     0.29%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] nvme_process_cq
     0.29%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.29%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] nvme_irq
     0.29%     0.04%  NonPeriodicTask  [kernel.kallsyms]  [k] page_remove_rmap
     0.28%     0.03%  cluster1-nio-wo  [kernel.kallsyms]  [k] tcp_sendmsg_locked
     0.28%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] inet6_sendmsg
     0.28%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] tcp_sendmsg
     0.28%     0.28%  kswapd0          [kernel.kallsyms]  [k] __free_one_page
     0.28%     0.00%  kswapd0          [kernel.kallsyms]  [k] free_pcppages_bulk
     0.27%     0.22%  Native-Transpor  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.27%     0.00%  swapper          [kernel.kallsyms]  [k] wake_up_process
     0.26%     0.19%  NonPeriodicTask  [kernel.kallsyms]  [k] xas_find
     0.26%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_read
     0.26%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] ksys_read
     0.26%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] new_sync_read
     0.26%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] sock_read_iter
     0.26%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] vfs_read
     0.26%     0.00%  perf             [kernel.kallsyms]  [k] __do_set_cpus_allowed
     0.26%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] skb_do_copy_data_nocache
     0.26%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.26%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.26%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] sysvec_call_function
     0.26%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.26%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_push
     0.25%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] io_schedule
     0.25%     0.25%  Native-Transpor  [kernel.kallsyms]  [k] clear_page_erms
     0.25%     0.00%  swapper          [kernel.kallsyms]  [k] blk_mq_end_request
     0.24%     0.18%  swapper          [kernel.kallsyms]  [k] update_load_avg
     0.24%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.24%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_sleeper_start_expires
     0.24%     0.02%  NonPeriodicTask  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.24%     0.06%  swapper          [kernel.kallsyms]  [k] enqueue_entity
     0.23%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] inet6_recvmsg
     0.23%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] sock_recvmsg
     0.23%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] tcp_recvmsg
     0.23%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] tcp_recvmsg_locked
     0.23%     0.00%  perf             [kernel.kallsyms]  [k] stop_one_cpu_nowait
     0.23%     0.04%  NonPeriodicTask  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.23%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.23%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] __x64_sys_write
     0.23%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] do_syscall_64
     0.23%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.23%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     0.23%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ext4_file_write_iter
     0.23%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ksys_write
     0.23%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] new_sync_write
     0.23%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] vfs_write
     0.23%     0.23%  epollEventLoopG  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.23%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.23%     0.23%  Native-Transpor  [kernel.kallsyms]  [k] next_uptodate_page
     0.23%     0.00%  kswapd1          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.22%     0.04%  swapper          [kernel.kallsyms]  [k] __read_end_io
     0.22%     0.00%  swapper          [kernel.kallsyms]  [k] bio_endio
     0.22%     0.00%  swapper          [kernel.kallsyms]  [k] blk_update_request
     0.22%     0.00%  swapper          [kernel.kallsyms]  [k] mpage_end_io
     0.22%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_write_xmit
     0.22%     0.22%  NonPeriodicTask  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.22%     0.22%  swapper          [kernel.kallsyms]  [k] psi_group_change
     0.22%     0.13%  kswapd1          [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.22%     0.22%  swapper          [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.21%     0.04%  kswapd0          [kernel.kallsyms]  [k] page_remove_rmap
     0.21%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] blk_update_request
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] blk_mq_end_request
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] nvme_complete_rq
     0.21%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] generic_perform_write
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ext4_map_blocks
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __sysvec_call_function
     0.21%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.21%     0.00%  perf             [kernel.kallsyms]  [k] put_prev_task_fair
     0.20%     0.00%  swapper          [kernel.kallsyms]  [k] psi_task_switch
     0.20%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] __perf_event_header__init_id
     0.20%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_unmap_data.part.0
     0.19%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] pick_next_task_fair
     0.19%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_cancel
     0.19%     0.13%  NonPeriodicTask  [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.19%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.19%     0.03%  swapper          [kernel.kallsyms]  [k] tick_nohz_idle_stop_tick
     0.19%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __tcp_transmit_skb
     0.19%     0.00%  swapper          [kernel.kallsyms]  [k] unlock_page
     0.19%     0.00%  swapper          [kernel.kallsyms]  [k] wake_up_page_bit
     0.19%     0.03%  cluster1-nio-wo  [kernel.kallsyms]  [k] psi_task_change
     0.18%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] wake_up_q
     0.18%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] switch_fpu_return
     0.18%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.18%     0.00%  kswapd0          [kernel.kallsyms]  [k] do_shrink_slab
     0.18%     0.00%  kswapd0          [kernel.kallsyms]  [k] shrink_slab
     0.18%     0.17%  Native-Transpor  [kernel.kallsyms]  [k] xas_load
     0.18%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] futex_wake
     0.18%     0.04%  kswapd0          [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.18%     0.00%  kswapd0          [kernel.kallsyms]  [k] arch_tlbbatch_flush
     0.18%     0.00%  kswapd0          [kernel.kallsyms]  [k] try_to_unmap_flush
     0.18%     0.03%  perf             [kernel.kallsyms]  [k] put_prev_entity
     0.17%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.17%     0.02%  perf             [kernel.kallsyms]  [k] try_to_wake_up
     0.17%     0.17%  Native-Transpor  [kernel.kallsyms]  [k] available_idle_cpu
     0.17%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] nvme_queue_rq
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] blk_finish_plug
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] blk_flush_plug_list
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.17%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] flush_tlb_batched_pending
     0.17%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.17%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.17%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.17%     0.05%  kswapd1          [kernel.kallsyms]  [k] free_pcppages_bulk
     0.17%     0.00%  kswapd1          [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.17%     0.00%  kswapd1          [kernel.kallsyms]  [k] free_unref_page_list
     0.17%     0.17%  kswapd0          [kernel.kallsyms]  [k] lru_gen_look_around
     0.16%     0.00%  swapper          [kernel.kallsyms]  [k] quiet_vmstat
     0.16%     0.06%  NonPeriodicTask  [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.16%     0.08%  kswapd0          [kernel.kallsyms]  [k] move_pages_to_lru
     0.16%     0.14%  Native-Transpor  [kernel.kallsyms]  [k] __task_pid_nr_ns
     0.16%     0.07%  kswapd1          [kernel.kallsyms]  [k] move_pages_to_lru
     0.16%     0.07%  cluster1-nio-wo  [kernel.kallsyms]  [k] enqueue_entity
     0.16%     0.15%  cluster1-nio-wo  [kernel.kallsyms]  [k] psi_group_change
     0.16%     0.16%  Native-Transpor  [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.16%     0.00%  swapper          [kernel.kallsyms]  [k] __wake_up_common
     0.16%     0.00%  swapper          [kernel.kallsyms]  [k] __wake_up_locked_key_bookmark
