# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 26930884938209
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     6.77%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] do_readv
     6.65%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] vfs_readv
     6.51%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] do_iter_read
     6.36%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_charge
     6.26%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] sock_read_iter
     6.15%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_recvmsg
     6.11%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_read_generic
     5.44%     0.04%  memcached        [kernel.kallsyms]      [k] skb_copy_datagram_from_iter
     5.25%     0.11%  memcached        [kernel.kallsyms]      [k] _copy_from_iter
     5.23%     0.10%  memcached        [kernel.kallsyms]      [k] __x64_sys_epoll_wait
     5.23%     2.01%  memcached        [kernel.kallsyms]      [k] copy_user_generic_string
     5.22%     0.02%  memcached        [kernel.kallsyms]      [k] sock_alloc_send_pskb
     5.13%     0.07%  memcached        [kernel.kallsyms]      [k] do_epoll_wait
     5.13%     0.04%  memcached        [kernel.kallsyms]      [k] alloc_skb_with_frags
     5.08%     0.09%  memcached        [kernel.kallsyms]      [k] __alloc_skb
     4.87%     0.20%  memcached        [kernel.kallsyms]      [k] ep_poll
     4.72%     0.05%  memcached        [kernel.kallsyms]      [k] ksys_read
     4.62%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_epoll_wait
     4.61%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] consume_skb
     4.52%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_wait
     4.48%     0.13%  memcached        [kernel.kallsyms]      [k] vfs_read
     4.45%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     4.41%     0.77%  memtier_benchma  [kernel.kallsyms]      [k] try_charge_memcg
     4.32%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll
     4.29%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_data
     4.23%     0.50%  memtier_benchma  [kernel.kallsyms]      [k] kfree
     4.22%     0.10%  memcached        [kernel.kallsyms]      [k] new_sync_read
     4.16%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] refill_stock
     4.14%     0.15%  memcached        [kernel.kallsyms]      [k] __wake_up_common_lock
     4.12%     0.10%  memcached        [kernel.kallsyms]      [k] sock_read_iter
     4.06%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] drain_stock
     4.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_uncharge
     4.01%     0.08%  memcached        [kernel.kallsyms]      [k] sock_def_readable
     3.97%     0.04%  memcached        [kernel.kallsyms]      [k] unix_stream_recvmsg
     3.92%     0.15%  memcached        [kernel.kallsyms]      [k] unix_stream_read_generic
     3.90%     0.02%  memcached        [kernel.kallsyms]      [k] zram_rw_page
     3.84%     0.18%  memcached        [kernel.kallsyms]      [k] __wake_up_common
     3.82%     0.12%  memcached        [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     3.76%     0.53%  memcached        [kernel.kallsyms]      [k] ep_poll_callback
     3.67%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common_lock
     3.59%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] sock_def_readable
     3.52%     0.10%  memcached        [kernel.kallsyms]      [k] schedule
     3.46%     0.18%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common
     3.46%     0.06%  memcached        [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     3.44%     3.43%  memtier_benchma  [kernel.kallsyms]      [k] propagate_protected_usage
     3.41%     0.67%  memcached        [kernel.kallsyms]      [k] __schedule
     3.40%     0.22%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll_callback
     3.27%     0.04%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge
     3.23%     0.41%  memcached        [kernel.kallsyms]      [k] kmem_cache_alloc_node
     3.02%     1.08%  memcached        [kernel.kallsyms]      [k] refill_obj_stock
     2.92%     1.01%  memtier_benchma  [kernel.kallsyms]      [k] refill_obj_stock
     2.91%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     2.89%     0.06%  memcached        [kernel.kallsyms]      [k] autoremove_wake_function
     2.87%     0.09%  swapper          [kernel.kallsyms]      [k] schedule_idle
     2.85%     0.12%  memcached        [kernel.kallsyms]      [k] try_to_wake_up
     2.83%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] autoremove_wake_function
     2.78%     0.33%  swapper          [kernel.kallsyms]      [k] __schedule
     2.77%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     2.76%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] try_to_wake_up
     2.72%     0.02%  memcached        [kernel.kallsyms]      [k] consume_skb
     2.72%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] schedule
     2.64%     0.47%  memtier_benchma  [kernel.kallsyms]      [k] __schedule
     2.49%     0.02%  memcached        [kernel.kallsyms]      [k] swap_readpage
     2.43%     0.00%  memcached        [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     2.43%     1.10%  memcached        [kernel.kallsyms]      [k] smp_call_function_many_cond
     2.39%     0.03%  memcached        [kernel.kallsyms]      [k] bdev_read_page
     2.37%     0.06%  memcached        [kernel.kallsyms]      [k] skb_release_data
     2.26%     0.37%  memcached        [kernel.kallsyms]      [k] kfree
     2.26%     0.83%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_try_charge
     2.24%     0.07%  memcached        [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     2.13%     0.35%  swapper          [kernel.kallsyms]      [k] menu_select
     2.13%     2.08%  memcached        [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath.part.0
     1.99%     1.99%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_cancel
     1.98%     0.01%  memcached        [kernel.kallsyms]      [k] arch_tlbbatch_flush
     1.97%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     1.92%     0.01%  memcached        [kernel.kallsyms]      [k] zcomp_decompress
     1.92%     1.18%  memcached        [kernel.kallsyms]      [k] drain_obj_stock
     1.91%     0.01%  memcached        [kernel.kallsyms]      [k] lzorle_decompress
     1.90%     1.80%  memcached        [kernel.kallsyms]      [k] lzo1x_decompress_safe
     1.90%     1.55%  memtier_benchma  [kernel.kallsyms]      [k] drain_obj_stock
     1.81%     0.02%  memcached        [kernel.kallsyms]      [k] pageout
     1.72%     0.42%  memcached        [kernel.kallsyms]      [k] asm_sysvec_call_function
     1.68%     0.00%  memcached        [kernel.kallsyms]      [k] add_to_swap
     1.67%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_writepage
     1.66%     0.01%  memcached        [kernel.kallsyms]      [k] kmalloc_reserve
     1.64%     0.49%  memcached        [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     1.62%     0.01%  memcached        [kernel.kallsyms]      [k] bdev_write_page
     1.59%     0.10%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     1.56%     0.40%  memcached        [kernel.kallsyms]      [k] try_charge_memcg
     1.53%     0.09%  memcached        [kernel.kallsyms]      [k] get_swap_page
     1.45%     0.15%  memcached        [kernel.kallsyms]      [k] __zram_bvec_write.constprop.0.isra.0
     1.39%     0.17%  memcached        [kernel.kallsyms]      [k] rmap_walk_anon
     1.39%     0.33%  memtier_benchma  [kernel.kallsyms]      [k] ep_send_events
     1.33%     0.02%  memcached        [kernel.kallsyms]      [k] page_counter_uncharge
     1.30%     0.06%  memcached        [kernel.kallsyms]      [k] refill_stock
     1.29%     0.02%  memcached        [kernel.kallsyms]      [k] sysvec_call_function
     1.25%     0.38%  memcached        [kernel.kallsyms]      [k] flush_smp_call_function_queue
     1.20%     0.01%  memcached        [kernel.kallsyms]      [k] drain_stock
     1.17%     0.21%  memcached        [kernel.kallsyms]      [k] ep_send_events
     1.17%     0.01%  memcached        [kernel.kallsyms]      [k] __sysvec_call_function
     1.14%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_activate
     1.14%     0.52%  memcached        [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     1.14%     0.03%  memcached        [kernel.kallsyms]      [k] ttwu_do_activate
     1.13%     0.75%  memcached        [kernel.kallsyms]      [k] finish_task_switch.isra.0
     1.13%     0.06%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock_irq
     1.11%     0.01%  memcached        [kernel.kallsyms]      [k] wp_page_copy
     1.11%     0.35%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task_fair
     1.10%     0.34%  memcached        [kernel.kallsyms]      [k] enqueue_task_fair
     1.07%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     1.00%     0.65%  memtier_benchma  [kernel.kallsyms]      [k] finish_task_switch.isra.0
     1.00%     0.13%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_sleep_length
     0.99%     0.37%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.94%     0.01%  memcached        [kernel.kallsyms]      [k] page_referenced
     0.92%     0.43%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock
     0.92%     0.92%  memcached        libpthread-2.28.so     [.] __pthread_mutex_lock
     0.88%     0.07%  memcached        [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.88%     0.05%  memcached        [kernel.kallsyms]      [k] mem_cgroup_try_charge_swap
     0.88%     0.01%  memcached        [kernel.kallsyms]      [k] lzorle_compress
     0.87%     0.87%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_mm_free_
     0.87%     0.02%  memcached        [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.85%     0.01%  memcached        [kernel.kallsyms]      [k] shrink_active_list
     0.80%     0.02%  memcached        [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.80%     0.00%  memcached        [kernel.kallsyms]      [k] ptep_clear_flush
     0.76%     0.01%  memcached        [kernel.kallsyms]      [k] __swap_entry_free
     0.76%     0.07%  swapper          [kernel.kallsyms]      [k] pick_next_task_fair
     0.76%     0.29%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_entity
     0.76%     0.32%  memcached        [kernel.kallsyms]      [k] enqueue_entity
     0.75%     0.28%  memtier_benchma  [kernel.kallsyms]      [k] kmem_cache_free
     0.73%     0.72%  memcached        [kernel.kallsyms]      [k] page_counter_cancel
     0.73%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_epoll_ctl
     0.73%     0.60%  swapper          [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.73%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_work
     0.72%     0.01%  memcached        [kernel.kallsyms]      [k] free_swap_slot
     0.71%     0.01%  memcached        [kernel.kallsyms]      [k] swapcache_free_entries
     0.71%     0.59%  memcached        [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.68%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] kmalloc_reserve
     0.68%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_task_fair
     0.67%     0.67%  memcached        [kernel.kallsyms]      [k] propagate_protected_usage
     0.67%     0.09%  memcached        [kernel.kallsyms]      [k] dequeue_task_fair
     0.67%     0.01%  memcached        [kernel.kallsyms]      [k] page_check_references.isra.0
     0.67%     0.35%  memtier_benchma  [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     0.65%     0.65%  memcached        [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     0.63%     0.00%  memcached        [kernel.kallsyms]      [k] cgroup_file_notify
     0.62%     0.02%  memcached        [kernel.kallsyms]      [k] default_send_IPI_mask_sequence_phys
     0.61%     0.61%  memcached        memcached              [.] 0x000000000001d9bd
     0.61%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kcompactd
     0.61%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kthread
     0.61%     0.00%  kcompactd0       [kernel.kallsyms]      [k] ret_from_fork
     0.61%     0.00%  kcompactd0       [kernel.kallsyms]      [k] compact_zone
     0.61%     0.00%  kcompactd0       [kernel.kallsyms]      [k] proactive_compact_node
     0.60%     0.44%  memcached        [kernel.kallsyms]      [k] kmem_cache_free
     0.60%     0.46%  memcached        [kernel.kallsyms]      [k] flush_tlb_func
     0.60%     0.60%  memtier_benchma  [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.60%     0.00%  kcompactd0       [kernel.kallsyms]      [k] migrate_pages
     0.60%     0.00%  kcompactd0       [kernel.kallsyms]      [k] unmap_and_move
     0.59%     0.33%  memtier_benchma  [kernel.kallsyms]      [k] __audit_syscall_exit
     0.59%     0.36%  swapper          [kernel.kallsyms]      [k] __switch_to
     0.58%     0.57%  memtier_benchma  [kernel.kallsyms]      [k] copy_user_generic_string
     0.58%     0.11%  memcached        [kernel.kallsyms]      [k] syscall_exit_work
     0.57%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_entity
     0.57%     0.07%  memcached        [kernel.kallsyms]      [k] dequeue_entity
     0.57%     0.16%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_ctl
     0.56%     0.10%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_enter
     0.56%     0.01%  kcompactd0       [kernel.kallsyms]      [k] __unmap_and_move
     0.55%     0.01%  memcached        [kernel.kallsyms]      [k] get_swap_pages
     0.54%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_unmap
     0.53%     0.23%  memcached        [kernel.kallsyms]      [k] select_task_rq_fair
     0.53%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_ioctl
     0.53%     0.41%  memcached        [kernel.kallsyms]      [k] page_counter_try_charge
     0.52%     0.46%  memcached        [kernel.kallsyms]      [k] scan_swap_map_slots
     0.51%     0.00%  swapper          [kernel.kallsyms]      [k] start_kernel
     0.51%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_read_actor
     0.51%     0.25%  memcached        [kernel.kallsyms]      [k] __switch_to
     0.50%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.50%     0.09%  swapper          [kernel.kallsyms]      [k] tick_nohz_next_event
     0.49%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.49%     0.20%  memtier_benchma  [kernel.kallsyms]      [k] select_task_rq_fair
     0.48%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __skb_datagram_iter
     0.48%     0.18%  swapper          [kernel.kallsyms]      [k] set_next_entity
     0.47%     0.01%  swapper          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.47%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.47%     0.07%  memcached        [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.46%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.46%     0.26%  memcached        [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.46%     0.27%  memcached        [kernel.kallsyms]      [k] __audit_syscall_exit
     0.44%     0.04%  memcached        [kernel.kallsyms]      [k] page_referenced_one
     0.43%     0.10%  memcached        [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.43%     0.19%  swapper          [kernel.kallsyms]      [k] ktime_get
     0.42%     0.02%  kcompactd0       [kernel.kallsyms]      [k] rmap_walk_anon
     0.42%     0.20%  memtier_benchma  [kernel.kallsyms]      [k] update_load_avg
     0.42%     0.00%  kswapd0          [kernel.kallsyms]      [k] kswapd
     0.42%     0.00%  kswapd0          [kernel.kallsyms]      [k] kthread
     0.42%     0.00%  kswapd0          [kernel.kallsyms]      [k] ret_from_fork
     0.42%     0.00%  kswapd0          [kernel.kallsyms]      [k] balance_pgdat
     0.41%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_node
     0.41%     0.20%  memtier_benchma  [kernel.kallsyms]      [k] sock_poll
     0.41%     0.01%  kswapd0          [kernel.kallsyms]      [k] shrink_node_memcgs
     0.41%     0.00%  kcompactd0       [kernel.kallsyms]      [k] try_to_migrate
     0.40%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] __fget_light
     0.40%     0.20%  memcached        [kernel.kallsyms]      [k] update_load_avg
     0.39%     0.28%  memtier_benchma  [kernel.kallsyms]      [k] mod_objcg_state
     0.39%     0.06%  memcached        [kernel.kallsyms]      [k] check_preempt_curr
     0.39%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] check_preempt_curr
     0.38%     0.01%  kcompactd0       [kernel.kallsyms]      [k] try_to_migrate_one
     0.38%     0.08%  memcached        [kernel.kallsyms]      [k] workingset_refault
     0.36%     0.36%  memcached        [kernel.kallsyms]      [k] llist_reverse_order
     0.36%     0.16%  memcached        [kernel.kallsyms]      [k] try_to_unmap_one
     0.36%     0.01%  memcached        [kernel.kallsyms]      [k] do_shrink_slab
     0.35%     0.00%  kcompactd0       [kernel.kallsyms]      [k] ptep_clear_flush
     0.35%     0.01%  kcompactd0       [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.35%     0.06%  swapper          [kernel.kallsyms]      [k] asm_sysvec_call_function
     0.34%     0.01%  memcached        [kernel.kallsyms]      [k] skb_release_head_state
     0.34%     0.05%  swapper          [kernel.kallsyms]      [k] hrtimer_next_event_without
     0.34%     0.29%  memcached        [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.34%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_from_iter
     0.34%     0.34%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_mm_malloc_
     0.33%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.33%     0.17%  memcached        [kernel.kallsyms]      [k] sock_poll
     0.33%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.33%     0.30%  memcached        [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.33%     0.02%  memcached        [kernel.kallsyms]      [k] unix_destruct_scm
     0.33%     0.33%  memtier_benchma  [kernel.kallsyms]      [k] __entry_text_start
     0.33%     0.19%  memcached        [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.32%     0.28%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.32%     0.01%  memcached        [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.32%     0.21%  kcompactd0       [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.32%     0.00%  kcompactd0       [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.32%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] __check_object_size.part.0
     0.32%     0.03%  memcached        [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.32%     0.12%  swapper          [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.32%     0.02%  memcached        [kernel.kallsyms]      [k] shrink_slab_memcg
     0.32%     0.02%  swapper          [kernel.kallsyms]      [k] sched_clock_cpu
     0.31%     0.26%  memcached        [kernel.kallsyms]      [k] llist_add_batch
     0.31%     0.30%  memtier_benchma  [kernel.kallsyms]      [k] __fget_files
     0.31%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] do_vfs_ioctl
     0.31%     0.05%  memcached        [kernel.kallsyms]      [k] lru_note_cost
     0.31%     0.02%  memcached        [kernel.kallsyms]      [k] unix_stream_read_actor
     0.31%     0.14%  memcached        [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.31%     0.00%  memcached        [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.31%     0.24%  memcached        [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.31%     0.30%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.30%     0.08%  memcached        [kernel.kallsyms]      [k] __fget_light
     0.30%     0.10%  memcached        [kernel.kallsyms]      [k] __check_object_size.part.0
     0.30%     0.05%  memcached        [kernel.kallsyms]      [k] sock_wfree
     0.30%     0.20%  swapper          [kernel.kallsyms]      [k] poll_idle
     0.30%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_head_state
     0.29%     0.29%  swapper          [kernel.kallsyms]      [k] native_sched_clock
     0.29%     0.01%  memcached        [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.29%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] sock_ioctl
     0.29%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_call_function
     0.28%     0.28%  swapper          [kernel.kallsyms]      [k] get_typical_interval
     0.28%     0.00%  swapper          [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.28%     0.00%  kswapd0          [kernel.kallsyms]      [k] do_shrink_slab
     0.28%     0.00%  swapper          [kernel.kallsyms]      [k] __run_hrtimer
     0.28%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] unix_destruct_scm
     0.28%     0.01%  memcached        [kernel.kallsyms]      [k] zs_malloc
     0.28%     0.02%  memcached        [kernel.kallsyms]      [k] __skb_datagram_iter
     0.28%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] _copy_to_iter
     0.28%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_timer
     0.27%     0.11%  swapper          [kernel.kallsyms]      [k] update_load_avg
     0.27%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] update_curr
     0.27%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.27%     0.13%  memcached        [kernel.kallsyms]      [k] mod_objcg_state
     0.27%     0.27%  memcached        memcached              [.] 0x000000000001d9ad
     0.27%     0.00%  memcached        [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.26%     0.00%  memcached        [kernel.kallsyms]      [k] hrtimer_interrupt
     0.26%     0.26%  memcached        [kernel.kallsyms]      [k] __switch_to_xtra
     0.26%     0.15%  memcached        [kernel.kallsyms]      [k] update_curr
     0.26%     0.25%  memcached        [kernel.kallsyms]      [k] __slab_free
     0.26%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] sock_wfree
     0.26%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.25%     0.21%  memcached        [kernel.kallsyms]      [k] zs_map_object
     0.25%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_handle
     0.25%     0.01%  swapper          [kernel.kallsyms]      [k] update_process_times
     0.25%     0.01%  memcached        [kernel.kallsyms]      [k] __remove_mapping
     0.24%     0.24%  memtier_benchma  libevent-2.1.so.6.0.2  [.] evbuffer_drain
     0.24%     0.02%  memcached        [kernel.kallsyms]      [k] swap_range_free
     0.24%     0.00%  memcached        [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.24%     0.24%  memcached        [kernel.kallsyms]      [k] __list_del_entry_valid
     0.24%     0.24%  memcached        libevent-2.1.so.6.0.2  [.] event_base_loop
     0.24%     0.00%  memcached        [kernel.kallsyms]      [k] __run_hrtimer
     0.24%     0.03%  memcached        [kernel.kallsyms]      [k] unix_write_space
     0.24%     0.24%  swapper          [kernel.kallsyms]      [k] read_tsc
     0.24%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] sock_do_ioctl
     0.24%     0.16%  memcached        [kernel.kallsyms]      [k] count_shadow_nodes
     0.24%     0.11%  swapper          [kernel.kallsyms]      [k] _raw_spin_lock
     0.24%     0.00%  memcached        [kernel.kallsyms]      [k] tick_sched_timer
     0.23%     0.05%  swapper          [kernel.kallsyms]      [k] get_next_timer_interrupt
