# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 6K of event 'cycles'
# Event count (approx.): 7165284004501
#
# Children      Self  Command          Shared Object      Symbol                                        
# ........  ........  ...............  .................  ..............................................
#
     1.70%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     1.70%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     1.70%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     1.70%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     1.63%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_page_cache_ra
     1.61%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] futex_wait_queue_me
     1.57%     0.03%  cluster1-nio-wo  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.54%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_syscall_64
     1.50%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] schedule
     1.43%     0.19%  Native-Transpor  [kernel.kallsyms]  [k] __schedule
     1.32%     0.03%  swapper          [kernel.kallsyms]  [k] schedule_idle
     1.25%     0.10%  swapper          [kernel.kallsyms]  [k] __schedule
     1.17%     0.24%  NonPeriodicTask  [kernel.kallsyms]  [k] deactivate_file_page
     1.05%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_futex
     1.04%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] do_syscall_64
     1.04%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.04%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] do_futex
     1.01%     0.05%  cluster1-nio-wo  [kernel.kallsyms]  [k] futex_wake
     0.99%     0.99%  swapper          [unknown]          [.] 0000000000000000
     0.96%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.93%     0.40%  NonPeriodicTask  [kernel.kallsyms]  [k] pagevec_lru_move_fn
     0.90%     0.03%  cluster1-nio-wo  [kernel.kallsyms]  [k] wake_up_q
     0.89%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.89%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] do_writev
     0.88%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __x64_sys_writev
     0.88%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] vfs_writev
     0.85%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk
     0.85%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_iter_write
     0.85%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sock_write_iter
     0.84%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sock_sendmsg
     0.84%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] do_iter_readv_writev
     0.84%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] inet_sendmsg
     0.84%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_sendmsg
     0.84%     0.10%  cluster1-nio-wo  [kernel.kallsyms]  [k] try_to_wake_up
     0.76%     0.00%  kswapd0          [kernel.kallsyms]  [k] rmap_walk_file
     0.76%     0.01%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_sendmsg_locked
     0.76%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] add_to_page_cache_lru
     0.70%     0.02%  swapper          [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.70%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_task_fair
     0.70%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_task
     0.68%     0.02%  swapper          [kernel.kallsyms]  [k] cpuidle_select
     0.67%     0.00%  swapper          [kernel.kallsyms]  [k] hrtimer_interrupt
     0.66%     0.29%  swapper          [kernel.kallsyms]  [k] menu_select
     0.66%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] __alloc_pages
     0.63%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] alloc_pages
     0.63%     0.00%  kswapd0          [kernel.kallsyms]  [k] page_referenced
     0.63%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __do_munmap
     0.63%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __vm_munmap
     0.63%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __x64_sys_munmap
     0.63%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_region
     0.61%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __page_cache_alloc
     0.60%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] read_pages
     0.60%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_single_vma
     0.60%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_vmas
     0.59%     0.25%  NonPeriodicTask  [kernel.kallsyms]  [k] unmap_page_range
     0.58%     0.10%  Native-Transpor  [kernel.kallsyms]  [k] get_page_from_freelist
     0.57%     0.02%  swapper          [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.56%     0.08%  Native-Transpor  [kernel.kallsyms]  [k] dequeue_entity
     0.55%     0.42%  Native-Transpor  [kernel.kallsyms]  [k] __add_to_page_cache_locked
     0.54%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] ttwu_do_activate
     0.54%     0.03%  kswapd0          [kernel.kallsyms]  [k] page_referenced_one
     0.52%     0.00%  kswapd1          [kernel.kallsyms]  [k] try_to_unmap
     0.51%     0.01%  kswapd1          [kernel.kallsyms]  [k] __remove_mapping
     0.50%     0.00%  perf             [kernel.kallsyms]  [k] do_syscall_64
     0.50%     0.00%  perf             [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.50%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.49%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] enqueue_task
     0.49%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] try_to_wake_up
     0.49%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.49%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ext4_readahead
     0.46%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.46%     0.03%  swapper          [kernel.kallsyms]  [k] try_to_wake_up
     0.46%     0.39%  NonPeriodicTask  [kernel.kallsyms]  [k] release_pages
     0.45%     0.05%  swapper          [kernel.kallsyms]  [k] ttwu_do_activate
     0.45%     0.01%  swapper          [kernel.kallsyms]  [k] wake_up_process
     0.45%     0.00%  swapper          [kernel.kallsyms]  [k] hrtimer_wakeup
     0.45%     0.00%  perf             [kernel.kallsyms]  [k] __x64_sys_sched_setaffinity
     0.45%     0.00%  perf             [kernel.kallsyms]  [k] sched_setaffinity
     0.44%     0.01%  perf             [kernel.kallsyms]  [k] __sched_setaffinity
     0.44%     0.27%  kswapd1          [kernel.kallsyms]  [k] try_to_unmap_one
     0.42%     0.00%  perf             [kernel.kallsyms]  [k] __set_cpus_allowed_ptr_locked
     0.41%     0.03%  kswapd1          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.41%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.41%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.40%     0.00%  kswapd1          [kernel.kallsyms]  [k] arch_tlbbatch_flush
     0.40%     0.00%  kswapd1          [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.39%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] page_cache_async_ra
     0.38%     0.00%  kswapd1          [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.38%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ondemand_readahead
     0.38%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.38%     0.01%  CompactionExecu  [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     0.38%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] __x64_sys_prctl
     0.38%     0.00%  kswapd1          [kernel.kallsyms]  [k] page_cache_delete
     0.37%     0.28%  kswapd1          [kernel.kallsyms]  [k] isolate_pages
     0.37%     0.34%  kswapd0          [kernel.kallsyms]  [k] isolate_pages
     0.37%     0.33%  Native-Transpor  [kernel.kallsyms]  [k] clear_page_erms
     0.37%     0.00%  swapper          [kernel.kallsyms]  [k] asm_common_interrupt
     0.37%     0.00%  swapper          [kernel.kallsyms]  [k] common_interrupt
     0.37%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] do_syscall_64
     0.36%     0.01%  CompactionExecu  [kernel.kallsyms]  [k] vfs_write
     0.36%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] __x64_sys_write
     0.36%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ksys_write
     0.36%     0.01%  swapper          [kernel.kallsyms]  [k] enqueue_task
     0.36%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] wake_up_process
     0.36%     0.01%  swapper          [kernel.kallsyms]  [k] __common_interrupt
     0.35%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __do_sys_prctl
     0.35%     0.05%  swapper          [kernel.kallsyms]  [k] psi_task_switch
     0.35%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_wakeup
     0.35%     0.07%  swapper          [kernel.kallsyms]  [k] pick_next_task_fair
     0.34%     0.01%  swapper          [kernel.kallsyms]  [k] handle_edge_irq
     0.34%     0.01%  CompactionExecu  [kernel.kallsyms]  [k] new_sync_write
     0.33%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ext4_buffered_write_iter
     0.33%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ext4_file_write_iter
     0.33%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] filemap_map_pages
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __x64_sys_read
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] ksys_read
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] new_sync_read
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] sock_read_iter
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] sock_recvmsg
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] vfs_read
     0.32%     0.32%  kswapd1          [kernel.kallsyms]  [k] xas_create
     0.32%     0.00%  kswapd1          [kernel.kallsyms]  [k] xas_store
     0.32%     0.00%  kswapd1          [kernel.kallsyms]  [k] try_to_unmap_flush
     0.32%     0.04%  kswapd0          [kernel.kallsyms]  [k] __remove_mapping
     0.31%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] alloc_pages
     0.31%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] sk_page_frag_refill
     0.31%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] skb_page_frag_refill
     0.31%     0.16%  Native-Transpor  [kernel.kallsyms]  [k] update_load_avg
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] inet6_recvmsg
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] tcp_recvmsg
     0.31%     0.31%  kswapd0          [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.30%     0.30%  swapper          [kernel.kallsyms]  [k] psi_group_change
     0.30%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __alloc_pages
     0.30%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] get_page_from_freelist
     0.30%     0.01%  swapper          [kernel.kallsyms]  [k] handle_irq_event
     0.30%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] syscall_exit_to_user_mode
     0.29%     0.05%  Native-Transpor  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.29%     0.03%  swapper          [kernel.kallsyms]  [k] tick_nohz_get_sleep_length
     0.29%     0.03%  cluster1-nio-wo  [kernel.kallsyms]  [k] tcp_recvmsg_locked
     0.29%     0.06%  Native-Transpor  [kernel.kallsyms]  [k] perf_iterate_sb
     0.29%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __set_task_comm
     0.29%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] perf_event_comm
     0.29%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] generic_perform_write
     0.28%     0.00%  kswapd0          [kernel.kallsyms]  [k] __delete_from_page_cache
     0.28%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] asm_common_interrupt
     0.28%     0.02%  NonPeriodicTask  [kernel.kallsyms]  [k] lock_page_lruvec_irqsave
     0.28%     0.16%  swapper          [kernel.kallsyms]  [k] switch_mm_irqs_off
     0.28%     0.01%  swapper          [kernel.kallsyms]  [k] nvme_irq
     0.27%     0.05%  swapper          [kernel.kallsyms]  [k] enqueue_task_fair
     0.27%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __common_interrupt
     0.27%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] common_interrupt
     0.27%     0.27%  kswapd1          [kernel.kallsyms]  [k] lru_gen_look_around
     0.27%     0.27%  epollEventLoopG  [kernel.kallsyms]  [k] clear_page_erms
     0.26%     0.01%  perf             [kernel.kallsyms]  [k] affine_move_task
     0.26%     0.08%  Native-Transpor  [kernel.kallsyms]  [k] switch_fpu_return
     0.26%     0.02%  swapper          [kernel.kallsyms]  [k] nvme_process_cq
     0.26%     0.00%  swapper          [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.26%     0.01%  NonPeriodicTask  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.25%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ext4_map_blocks
     0.25%     0.25%  NonPeriodicTask  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.25%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] __pagevec_release
     0.24%     0.07%  kswapd1          [kernel.kallsyms]  [k] free_pcppages_bulk
     0.24%     0.00%  kswapd1          [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.24%     0.00%  kswapd1          [kernel.kallsyms]  [k] free_unref_page_list
     0.24%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] handle_edge_irq
     0.24%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] handle_irq_event
     0.24%     0.19%  NonPeriodicTask  [kernel.kallsyms]  [k] xas_find
     0.24%     0.06%  cluster1-nio-wo  [kernel.kallsyms]  [k] psi_task_change
     0.24%     0.06%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.24%     0.00%  swapper          [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.24%     0.24%  kswapd1          [kernel.kallsyms]  [k] llist_add_batch
     0.23%     0.04%  cluster1-nio-wo  [kernel.kallsyms]  [k] enqueue_task_fair
     0.23%     0.01%  swapper          [kernel.kallsyms]  [k] nvme_complete_rq
     0.23%     0.04%  kswapd0          [kernel.kallsyms]  [k] native_flush_tlb_multi
     0.23%     0.00%  kswapd0          [kernel.kallsyms]  [k] arch_tlbbatch_flush
     0.23%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_write_xmit
     0.23%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __tcp_push_pending_frames
     0.23%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] tcp_push
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] __skb_datagram_iter
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] simple_copy_to_iter
     0.22%     0.00%  cluster1-nio-wo  [kernel.kallsyms]  [k] skb_copy_datagram_iter
     0.22%     0.00%  kswapd0          [kernel.kallsyms]  [k] try_to_unmap
     0.22%     0.22%  NonPeriodicTask  [kernel.kallsyms]  [k] unlock_page
     0.22%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] asm_sysvec_call_function
     0.22%     0.02%  Native-Transpor  [kernel.kallsyms]  [k] nvme_process_cq
     0.22%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.22%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] nvme_irq
     0.22%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_start_range_ns
     0.22%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] hrtimer_sleeper_start_expires
     0.22%     0.01%  swapper          [kernel.kallsyms]  [k] blk_mq_end_request
     0.22%     0.02%  swapper          [kernel.kallsyms]  [k] flush_smp_call_function_from_idle
     0.21%     0.03%  swapper          [kernel.kallsyms]  [k] tick_nohz_next_event
     0.21%     0.00%  kswapd0          [kernel.kallsyms]  [k] page_cache_delete
     0.21%     0.05%  kswapd0          [kernel.kallsyms]  [k] free_unref_page_list
     0.21%     0.05%  cluster1-nio-wo  [kernel.kallsyms]  [k] enqueue_entity
     0.21%     0.00%  swapper          [kernel.kallsyms]  [k] tick_nohz_idle_stop_tick
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] ttwu_do_activate
     0.20%     0.20%  Native-Transpor  [kernel.kallsyms]  [k] next_uptodate_page
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] perf_event_comm_output
     0.20%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] sysvec_call_function
     0.20%     0.14%  kswapd0          [kernel.kallsyms]  [k] lru_gen_look_around
     0.20%     0.16%  Native-Transpor  [kernel.kallsyms]  [k] _raw_spin_lock
     0.19%     0.19%  cluster1-nio-wo  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     0.19%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __ip_queue_xmit
     0.19%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __tcp_transmit_skb
     0.19%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] ip_local_out
     0.19%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] ip_queue_xmit
     0.18%     0.12%  kswapd0          [kernel.kallsyms]  [k] page_mapping
     0.18%     0.09%  swapper          [kernel.kallsyms]  [k] set_next_entity
     0.18%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] nvme_pci_complete_rq
     0.18%     0.02%  epollEventLoopG  [kernel.kallsyms]  [k] ip_finish_output2
     0.18%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] __ip_finish_output
     0.18%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] ip_finish_output
     0.18%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] ip_output
     0.18%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] __sysvec_call_function
     0.18%     0.18%  kswapd0          [kernel.kallsyms]  [k] xas_create
     0.18%     0.00%  kswapd0          [kernel.kallsyms]  [k] xas_store
     0.18%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] lru_cache_add
     0.17%     0.13%  swapper          [kernel.kallsyms]  [k] _raw_spin_lock
     0.17%     0.06%  kswapd0          [kernel.kallsyms]  [k] try_to_unmap_one
     0.17%     0.00%  epollEventLoopG  [kernel.kallsyms]  [k] skb_do_copy_data_nocache
     0.17%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.17%     0.01%  Native-Transpor  [kernel.kallsyms]  [k] psi_task_switch
     0.17%     0.17%  cluster1-nio-wo  [kernel.kallsyms]  [k] psi_group_change
     0.16%     0.00%  swapper          [kernel.kallsyms]  [k] quiet_vmstat
     0.16%     0.03%  swapper          [kernel.kallsyms]  [k] blk_update_request
     0.16%     0.04%  swapper          [kernel.kallsyms]  [k] enqueue_entity
     0.16%     0.03%  kswapd0          [kernel.kallsyms]  [k] free_pcppages_bulk
     0.16%     0.00%  kswapd0          [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.16%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] ext4_da_write_begin
     0.16%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] do_swap_page
     0.16%     0.02%  epollEventLoopG  [kernel.kallsyms]  [k] __local_bh_enable_ip
     0.16%     0.03%  Native-Transpor  [kernel.kallsyms]  [k] wait_on_page_bit_common
     0.16%     0.03%  perf             [kernel.kallsyms]  [k] __schedule
     0.16%     0.00%  perf             [kernel.kallsyms]  [k] __cond_resched
     0.16%     0.00%  perf             [kernel.kallsyms]  [k] __wait_for_common
     0.16%     0.00%  perf             [kernel.kallsyms]  [k] wait_for_completion
     0.16%     0.00%  kswapd0          [kernel.kallsyms]  [k] try_to_unmap_flush
     0.16%     0.15%  Native-Transpor  [kernel.kallsyms]  [k] psi_group_change
     0.16%     0.07%  Native-Transpor  [kernel.kallsyms]  [k] flush_smp_call_function_queue
     0.15%     0.15%  Native-Transpor  [kernel.kallsyms]  [k] __restore_fpregs_from_fpstate
     0.15%     0.04%  NonPeriodicTask  [kernel.kallsyms]  [k] flush_tlb_mm_range
     0.15%     0.00%  NonPeriodicTask  [kernel.kallsyms]  [k] flush_tlb_batched_pending
     0.15%     0.00%  kswapd0          [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     0.15%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] enqueue_task
     0.15%     0.01%  CompactionExecu  [kernel.kallsyms]  [k] exc_page_fault
     0.15%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] asm_exc_page_fault
     0.15%     0.15%  kswapd1          [kernel.kallsyms]  [k] smp_call_function_many_cond
     0.14%     0.01%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_finish_bio
     0.14%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_end_io_rsv_work
     0.14%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_release_io_end
     0.14%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] kthread
     0.14%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] process_one_work
     0.14%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ret_from_fork
     0.14%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] worker_thread
     0.14%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] update_curr
     0.14%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] blk_mq_end_request
     0.14%     0.00%  Native-Transpor  [kernel.kallsyms]  [k] nvme_complete_rq
     0.14%     0.04%  Native-Transpor  [kernel.kallsyms]  [k] __pagevec_lru_add
     0.14%     0.14%  swapper          [kernel.kallsyms]  [k] __switch_to_asm
     0.14%     0.02%  epollEventLoopG  [kernel.kallsyms]  [k] do_softirq
     0.14%     0.01%  perf             [kernel.kallsyms]  [k] __do_set_cpus_allowed
     0.14%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] __handle_mm_fault
     0.14%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] do_user_addr_fault
     0.14%     0.00%  CompactionExecu  [kernel.kallsyms]  [k] handle_mm_fault
     0.14%     0.12%  kswapd1          [kernel.kallsyms]  [k] __free_one_page
     0.14%     0.11%  swapper          [kernel.kallsyms]  [k] update_load_avg
     0.14%     0.12%  Native-Transpor  [kernel.kallsyms]  [k] finish_task_switch.isra.0
