# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 1M of event 'cycles'
# Event count (approx.): 26468857536557
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     1.08%     0.00%  kswapd1          [kernel.kallsyms]      [k] balance_pgdat
     1.08%     0.00%  kswapd1          [kernel.kallsyms]      [k] kswapd
     1.08%     0.00%  kswapd1          [kernel.kallsyms]      [k] kthread
     1.08%     0.00%  kswapd1          [kernel.kallsyms]      [k] ret_from_fork
     1.06%     0.40%  redis-server     [kernel.kallsyms]      [k] try_charge_memcg
     1.05%     0.00%  kswapd1          [kernel.kallsyms]      [k] shrink_node
     1.04%     0.30%  redis-server     [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     1.03%     0.00%  redis-server     [kernel.kallsyms]      [k] zcomp_decompress
     1.03%     0.00%  redis-server     [kernel.kallsyms]      [k] crypto_comp_decompress
     1.03%     0.00%  redis-server     [kernel.kallsyms]      [k] lzorle_decompress
     1.03%     1.02%  redis-server     [kernel.kallsyms]      [k] lzo1x_decompress_safe
     1.00%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] __fdget
     0.99%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common
     0.99%     0.00%  kswapd1          [kernel.kallsyms]      [k] shrink_lruvec
     0.99%     0.00%  kswapd1          [kernel.kallsyms]      [k] evict_pages
     0.98%     0.02%  redis-server     [kernel.kallsyms]      [k] unix_stream_read_actor
     0.95%     0.03%  redis-server     [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.92%     0.04%  redis-server     [kernel.kallsyms]      [k] __skb_datagram_iter
     0.92%     0.02%  kswapd1          [kernel.kallsyms]      [k] shrink_page_list
     0.88%     0.02%  redis-server     [kernel.kallsyms]      [k] simple_copy_to_iter
     0.88%     0.78%  memtier_benchma  [kernel.kallsyms]      [k] drain_obj_stock
     0.86%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] import_iovec
     0.85%     0.29%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll_callback
     0.83%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] do_vfs_ioctl
     0.79%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] sock_ioctl
     0.78%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.77%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] __import_iovec
     0.74%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] rw_verify_area
     0.74%     0.12%  redis-server     [kernel.kallsyms]      [k] unix_write_space
     0.73%     0.42%  memtier_benchma  [kernel.kallsyms]      [k] sock_poll
     0.71%     0.47%  redis-server     [kernel.kallsyms]      [k] _raw_spin_lock
     0.69%     0.69%  memtier_benchma  [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.69%     0.00%  redis-server     [kernel.kallsyms]      [k] __wake_up
     0.68%     0.43%  redis-server     [kernel.kallsyms]      [k] mod_objcg_state
     0.66%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] schedule_hrtimeout_range
     0.66%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.65%     0.01%  redis-server     [kernel.kallsyms]      [k] autoremove_wake_function
     0.65%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     0.65%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_from_iter
     0.64%     0.00%  redis-server     [kernel.kallsyms]      [k] default_wake_function
     0.64%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] schedule
     0.64%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] iovec_from_user
     0.63%     0.02%  redis-server     [kernel.kallsyms]      [k] try_to_wake_up
     0.63%     0.57%  memtier_benchma  [kernel.kallsyms]      [k] mutex_lock
     0.61%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] security_file_permission
     0.61%     0.54%  redis-server     [kernel.kallsyms]      [k] __slab_free
     0.60%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] sock_do_ioctl
     0.60%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] __schedule
     0.58%     0.00%  swapper          [kernel.kallsyms]      [k] arch_call_rest_init
     0.58%     0.00%  swapper          [kernel.kallsyms]      [k] rest_init
     0.58%     0.00%  swapper          [kernel.kallsyms]      [k] start_kernel
     0.58%     0.00%  swapper          [kernel.kallsyms]      [k] x86_64_start_kernel
     0.58%     0.00%  swapper          [kernel.kallsyms]      [k] x86_64_start_reservations
     0.57%     0.54%  memtier_benchma  [kernel.kallsyms]      [k] fput
     0.56%     0.55%  memtier_benchma  [kernel.kallsyms]      [k] _raw_read_lock_irqsave
     0.55%     0.55%  redis-server     [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.54%     0.31%  redis-server     [kernel.kallsyms]      [k] rmqueue_bulk
     0.52%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] kfree_skbmem
     0.52%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] kmem_cache_free
     0.51%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] unix_ioctl
     0.51%     0.37%  memtier_benchma  [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.51%     0.43%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_file_permission
     0.50%     0.49%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.49%     0.14%  redis-server     [kernel.kallsyms]      [k] kmem_cache_alloc_node
     0.49%     0.47%  memtier_benchma  [kernel.kallsyms]      [k] copy_user_generic_unrolled
     0.46%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_free
     0.46%     0.00%  redis-server     [kernel.kallsyms]      [k] page_counter_uncharge
     0.44%     0.00%  redis-server     [kernel.kallsyms]      [k] __swap_entry_free
     0.44%     0.00%  redis-server     [kernel.kallsyms]      [k] free_swap_slot
     0.43%     0.00%  redis-server     [kernel.kallsyms]      [k] swapcache_free_entries
     0.43%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_head_state
     0.43%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] unix_destruct_scm
     0.43%     0.01%  kswapd1          [kernel.kallsyms]      [k] pageout
     0.43%     0.42%  redis-server     [kernel.kallsyms]      [k] copy_user_generic_unrolled
     0.43%     0.02%  redis-server     [kernel.kallsyms]      [k] refill_stock
     0.42%     0.41%  memtier_benchma  [kernel.kallsyms]      [k] __free_one_page
     0.42%     0.00%  kswapd1          [kernel.kallsyms]      [k] swap_writepage
     0.41%     0.40%  memtier_benchma  [kernel.kallsyms]      [k] __virt_addr_valid
     0.41%     0.01%  swapper          [kernel.kallsyms]      [k] schedule_idle
     0.41%     0.00%  kswapd1          [kernel.kallsyms]      [k] __swap_writepage
     0.41%     0.27%  redis-server     [kernel.kallsyms]      [k] page_counter_cancel
     0.41%     0.00%  redis-server     [kernel.kallsyms]      [k] drain_stock
     0.40%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] ___slab_alloc
     0.39%     0.00%  kswapd1          [kernel.kallsyms]      [k] bdev_write_page
     0.39%     0.06%  swapper          [kernel.kallsyms]      [k] __schedule
     0.39%     0.00%  redis-server     [kernel.kallsyms]      [k] ttwu_do_activate
     0.39%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] sock_wfree
     0.38%     0.38%  redis-server     [kernel.kallsyms]      [k] memset_erms
     0.38%     0.37%  memtier_benchma  [kernel.kallsyms]      [k] syscall_return_via_sysret
     0.38%     0.10%  redis-server     [kernel.kallsyms]      [k] refill_obj_stock
     0.38%     0.00%  kswapd1          [kernel.kallsyms]      [k] zram_rw_page
     0.36%     0.00%  redis-server     [kernel.kallsyms]      [k] enqueue_task
     0.36%     0.04%  kswapd1          [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.35%     0.35%  memtier_benchma  [kernel.kallsyms]      [k] mutex_unlock
     0.35%     0.01%  redis-server     [kernel.kallsyms]      [k] obj_cgroup_uncharge
     0.34%     0.32%  memtier_benchma  [kernel.kallsyms]      [k] _raw_write_lock_irq
     0.34%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] __fdget_pos
     0.33%     0.13%  redis-server     [kernel.kallsyms]      [k] __check_object_size
     0.33%     0.19%  memtier_benchma  [kernel.kallsyms]      [k] mod_objcg_state
     0.33%     0.33%  memtier_benchma  [kernel.kallsyms]      [k] unix_poll
     0.32%     0.04%  redis-server     [kernel.kallsyms]      [k] obj_cgroup_charge
     0.32%     0.00%  redis-server     [kernel.kallsyms]      [k] swap_range_free
     0.32%     0.01%  redis-server     [kernel.kallsyms]      [k] mem_cgroup_swapin_charge_page
     0.31%     0.30%  redis-server     [kernel.kallsyms]      [k] _raw_read_lock_irqsave
     0.31%     0.00%  redis-server     [kernel.kallsyms]      [k] charge_memcg
     0.29%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_task
     0.29%     0.07%  redis-server     [kernel.kallsyms]      [k] ___slab_alloc
     0.28%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_task_fair
     0.28%     0.22%  memtier_benchma  [kernel.kallsyms]      [k] __slab_free
     0.28%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] new_slab
     0.27%     0.18%  memtier_benchma  [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.27%     0.16%  redis-server     [kernel.kallsyms]      [k] rcu_read_unlock_strict
     0.26%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] skb_queue_tail
     0.26%     0.21%  memtier_benchma  [kernel.kallsyms]      [k] _copy_to_iter
     0.25%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] unix_write_space
     0.25%     0.14%  redis-server     [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     0.25%     0.25%  redis-server     [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath
     0.24%     0.23%  memtier_benchma  [kernel.kallsyms]      [k] unix_inq_len
     0.24%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_entity
     0.23%     0.00%  kswapd1          [kernel.kallsyms]      [k] rmap_walk
     0.23%     0.22%  memtier_benchma  [kernel.kallsyms]      [k] memset_erms
     0.23%     0.23%  redis-server     [kernel.kallsyms]      [k] propagate_protected_usage
     0.23%     0.21%  memtier_benchma  [kernel.kallsyms]      [k] check_stack_object
     0.22%     0.01%  kswapd1          [kernel.kallsyms]      [k] rmap_walk_anon
     0.22%     0.22%  memtier_benchma  libc.so.6              [.] epoll_ctl
     0.22%     0.00%  kswapd1          [kernel.kallsyms]      [k] zcomp_compress
     0.22%     0.00%  kswapd1          [kernel.kallsyms]      [k] crypto_comp_compress
     0.22%     0.00%  kswapd1          [kernel.kallsyms]      [k] lzorle_compress
     0.22%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] __alloc_pages
     0.22%     0.00%  kswapd1          [kernel.kallsyms]      [k] lzorle1x_1_compress
     0.22%     0.18%  memtier_benchma  [kernel.kallsyms]      [k] aa_sk_perm
     0.22%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] alloc_pages
     0.21%     0.21%  memtier_benchma  [kernel.kallsyms]      [k] __put_user_nocheck_4
     0.21%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] get_page_from_freelist
     0.21%     0.00%  redis-server     [kernel.kallsyms]      [k] __x64_sys_epoll_wait
     0.21%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] __build_skb_around
     0.21%     0.21%  memtier_benchma  [kernel.kallsyms]      [k] skb_set_owner_w
     0.21%     0.04%  redis-server     [kernel.kallsyms]      [k] psi_task_change
     0.21%     0.21%  redis-server     [kernel.kallsyms]      [k] xas_load
     0.20%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] security_socket_recvmsg
     0.20%     0.02%  redis-server     [kernel.kallsyms]      [k] skb_unlink
     0.20%     0.03%  redis-server     [kernel.kallsyms]      [k] enqueue_task_fair
     0.20%     0.00%  swapper          [kernel.kallsyms]      [k] cpuidle_select
     0.20%     0.00%  redis-server     [kernel.kallsyms]      [k] new_slab
     0.20%     0.17%  memtier_benchma  [kernel.kallsyms]      [k] entry_SYSCALL_64_safe_stack
     0.20%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] _copy_from_user
     0.19%     0.10%  swapper          [kernel.kallsyms]      [k] menu_select
     0.19%     0.08%  redis-server     [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.19%     0.02%  redis-server     [kernel.kallsyms]      [k] migrate_misplaced_page
     0.18%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] __cond_resched
     0.18%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] security_socket_sendmsg
     0.18%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_referenced
     0.18%     0.17%  redis-server     [kernel.kallsyms]      [k] page_counter_try_charge
     0.18%     0.05%  redis-server     [kernel.kallsyms]      [k] do_epoll_wait
     0.17%     0.17%  redis-server     [kernel.kallsyms]      [k] slab_free_freelist_hook.constprop.0
     0.17%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.17%     0.04%  redis-server     [kernel.kallsyms]      [k] zram_slot_free_notify
     0.17%     0.14%  redis-server     [kernel.kallsyms]      [k] prep_compound_page
     0.17%     0.03%  redis-server     [kernel.kallsyms]      [k] __fget_light
     0.17%     0.00%  kswapd1          [kernel.kallsyms]      [k] page_referenced_one
     0.16%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_socket_sendmsg
     0.16%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.16%     0.04%  redis-server     [kernel.kallsyms]      [k] enqueue_entity
     0.16%     0.02%  redis-server     [kernel.kallsyms]      [k] migrate_pages
     0.16%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] apparmor_socket_recvmsg
     0.16%     0.16%  redis-server     [kernel.kallsyms]      [k] psi_group_change
     0.15%     0.15%  memtier_benchma  [kernel.kallsyms]      [k] __ksize
     0.15%     0.01%  redis-server     [kernel.kallsyms]      [k] rw_verify_area
     0.15%     0.01%  kswapd1          [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.15%     0.00%  redis-server     [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.15%     0.00%  swapper          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.15%     0.15%  redis-server     [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.15%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] __check_heap_object
     0.14%     0.14%  kswapd1          [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.14%     0.00%  redis-server     [kernel.kallsyms]      [k] lookup_swap_cache
     0.14%     0.00%  redis-server     [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.14%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.14%     0.01%  swapper          [kernel.kallsyms]      [k] psi_task_switch
     0.14%     0.00%  redis-server     [kernel.kallsyms]      [k] pagecache_get_page
     0.14%     0.01%  redis-server     [kernel.kallsyms]      [k] __fdget_pos
     0.14%     0.08%  redis-server     [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.14%     0.11%  redis-server     [kernel.kallsyms]      [k] kernel_init_free_pages.part.0
     0.14%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] ksize
     0.14%     0.13%  redis-server     [kernel.kallsyms]      [k] __fget_files
     0.14%     0.00%  redis-server     [kernel.kallsyms]      [k] clear_shadow_from_swap_cache
     0.13%     0.01%  redis-server     [kernel.kallsyms]      [k] zram_free_page
     0.13%     0.02%  redis-server     [kernel.kallsyms]      [k] security_file_permission
     0.13%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] update_load_avg
     0.13%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] clear_page_erms
     0.13%     0.11%  redis-server     [kernel.kallsyms]      [k] _copy_to_iter
     0.13%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] __mod_memcg_state.part.0
     0.13%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] syscall_enter_from_user_mode
     0.12%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] _raw_read_unlock_irqrestore
     0.12%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] free_pcp_prepare
     0.12%     0.12%  redis-server     [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.12%     0.04%  redis-server     [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.12%     0.00%  kswapd1          [kernel.kallsyms]      [k] add_to_swap
     0.12%     0.11%  redis-server     [kernel.kallsyms]      [k] __check_heap_object
     0.12%     0.00%  redis-server     [kernel.kallsyms]      [k] alloc_pages_vma
     0.12%     0.12%  swapper          [kernel.kallsyms]      [k] psi_group_change
