# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 7K of event 'cycles'
# Event count (approx.): 166341918442
#
# Children      Self  Command          Shared Object      Symbol                                          
# ........  ........  ...............  .................  ................................................
#
     4.18%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __x64_sys_unlink
     4.18%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] do_unlinkat
     4.18%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] evict
     4.18%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_evict_inode
     4.18%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] iput
     4.18%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] iput.part.0
     4.14%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_inode_pages_final
     4.09%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_inode_pages_range
     4.01%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] filemap_get_pages
     3.94%     3.93%  pool-4-thread-1  [kernel.kallsyms]  [k] copy_user_enhanced_fast_string
     3.91%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ondemand_readahead
     3.91%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_async_ra
     3.88%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] page_cache_ra_unbounded
     3.38%     0.00%  swapper          [kernel.kallsyms]  [k] arch_call_rest_init
     3.38%     0.00%  swapper          [kernel.kallsyms]  [k] rest_init
     3.38%     0.00%  swapper          [kernel.kallsyms]  [k] start_kernel
     3.38%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_kernel
     3.38%     0.00%  swapper          [kernel.kallsyms]  [k] x86_64_start_reservations
     3.28%     0.42%  java             [kernel.kallsyms]  [k] free_unref_page_list
     3.04%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] __writeback_inodes_wb
     3.04%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] __writeback_single_inode
     3.04%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] do_writepages
     3.04%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] kthread
     3.04%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] process_one_work
     3.04%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] ret_from_fork
     3.04%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] wb_workfn
     3.04%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] wb_writeback
     3.04%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] worker_thread
     3.04%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] writeback_sb_inodes
     3.01%     0.18%  kworker/u98:0-e  [kernel.kallsyms]  [k] ext4_writepages
     2.92%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] tlb_flush_mmu
     2.79%     0.31%  java             [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     2.59%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] __alloc_pages
     2.58%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_pages
     2.57%     0.73%  C2 CompilerThre  [kernel.kallsyms]  [k] release_pages
     2.57%     0.00%  C2 CompilerThre  [kernel.kallsyms]  [k] free_pages_and_swap_cache
     2.48%     0.55%  pool-4-thread-1  [kernel.kallsyms]  [k] get_page_from_freelist
     2.48%     0.67%  java             [kernel.kallsyms]  [k] free_pcppages_bulk
     2.44%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk
     2.36%     0.00%  kcompactd0       [kernel.kallsyms]  [k] rmap_walk_anon
     2.35%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_write_end
     2.21%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_write_end
     2.17%     0.00%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate
     2.11%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_exc_page_fault
     2.09%     0.12%  kcompactd0       [kernel.kallsyms]  [k] try_to_migrate_one
     2.05%     0.05%  kworker/u98:0-e  [kernel.kallsyms]  [k] mpage_submit_page
     1.83%     0.33%  pool-4-thread-1  [kernel.kallsyms]  [k] release_pages
     1.78%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __pagevec_release
     1.74%     0.04%  kcompactd0       [kernel.kallsyms]  [k] ptep_clear_flush
     1.73%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] exc_page_fault
     1.70%     1.64%  java             [kernel.kallsyms]  [k] __free_one_page
     1.70%     0.04%  kcompactd0       [kernel.kallsyms]  [k] native_flush_tlb_multi
     1.70%     0.00%  kcompactd0       [kernel.kallsyms]  [k] flush_tlb_mm_range
     1.69%     0.14%  pool-4-thread-1  [kernel.kallsyms]  [k] __mark_inode_dirty
     1.69%     0.12%  pool-4-thread-1  [kernel.kallsyms]  [k] do_user_addr_fault
     1.66%     0.00%  Thread-5         [kernel.kallsyms]  [k] do_syscall_64
     1.66%     0.00%  Thread-5         [kernel.kallsyms]  [k] entry_SYSCALL_64_after_hwframe
     1.62%     0.00%  kcompactd0       [kernel.kallsyms]  [k] on_each_cpu_cond_mask
     1.58%     1.58%  kcompactd0       [kernel.kallsyms]  [k] smp_call_function_many_cond
     1.55%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] kthread
     1.55%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ret_from_fork
     1.55%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] worker_thread
     1.54%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_dirty_inode
     1.54%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_end_io_rsv_work
     1.54%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] process_one_work
     1.52%     0.00%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_release_io_end
     1.51%     0.24%  kworker/u96:1-e  [kernel.kallsyms]  [k] ext4_finish_bio
     1.51%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] handle_mm_fault
     1.47%     0.22%  kworker/u98:0-e  [kernel.kallsyms]  [k] ext4_bio_write_page
     1.45%     0.00%  kcompactd0       [kernel.kallsyms]  [k] compaction_alloc
     1.44%     0.00%  Thread-5         [kernel.kallsyms]  [k] __x64_sys_unlink
     1.44%     0.00%  Thread-5         [kernel.kallsyms]  [k] do_unlinkat
     1.37%     0.24%  pool-4-thread-1  [kernel.kallsyms]  [k] __handle_mm_fault
     1.36%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page
     1.36%     0.00%  kcompactd0       [kernel.kallsyms]  [k] move_to_new_page
     1.36%     0.00%  Thread-5         [kernel.kallsyms]  [k] evict
     1.36%     0.00%  Thread-5         [kernel.kallsyms]  [k] ext4_evict_inode
     1.36%     0.00%  Thread-5         [kernel.kallsyms]  [k] iput
     1.36%     0.00%  Thread-5         [kernel.kallsyms]  [k] iput.part.0
     1.32%     0.86%  java             [kernel.kallsyms]  [k] lru_gen_update_size
     1.29%     0.16%  kcompactd0       [kernel.kallsyms]  [k] split_map_pages
     1.24%     0.03%  Thread-5         [kernel.kallsyms]  [k] truncate_inode_pages_range
     1.24%     0.00%  Thread-5         [kernel.kallsyms]  [k] truncate_inode_pages_final
     1.24%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_block_write_begin
     1.24%     0.35%  java             [kernel.kallsyms]  [k] page_remove_rmap
     1.21%     1.21%  swapper          [unknown]          [.] 0000000000000000
     1.20%     0.09%  C2 CompilerThre  [kernel.kallsyms]  [k] free_unref_page_list
     1.18%     1.18%  pool-4-thread-1  [kernel.kallsyms]  [k] clear_page_erms
     1.14%     0.00%  kcompactd0       [kernel.kallsyms]  [k] post_alloc_hook
     1.08%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __page_cache_alloc
     1.06%     1.06%  kcompactd0       [kernel.kallsyms]  [k] clear_page_erms
     1.05%     0.21%  pool-4-thread-1  [kernel.kallsyms]  [k] free_unref_page_list
     1.02%     0.19%  C2 CompilerThre  [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     1.01%     0.03%  kworker/u96:1-e  [kernel.kallsyms]  [k] end_page_writeback
     0.99%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] migrate_misplaced_page
     0.95%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_mark_inode_dirty
     0.94%     0.94%  kcompactd0       [kernel.kallsyms]  [k] copy_page
     0.90%     0.21%  pool-4-thread-1  [kernel.kallsyms]  [k] migrate_pages
     0.90%     0.78%  pool-4-thread-1  [kernel.kallsyms]  [k] find_lock_entries
     0.89%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] truncate_exceptional_pvec_entries.part.0
     0.88%     0.11%  pool-4-thread-1  [kernel.kallsyms]  [k] lru_cache_add
     0.87%     0.23%  kworker/u96:1-e  [kernel.kallsyms]  [k] test_clear_page_writeback
     0.86%     0.03%  Thread-5         [kernel.kallsyms]  [k] truncate_exceptional_pvec_entries.part.0
     0.84%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] free_unref_page_commit.constprop.0
     0.82%     0.22%  java             [kernel.kallsyms]  [k] __mod_lruvec_state
     0.81%     0.80%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_load
     0.80%     0.26%  C2 CompilerThre  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.79%     0.31%  java             [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.76%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] free_pcppages_bulk
     0.75%     0.33%  pool-4-thread-1  [kernel.kallsyms]  [k] __pagevec_lru_add
     0.71%     0.19%  kworker/u98:0-e  [kernel.kallsyms]  [k] __test_set_page_writeback
     0.69%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_sysvec_call_function_single
     0.69%     0.43%  C2 CompilerThre  [kernel.kallsyms]  [k] page_remove_rmap
     0.69%     0.69%  pool-4-thread-1  [kernel.kallsyms]  [k] __free_one_page
     0.68%     0.63%  pool-4-thread-1  [kernel.kallsyms]  [k] rmqueue_bulk
     0.61%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] sysvec_call_function_single
     0.61%     0.14%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_da_get_block_prep
     0.60%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __sysvec_call_function_single
     0.60%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] generic_smp_call_function_single_interrupt
     0.60%     0.22%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_mark_iloc_dirty
     0.58%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] __block_commit_write.constprop.0.isra.0
     0.55%     0.55%  pool-4-thread-1  [kernel.kallsyms]  [k] llist_reverse_order
     0.55%     0.28%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_store
     0.55%     0.04%  kworker/u98:0-e  [kernel.kallsyms]  [k] mpage_prepare_extent_to_map
     0.54%     0.22%  kworker/u98:0-e  [kernel.kallsyms]  [k] clear_page_dirty_for_io
     0.53%     0.45%  C2 CompilerThre  [kernel.kallsyms]  [k] __free_one_page
     0.53%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] mark_buffer_dirty
     0.51%     0.08%  pool-4-thread-1  [kernel.kallsyms]  [k] create_empty_buffers
     0.50%     0.45%  Thread-5         [kernel.kallsyms]  [k] xas_load
     0.50%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.49%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.48%     0.47%  pool-4-thread-1  [kernel.kallsyms]  [k] __get_user_nocheck_1
     0.47%     0.29%  C2 CompilerThre  [kernel.kallsyms]  [k] lru_gen_update_size
     0.44%     0.44%  pool-4-thread-1  [kernel.kallsyms]  [k] sync_regs
     0.43%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] kmem_cache_alloc
     0.43%     0.43%  kworker/u96:1-e  [unknown]          [.] 0000000000000000
     0.43%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_page_buffers
     0.42%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] alloc_buffer_head
     0.41%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_journal_start_sb
     0.41%     0.12%  pool-4-thread-1  [kernel.kallsyms]  [k] delete_from_page_cache_batch
     0.41%     0.15%  kworker/u98:0-e  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.40%     0.27%  Thread-5         [kernel.kallsyms]  [k] xas_store
     0.40%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.39%     0.10%  java             [kernel.kallsyms]  [k] __mod_memcg_lruvec_state
     0.39%     0.00%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_copy
     0.37%     0.37%  pool-4-thread-1  [kernel.kallsyms]  [k] mark_page_accessed
     0.36%     0.21%  java             [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.35%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] migrate_page
     0.35%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] move_to_new_page
     0.35%     0.35%  kcompactd0       [kernel.kallsyms]  [k] page_vma_mapped_walk
     0.35%     0.16%  kcompactd0       [kernel.kallsyms]  [k] migrate_page_states
     0.35%     0.35%  C2 CompilerThre  [kernel.kallsyms]  [k] free_swap_cache
     0.34%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] jbd2__journal_start
     0.31%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] __submit_bio
     0.31%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] blk_mq_submit_bio
     0.31%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] submit_bio
     0.31%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] submit_bio_noacct
     0.31%     0.24%  kworker/u98:0-e  [kernel.kallsyms]  [k] find_get_pages_range_tag
     0.31%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] pagevec_lookup_range_tag
     0.30%     0.05%  pool-4-thread-1  [kernel.kallsyms]  [k] __set_page_dirty
     0.30%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] xa_get_order
     0.30%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] read_pages
     0.30%     0.16%  kworker/u96:1-e  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.27%     0.06%  pool-4-thread-1  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.27%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_readahead
     0.27%     0.00%  kcompactd0       [kernel.kallsyms]  [k] remove_migration_pte
     0.27%     0.03%  C2 CompilerThre  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.27%     0.12%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_mpage_readpages
     0.27%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] exit_to_user_mode_prepare
     0.27%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] PageHuge
     0.26%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_reserve_inode_write
     0.26%     0.06%  Thread-5         [kernel.kallsyms]  [k] find_lock_entries
     0.25%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] change_prot_numa
     0.25%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] task_numa_work
     0.25%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] task_work_run
     0.25%     0.04%  C2 CompilerThre  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.25%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] irqentry_exit
     0.25%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] irqentry_exit_to_user_mode
     0.24%     0.16%  pool-4-thread-1  [kernel.kallsyms]  [k] lru_gen_update_size
     0.24%     0.16%  java             [kernel.kallsyms]  [k] __mod_node_page_state
     0.24%     0.19%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_clear_mark
     0.24%     0.09%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_find
     0.24%     0.22%  pool-4-thread-1  [kernel.kallsyms]  [k] xas_start
     0.23%     0.09%  kworker/u98:0-e  [kernel.kallsyms]  [k] __mod_lruvec_state
     0.23%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] lru_gen_add_page
     0.23%     0.12%  kcompactd0       [kernel.kallsyms]  [k] isolate_migratepages_block
     0.23%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_inode_csum_set
     0.22%     0.22%  java             [kernel.kallsyms]  [k] lock_page_memcg
     0.22%     0.07%  pool-4-thread-1  [kernel.kallsyms]  [k] balance_dirty_pages_ratelimited
     0.21%     0.21%  java             [kernel.kallsyms]  [k] free_swap_cache
     0.21%     0.04%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_es_insert_delayed_block
     0.21%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_inode_csum
     0.20%     0.20%  pool-4-thread-1  [kernel.kallsyms]  [k] __mod_node_page_state
     0.20%     0.14%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.20%     0.02%  pool-4-thread-1  [kernel.kallsyms]  [k] crypto_shash_update
     0.20%     0.04%  kworker/u98:0-e  [kernel.kallsyms]  [k] nvme_queue_rq
     0.20%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] __blk_mq_try_issue_directly
     0.20%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] blk_flush_plug_list
     0.20%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] blk_mq_flush_plug_list
     0.20%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] blk_mq_sched_insert_requests
     0.20%     0.00%  kworker/u98:0-e  [kernel.kallsyms]  [k] blk_mq_try_issue_list_directly
     0.20%     0.19%  pool-4-thread-1  [kernel.kallsyms]  [k] change_protection
     0.20%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] __sysvec_apic_timer_interrupt
     0.20%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] hrtimer_interrupt
     0.19%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __put_page
     0.19%     0.12%  pool-4-thread-1  [kernel.kallsyms]  [k] migrate_page_states
     0.19%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] migrate_page_copy
     0.19%     0.13%  pool-4-thread-1  [kernel.kallsyms]  [k] _raw_spin_lock
     0.19%     0.00%  swapper          [kernel.kallsyms]  [k] asm_sysvec_apic_timer_interrupt
     0.18%     0.13%  C2 CompilerThre  [kernel.kallsyms]  [k] __mod_memcg_state.part.0
     0.18%     0.00%  swapper          [kernel.kallsyms]  [k] sysvec_apic_timer_interrupt
     0.18%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] ext4_get_inode_loc
     0.18%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __hrtimer_run_queues
     0.18%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] start_this_handle
     0.18%     0.18%  pool-4-thread-1  [kernel.kallsyms]  [k] crc32c_pcl_intel_update
     0.18%     0.05%  kworker/u96:1-e  [kernel.kallsyms]  [k] __mod_lruvec_page_state
     0.17%     0.12%  Thread-5         [kernel.kallsyms]  [k] xas_find
     0.17%     0.17%  java             [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.17%     0.10%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_get_inode_loc
     0.17%     0.00%  pool-4-thread-1  [kernel.kallsyms]  [k] tick_sched_timer
     0.17%     0.01%  pool-4-thread-1  [kernel.kallsyms]  [k] __ext4_journal_stop
     0.17%     0.04%  kworker/u96:1-e  [kernel.kallsyms]  [k] __fprop_inc_percpu_max
     0.16%     0.16%  pool-4-thread-1  [kernel.kallsyms]  [k] copy_page
     0.16%     0.03%  pool-4-thread-1  [kernel.kallsyms]  [k] jbd2_journal_stop
     0.16%     0.08%  kcompactd0       [kernel.kallsyms]  [k] isolate_freepages_block
     0.16%     0.00%  kcompactd0       [kernel.kallsyms]  [k] __mem_cgroup_uncharge
     0.15%     0.00%  swapper          [kernel.kallsyms]  [k] asm_common_interrupt
     0.15%     0.00%  swapper          [kernel.kallsyms]  [k] common_interrupt
     0.15%     0.13%  pool-4-thread-1  [kernel.kallsyms]  [k] get_obj_cgroup_from_current
     0.15%     0.15%  pool-4-thread-1  [kernel.kallsyms]  [k] native_queued_spin_lock_slowpath
     0.15%     0.15%  java             [kernel.kallsyms]  [k] cgroup_rstat_updated
     0.15%     0.14%  pool-4-thread-1  [kernel.kallsyms]  [k] page_mapping
     0.15%     0.07%  java             [kernel.kallsyms]  [k] __mod_zone_page_state
     0.14%     0.04%  kworker/u98:0-e  [kernel.kallsyms]  [k] _raw_spin_lock_irqsave
     0.14%     0.08%  C2 CompilerThre  [kernel.kallsyms]  [k] uncharge_page
     0.14%     0.00%  swapper          [kernel.kallsyms]  [k] irq_exit_rcu
     0.14%     0.06%  C2 CompilerThre  [kernel.kallsyms]  [k] __mem_cgroup_uncharge_list
     0.14%     0.04%  java             [kernel.kallsyms]  [k] __mem_cgroup_uncharge_list
     0.14%     0.00%  swapper          [kernel.kallsyms]  [k] __softirqentry_text_start
     0.14%     0.00%  Thread-5         [kernel.kallsyms]  [k] __x64_sys_rmdir
     0.14%     0.12%  kworker/u98:0-e  [kernel.kallsyms]  [k] mpage_process_page_bufs
     0.13%     0.02%  kworker/u96:1-e  [kernel.kallsyms]  [k] __xa_clear_mark
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] __common_interrupt
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] __handle_irq_event_percpu
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] handle_irq_event
     0.13%     0.01%  swapper          [kernel.kallsyms]  [k] nvme_process_cq
     0.13%     0.00%  swapper          [kernel.kallsyms]  [k] handle_edge_irq
