# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 365K of event 'cycles'
# Event count (approx.): 12999716646882
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     4.66%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] consume_skb
     4.64%     0.07%  memcached        [kernel.kallsyms]      [k] sock_def_readable
     4.61%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_epoll_wait
     4.58%     0.04%  memcached        [kernel.kallsyms]      [k] asm_exc_page_fault
     4.54%     0.00%  memcached        [kernel.kallsyms]      [k] exc_page_fault
     4.54%     0.02%  memcached        [kernel.kallsyms]      [k] do_user_addr_fault
     4.51%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_wait
     4.49%     0.00%  kswapd0          [kernel.kallsyms]      [k] kswapd
     4.49%     0.00%  kswapd0          [kernel.kallsyms]      [k] kthread
     4.49%     0.00%  kswapd0          [kernel.kallsyms]      [k] ret_from_fork
     4.49%     0.00%  kswapd0          [kernel.kallsyms]      [k] balance_pgdat
     4.46%     0.07%  memcached        [kernel.kallsyms]      [k] new_sync_read
     4.42%     0.21%  memcached        [kernel.kallsyms]      [k] __wake_up_common
     4.40%     0.01%  memcached        [kernel.kallsyms]      [k] handle_mm_fault
     4.38%     0.10%  memcached        [kernel.kallsyms]      [k] sock_read_iter
     4.37%     0.05%  memcached        [kernel.kallsyms]      [k] __handle_mm_fault
     4.36%     0.09%  swapper          [kernel.kallsyms]      [k] schedule_idle
     4.33%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll
     4.33%     0.40%  memcached        [kernel.kallsyms]      [k] ep_poll_callback
     4.31%     0.15%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common_lock
     4.28%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_data
     4.27%     0.46%  swapper          [kernel.kallsyms]      [k] __schedule
     4.26%     0.58%  memtier_benchma  [kernel.kallsyms]      [k] kfree
     4.24%     0.03%  memcached        [kernel.kallsyms]      [k] unix_stream_recvmsg
     4.20%     0.13%  memcached        [kernel.kallsyms]      [k] unix_stream_read_generic
     4.17%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     4.16%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] sock_def_readable
     4.13%     0.74%  memtier_benchma  [kernel.kallsyms]      [k] try_charge_memcg
     4.09%     0.20%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common
     4.01%     0.26%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll_callback
     3.95%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_node_memcgs
     3.95%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_node
     3.95%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] refill_stock
     3.94%     0.00%  kswapd0          [kernel.kallsyms]      [k] lru_gen_shrink_lruvec
     3.94%     0.01%  kswapd0          [kernel.kallsyms]      [k] evict_pages
     3.84%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] drain_stock
     3.81%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_uncharge
     3.79%     0.03%  memcached        [kernel.kallsyms]      [k] do_swap_page
     3.79%     0.05%  memcached        [kernel.kallsyms]      [k] skb_copy_datagram_from_iter
     3.73%     0.12%  memcached        [kernel.kallsyms]      [k] schedule
     3.66%     0.05%  memcached        [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     3.61%     0.72%  memcached        [kernel.kallsyms]      [k] __schedule
     3.58%     0.12%  memcached        [kernel.kallsyms]      [k] _copy_from_iter
     3.56%     0.07%  memcached        [kernel.kallsyms]      [k] autoremove_wake_function
     3.53%     2.30%  memcached        [kernel.kallsyms]      [k] copy_user_generic_string
     3.52%     0.04%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge
     3.52%     0.40%  memcached        [kernel.kallsyms]      [k] kmem_cache_alloc_node
     3.52%     0.03%  kswapd0          [kernel.kallsyms]      [k] shrink_page_list
     3.50%     0.14%  memcached        [kernel.kallsyms]      [k] try_to_wake_up
     3.36%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] autoremove_wake_function
     3.28%     0.16%  memtier_benchma  [kernel.kallsyms]      [k] try_to_wake_up
     3.23%     1.14%  memcached        [kernel.kallsyms]      [k] refill_obj_stock
     3.15%     3.15%  memtier_benchma  [kernel.kallsyms]      [k] propagate_protected_usage
     3.01%     1.05%  memtier_benchma  [kernel.kallsyms]      [k] refill_obj_stock
     2.99%     0.03%  memcached        [kernel.kallsyms]      [k] consume_skb
     2.95%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     2.91%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] schedule
     2.82%     0.48%  memtier_benchma  [kernel.kallsyms]      [k] __schedule
     2.75%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     2.62%     0.44%  swapper          [kernel.kallsyms]      [k] menu_select
     2.56%     0.08%  memcached        [kernel.kallsyms]      [k] skb_release_data
     2.43%     0.42%  memcached        [kernel.kallsyms]      [k] kfree
     2.06%     0.78%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_try_charge
     2.04%     1.21%  memcached        [kernel.kallsyms]      [k] drain_obj_stock
     1.95%     1.64%  memtier_benchma  [kernel.kallsyms]      [k] drain_obj_stock
     1.89%     1.89%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_cancel
     1.83%     0.03%  memcached        [kernel.kallsyms]      [k] kmalloc_reserve
     1.80%     0.51%  memcached        [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     1.74%     0.09%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     1.70%     0.01%  memcached        [kernel.kallsyms]      [k] swap_readpage
     1.69%     0.02%  memcached        [kernel.kallsyms]      [k] zram_rw_page
     1.68%     0.45%  memcached        [kernel.kallsyms]      [k] try_charge_memcg
     1.64%     0.03%  memcached        [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     1.63%     0.02%  memcached        [kernel.kallsyms]      [k] bdev_read_page
     1.54%     1.28%  swapper          [kernel.kallsyms]      [k] switch_mm_irqs_off
     1.53%     0.06%  memcached        [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     1.47%     0.05%  memcached        [kernel.kallsyms]      [k] ttwu_do_activate
     1.42%     0.41%  memcached        [kernel.kallsyms]      [k] enqueue_task_fair
     1.34%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_activate
     1.33%     0.07%  memcached        [kernel.kallsyms]      [k] refill_stock
     1.33%     0.19%  memcached        [kernel.kallsyms]      [k] ep_send_events
     1.29%     0.37%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task_fair
     1.28%     0.00%  memcached        [kernel.kallsyms]      [k] zcomp_decompress
     1.27%     0.00%  memcached        [kernel.kallsyms]      [k] lzorle_decompress
     1.27%     1.20%  memcached        [kernel.kallsyms]      [k] lzo1x_decompress_safe
     1.25%     0.02%  memcached        [kernel.kallsyms]      [k] page_counter_uncharge
     1.24%     0.00%  kswapd0          [kernel.kallsyms]      [k] arch_tlbbatch_flush
     1.23%     0.57%  memcached        [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     1.23%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     1.23%     0.25%  memtier_benchma  [kernel.kallsyms]      [k] ep_send_events
     1.23%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     1.21%     0.02%  memcached        [kernel.kallsyms]      [k] drain_stock
     1.19%     0.14%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_sleep_length
     1.13%     0.77%  memcached        [kernel.kallsyms]      [k] finish_task_switch.isra.0
     1.12%     0.01%  kswapd0          [kernel.kallsyms]      [k] rmap_walk_anon
     1.10%     0.28%  memcached        [kernel.kallsyms]      [k] asm_sysvec_call_function
     1.04%     0.44%  kswapd0          [kernel.kallsyms]      [k] smp_call_function_many_cond
     1.04%     0.00%  kswapd0          [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     1.01%     0.39%  memcached        [kernel.kallsyms]      [k] enqueue_entity
     1.00%     0.66%  memtier_benchma  [kernel.kallsyms]      [k] finish_task_switch.isra.0
     1.00%     0.07%  memcached        [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.99%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_check_references.isra.0
     0.98%     0.01%  kswapd0          [kernel.kallsyms]      [k] page_referenced
     0.95%     0.11%  swapper          [kernel.kallsyms]      [k] pick_next_task_fair
     0.93%     0.93%  memcached        libpthread-2.28.so     [.] __pthread_mutex_lock
     0.92%     0.35%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_entity
     0.91%     0.01%  kswapd0          [kernel.kallsyms]      [k] page_referenced_one
     0.90%     0.90%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_mm_free_
     0.89%     0.02%  memcached        [kernel.kallsyms]      [k] alloc_pages_vma
     0.87%     0.15%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_work
     0.86%     0.01%  memcached        [kernel.kallsyms]      [k] __alloc_pages
     0.80%     0.02%  memcached        [kernel.kallsyms]      [k] sysvec_call_function
     0.80%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_task_fair
     0.76%     0.00%  memcached        [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.75%     0.52%  kswapd0          [kernel.kallsyms]      [k] lru_gen_scan_around
     0.75%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] kmalloc_reserve
     0.75%     0.27%  memtier_benchma  [kernel.kallsyms]      [k] kmem_cache_free
     0.74%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_free_pages
     0.74%     0.00%  memcached        [kernel.kallsyms]      [k] shrink_node_memcgs
     0.74%     0.00%  memcached        [kernel.kallsyms]      [k] do_try_to_free_pages
     0.74%     0.00%  memcached        [kernel.kallsyms]      [k] shrink_node
     0.74%     0.00%  memcached        [kernel.kallsyms]      [k] shrink_zones
     0.74%     0.01%  kswapd0          [kernel.kallsyms]      [k] pageout
     0.74%     0.00%  memcached        [kernel.kallsyms]      [k] lru_gen_shrink_lruvec
     0.73%     0.00%  memcached        [kernel.kallsyms]      [k] evict_pages
     0.72%     0.37%  memtier_benchma  [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     0.72%     0.41%  memtier_benchma  [kernel.kallsyms]      [k] __audit_syscall_exit
     0.70%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_entity
     0.70%     0.14%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_enter
     0.70%     0.08%  memcached        [kernel.kallsyms]      [k] dequeue_task_fair
     0.70%     0.69%  memcached        [kernel.kallsyms]      [k] page_counter_cancel
     0.69%     0.00%  kswapd0          [kernel.kallsyms]      [k] __swap_writepage
     0.69%     0.25%  memcached        [kernel.kallsyms]      [k] select_task_rq_fair
     0.69%     0.01%  kswapd0          [kernel.kallsyms]      [k] bdev_write_page
     0.68%     0.13%  memcached        [kernel.kallsyms]      [k] syscall_exit_work
     0.66%     0.00%  memcached        [kernel.kallsyms]      [k] shrink_page_list
     0.66%     0.24%  memtier_benchma  [kernel.kallsyms]      [k] select_task_rq_fair
     0.66%     0.46%  memcached        [kernel.kallsyms]      [k] kmem_cache_free
     0.65%     0.40%  swapper          [kernel.kallsyms]      [k] __switch_to
     0.65%     0.01%  kswapd0          [kernel.kallsyms]      [k] zram_rw_page
     0.65%     0.65%  swapper          [kernel.kallsyms]      [k] __switch_to_asm
     0.64%     0.00%  memcached        [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.64%     0.40%  memcached        [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.64%     0.00%  memcached        [kernel.kallsyms]      [k] __sysvec_call_function
     0.64%     0.63%  memcached        [kernel.kallsyms]      [k] propagate_protected_usage
     0.63%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_epoll_ctl
     0.62%     0.17%  memcached        [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.62%     0.62%  memcached        memcached              [.] 0x000000000001d9bd
     0.62%     0.13%  swapper          [kernel.kallsyms]      [k] tick_nohz_next_event
     0.61%     0.01%  kswapd0          [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.61%     0.61%  memtier_benchma  [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.61%     0.25%  swapper          [kernel.kallsyms]      [k] set_next_entity
     0.60%     0.08%  memcached        [kernel.kallsyms]      [k] dequeue_entity
     0.60%     0.09%  kswapd0          [kernel.kallsyms]      [k] __zram_bvec_write.constprop.0.isra.0
     0.60%     0.09%  swapper          [kernel.kallsyms]      [k] asm_sysvec_call_function
     0.59%     0.30%  memcached        [kernel.kallsyms]      [k] __switch_to
     0.59%     0.00%  swapper          [kernel.kallsyms]      [k] start_kernel
     0.57%     0.57%  memtier_benchma  [kernel.kallsyms]      [k] copy_user_generic_string
     0.55%     0.18%  memcached        [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.55%     0.13%  memcached        [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.54%     0.30%  memcached        [kernel.kallsyms]      [k] __audit_syscall_exit
     0.54%     0.00%  kswapd0          [kernel.kallsyms]      [k] __walk_page_range
     0.54%     0.00%  kswapd0          [kernel.kallsyms]      [k] age_active_anon
     0.54%     0.00%  kswapd0          [kernel.kallsyms]      [k] age_lruvec
     0.54%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_inc_max_seq
     0.54%     0.00%  kswapd0          [kernel.kallsyms]      [k] walk_mm
     0.54%     0.00%  kswapd0          [kernel.kallsyms]      [k] walk_p4d_range
     0.54%     0.00%  kswapd0          [kernel.kallsyms]      [k] walk_page_range
     0.54%     0.00%  kswapd0          [kernel.kallsyms]      [k] walk_pgd_range
     0.54%     0.00%  kswapd0          [kernel.kallsyms]      [k] walk_pmd_range
     0.54%     0.00%  kswapd0          [kernel.kallsyms]      [k] walk_pud_range
     0.54%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_read_actor
     0.54%     0.49%  kswapd0          [kernel.kallsyms]      [k] walk_pte_range.isra.0
     0.53%     0.40%  memcached        [kernel.kallsyms]      [k] page_counter_try_charge
     0.52%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_ioctl
     0.52%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.51%     0.24%  swapper          [kernel.kallsyms]      [k] ktime_get
     0.50%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __skb_datagram_iter
     0.50%     0.01%  swapper          [kernel.kallsyms]      [k] sysvec_call_function
     0.49%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.49%     0.28%  memcached        [kernel.kallsyms]      [k] update_load_avg
     0.49%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.48%     0.01%  memcached        [kernel.kallsyms]      [k] wp_page_copy
     0.48%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_entry_free
     0.47%     0.25%  memtier_benchma  [kernel.kallsyms]      [k] update_load_avg
     0.46%     0.01%  memcached        [kernel.kallsyms]      [k] free_swap_slot
     0.46%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_ctl
     0.45%     0.01%  kswapd0          [kernel.kallsyms]      [k] default_send_IPI_mask_sequence_phys
     0.45%     0.00%  memcached        [kernel.kallsyms]      [k] swapcache_free_entries
     0.43%     0.43%  kswapd0          [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     0.43%     0.14%  swapper          [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.43%     0.34%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.42%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] check_preempt_curr
     0.42%     0.01%  swapper          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.42%     0.09%  memcached        [kernel.kallsyms]      [k] check_preempt_curr
     0.41%     0.30%  memtier_benchma  [kernel.kallsyms]      [k] mod_objcg_state
     0.41%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.40%     0.01%  memcached        [kernel.kallsyms]      [k] skb_release_head_state
     0.40%     0.37%  memcached        [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.40%     0.00%  kswapd0          [kernel.kallsyms]      [k] isolate_pages
     0.40%     0.02%  kswapd0          [kernel.kallsyms]      [k] scan_pages
     0.40%     0.20%  memtier_benchma  [kernel.kallsyms]      [k] sock_poll
     0.40%     0.06%  swapper          [kernel.kallsyms]      [k] hrtimer_next_event_without
     0.39%     0.03%  memcached        [kernel.kallsyms]      [k] unix_destruct_scm
     0.39%     0.39%  swapper          [kernel.kallsyms]      [k] get_typical_interval
     0.39%     0.10%  swapper          [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.38%     0.03%  swapper          [kernel.kallsyms]      [k] sched_clock_cpu
     0.38%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_call_function
     0.38%     0.18%  memcached        [kernel.kallsyms]      [k] sock_poll
     0.37%     0.37%  kswapd0          [kernel.kallsyms]      [k] __list_del_entry_valid
     0.36%     0.36%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.36%     0.00%  memcached        [kernel.kallsyms]      [k] ptep_clear_flush
     0.36%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] __check_object_size.part.0
     0.36%     0.01%  memcached        [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.36%     0.00%  memcached        [kernel.kallsyms]      [k] arch_tlbbatch_flush
     0.36%     0.20%  memtier_benchma  [kernel.kallsyms]      [k] update_curr
     0.36%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     0.35%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_head_state
     0.35%     0.35%  memcached        [kernel.kallsyms]      [k] update_cfs_group
     0.35%     0.00%  kswapd0          [kernel.kallsyms]      [k] lzorle_compress
     0.35%     0.06%  memcached        [kernel.kallsyms]      [k] sock_wfree
     0.35%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_from_iter
     0.35%     0.01%  kswapd0          [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.35%     0.35%  swapper          [kernel.kallsyms]      [k] native_sched_clock
     0.34%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] unix_destruct_scm
     0.34%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] do_vfs_ioctl
     0.34%     0.03%  kswapd0          [kernel.kallsyms]      [k] sort_page
     0.34%     0.26%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock
     0.33%     0.22%  swapper          [kernel.kallsyms]      [k] poll_idle
     0.32%     0.32%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_mm_malloc_
     0.32%     0.32%  memtier_benchma  [kernel.kallsyms]      [k] __entry_text_start
     0.32%     0.17%  memcached        [kernel.kallsyms]      [k] mod_objcg_state
     0.32%     0.29%  memcached        [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.32%     0.17%  swapper          [kernel.kallsyms]      [k] update_load_avg
     0.32%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] __fget_light
     0.31%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] sock_wfree
     0.31%     0.22%  memcached        [kernel.kallsyms]      [k] flush_tlb_func
     0.31%     0.15%  swapper          [kernel.kallsyms]      [k] _raw_spin_lock
     0.31%     0.28%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.30%     0.30%  memcached        memcached              [.] 0x000000000001d9ad
     0.30%     0.04%  memcached        [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.30%     0.30%  memtier_benchma  [kernel.kallsyms]      [k] update_cfs_group
     0.30%     0.09%  swapper          [kernel.kallsyms]      [k] get_next_timer_interrupt
     0.29%     0.10%  memcached        [kernel.kallsyms]      [k] __check_object_size.part.0
     0.29%     0.29%  memcached        [kernel.kallsyms]      [k] __switch_to_xtra
     0.29%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] sock_ioctl
     0.29%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.29%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.29%     0.28%  memcached        [kernel.kallsyms]      [k] __slab_free
     0.29%     0.04%  memcached        [kernel.kallsyms]      [k] unix_write_space
     0.29%     0.06%  memcached        [kernel.kallsyms]      [k] __fget_light
     0.28%     0.28%  kswapd0          [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.28%     0.02%  memcached        [kernel.kallsyms]      [k] unix_stream_read_actor
     0.28%     0.28%  swapper          [kernel.kallsyms]      [k] read_tsc
     0.28%     0.28%  memtier_benchma  libevent-2.1.so.6.0.2  [.] evbuffer_drain
     0.27%     0.27%  memcached        libc-2.28.so           [.] epoll_wait
     0.26%     0.15%  swapper          [kernel.kallsyms]      [k] __hrtimer_next_event_base
     0.26%     0.01%  memcached        [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.26%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] _copy_to_iter
     0.26%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] select_idle_sibling
     0.26%     0.14%  memcached        [kernel.kallsyms]      [k] update_curr
     0.25%     0.01%  memcached        [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.25%     0.02%  memcached        [kernel.kallsyms]      [k] __skb_datagram_iter
     0.25%     0.25%  memcached        libevent-2.1.so.6.0.2  [.] evmap_io_active_
     0.25%     0.25%  swapper          [kernel.kallsyms]      [k] __switch_to_xtra
     0.25%     0.00%  swapper          [kernel.kallsyms]      [k] __run_hrtimer
     0.25%     0.00%  swapper          [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.25%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.25%     0.04%  memcached        [kernel.kallsyms]      [k] select_idle_sibling
     0.24%     0.00%  memcached        [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.24%     0.23%  memtier_benchma  [kernel.kallsyms]      [k] __fget_files
     0.24%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_timer
     0.24%     0.24%  memcached        [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     0.24%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] unix_write_space
     0.24%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.23%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] sock_do_ioctl
     0.23%     0.23%  memcached        libevent-2.1.so.6.0.2  [.] event_base_loop
     0.23%     0.23%  swapper          [kernel.kallsyms]      [k] menu_update
     0.23%     0.23%  swapper          [kernel.kallsyms]      [k] load_new_mm_cr3
     0.23%     0.23%  memcached        [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath.part.0
     0.23%     0.22%  memcached        [kernel.kallsyms]      [k] __fget_files
     0.23%     0.06%  swapper          [kernel.kallsyms]      [k] cpuidle_governor_latency_req
     0.23%     0.22%  memtier_benchma  [kernel.kallsyms]      [k] __slab_free
     0.23%     0.19%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock
     0.22%     0.22%  memtier_benchma  [kernel.kallsyms]      [k] syscall_return_via_sysret
     0.22%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] _copy_from_user
     0.22%     0.08%  memcached        [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
