# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 692K of event 'cycles'
# Event count (approx.): 25203436475488
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     4.15%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_node_memcgs
     4.15%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_node
     4.15%     0.03%  memcached        [kernel.kallsyms]      [k] alloc_skb_with_frags
     4.14%     0.00%  kswapd0          [kernel.kallsyms]      [k] lru_gen_shrink_lruvec
     4.13%     0.00%  kswapd0          [kernel.kallsyms]      [k] evict_pages
     4.12%     0.08%  memcached        [kernel.kallsyms]      [k] __alloc_skb
     4.02%     0.02%  kswapd0          [kernel.kallsyms]      [k] shrink_page_list
     3.99%     0.11%  memcached        [kernel.kallsyms]      [k] ep_poll
     3.99%     0.03%  memcached        [kernel.kallsyms]      [k] swap_readpage
     3.98%     0.14%  memcached        [kernel.kallsyms]      [k] __wake_up_common_lock
     3.93%     0.07%  swapper          [kernel.kallsyms]      [k] schedule_idle
     3.88%     0.01%  memcached        [kernel.kallsyms]      [k] ptep_clear_flush
     3.87%     0.06%  memcached        [kernel.kallsyms]      [k] bdev_read_page
     3.87%     0.09%  memcached        [kernel.kallsyms]      [k] flush_tlb_mm_range
     3.87%     0.05%  memcached        [kernel.kallsyms]      [k] sock_def_readable
     3.85%     0.37%  swapper          [kernel.kallsyms]      [k] __schedule
     3.81%     0.97%  memcached        [kernel.kallsyms]      [k] flush_smp_call_function_queue
     3.78%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_charge
     3.78%     0.02%  memcached        [kernel.kallsyms]      [k] __sysvec_call_function
     3.59%     0.06%  memcached        [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     3.50%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_epoll_wait
     3.43%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_wait
     3.40%     0.16%  memcached        [kernel.kallsyms]      [k] __wake_up_common
     3.40%     0.03%  memcached        [kernel.kallsyms]      [k] ksys_read
     3.37%     3.13%  memcached        [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath.part.0
     3.34%     0.25%  memcached        [kernel.kallsyms]      [k] ep_poll_callback
     3.28%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll
     3.26%     0.10%  memcached        [kernel.kallsyms]      [k] vfs_read
     3.22%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common_lock
     3.14%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] consume_skb
     3.12%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] sock_def_readable
     3.12%     0.01%  memcached        [kernel.kallsyms]      [k] zcomp_decompress
     3.10%     0.02%  memcached        [kernel.kallsyms]      [k] lzorle_decompress
     3.08%     2.74%  memcached        [kernel.kallsyms]      [k] lzo1x_decompress_safe
     3.08%     0.04%  memcached        [kernel.kallsyms]      [k] new_sync_read
     3.07%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common
     3.03%     0.05%  memcached        [kernel.kallsyms]      [k] sock_read_iter
     3.01%     0.18%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll_callback
     2.98%     0.03%  memcached        [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     2.96%     0.02%  memcached        [kernel.kallsyms]      [k] unix_stream_recvmsg
     2.94%     0.07%  memcached        [kernel.kallsyms]      [k] schedule
     2.93%     0.08%  memcached        [kernel.kallsyms]      [k] unix_stream_read_generic
     2.87%     0.65%  memcached        [kernel.kallsyms]      [k] __schedule
     2.85%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_data
     2.82%     0.05%  memcached        [kernel.kallsyms]      [k] autoremove_wake_function
     2.79%     0.39%  memtier_benchma  [kernel.kallsyms]      [k] kfree
     2.75%     0.12%  memcached        [kernel.kallsyms]      [k] try_to_wake_up
     2.58%     0.28%  memcached        [kernel.kallsyms]      [k] kmem_cache_alloc_node
     2.57%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] autoremove_wake_function
     2.54%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     2.51%     0.47%  memtier_benchma  [kernel.kallsyms]      [k] try_charge_memcg
     2.51%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] try_to_wake_up
     2.46%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] refill_stock
     2.46%     0.03%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge
     2.45%     0.39%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock
     2.40%     0.02%  memcached        [kernel.kallsyms]      [k] pageout
     2.38%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] drain_stock
     2.36%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_uncharge
     2.30%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     2.28%     0.77%  memcached        [kernel.kallsyms]      [k] refill_obj_stock
     2.26%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] schedule
     2.22%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_writepage
     2.21%     0.00%  memcached        [kernel.kallsyms]      [k] bdev_write_page
     2.21%     0.36%  memtier_benchma  [kernel.kallsyms]      [k] __schedule
     2.09%     0.02%  memcached        [kernel.kallsyms]      [k] consume_skb
     2.08%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     2.07%     0.01%  kswapd0          [kernel.kallsyms]      [k] arch_tlbbatch_flush
     2.02%     0.71%  memtier_benchma  [kernel.kallsyms]      [k] refill_obj_stock
     2.02%     0.03%  memcached        [kernel.kallsyms]      [k] rmap_walk_anon
     1.96%     0.20%  memcached        [kernel.kallsyms]      [k] __zram_bvec_write.constprop.0.isra.0
     1.84%     1.84%  memtier_benchma  [kernel.kallsyms]      [k] propagate_protected_usage
     1.83%     0.00%  kswapd0          [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     1.83%     0.90%  kswapd0          [kernel.kallsyms]      [k] smp_call_function_many_cond
     1.80%     0.07%  memcached        [kernel.kallsyms]      [k] default_send_IPI_mask_sequence_phys
     1.77%     0.06%  memcached        [kernel.kallsyms]      [k] skb_release_data
     1.74%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     1.73%     1.36%  memcached        [kernel.kallsyms]      [k] flush_tlb_func
     1.67%     0.29%  memcached        [kernel.kallsyms]      [k] kfree
     1.66%     0.36%  swapper          [kernel.kallsyms]      [k] menu_select
     1.58%     0.00%  memcached        [kernel.kallsyms]      [k] page_check_references.isra.0
     1.57%     0.00%  memcached        [kernel.kallsyms]      [k] page_referenced
     1.47%     1.15%  swapper          [kernel.kallsyms]      [k] switch_mm_irqs_off
     1.46%     1.46%  memcached        [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     1.45%     0.80%  memcached        [kernel.kallsyms]      [k] drain_obj_stock
     1.43%     0.01%  memcached        [kernel.kallsyms]      [k] page_referenced_one
     1.35%     0.02%  memcached        [kernel.kallsyms]      [k] kmalloc_reserve
     1.33%     0.37%  memcached        [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     1.31%     0.99%  memcached        [kernel.kallsyms]      [k] llist_add_batch
     1.31%     1.09%  memtier_benchma  [kernel.kallsyms]      [k] drain_obj_stock
     1.27%     0.19%  swapper          [kernel.kallsyms]      [k] asm_sysvec_call_function
     1.26%     1.26%  memcached        [kernel.kallsyms]      [k] llist_reverse_order
     1.25%     0.33%  memcached        [kernel.kallsyms]      [k] try_charge_memcg
     1.23%     0.48%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_try_charge
     1.23%     1.23%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_cancel
     1.19%     0.12%  memcached        [kernel.kallsyms]      [k] lru_gen_scan_around
     1.18%     0.03%  memcached        [kernel.kallsyms]      [k] ttwu_do_activate
     1.15%     0.33%  memcached        [kernel.kallsyms]      [k] enqueue_task_fair
     1.14%     0.07%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     1.09%     0.01%  memcached        [kernel.kallsyms]      [k] __swap_entry_free
     1.06%     0.01%  swapper          [kernel.kallsyms]      [k] sysvec_call_function
     1.06%     0.04%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock_irq
     1.03%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_activate
     1.02%     0.04%  memcached        [kernel.kallsyms]      [k] free_swap_slot
     0.99%     0.28%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task_fair
     0.98%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.98%     0.01%  memcached        [kernel.kallsyms]      [k] swapcache_free_entries
     0.94%     0.01%  kswapd0          [kernel.kallsyms]      [k] pageout
     0.94%     0.02%  memcached        [kernel.kallsyms]      [k] page_counter_uncharge
     0.92%     0.06%  memcached        [kernel.kallsyms]      [k] refill_stock
     0.91%     0.01%  memcached        [kernel.kallsyms]      [k] lzorle_compress
     0.90%     0.02%  memcached        [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.88%     0.12%  memcached        [kernel.kallsyms]      [k] ep_send_events
     0.88%     0.00%  kswapd0          [kernel.kallsyms]      [k] __swap_writepage
     0.87%     0.01%  kswapd0          [kernel.kallsyms]      [k] bdev_write_page
     0.87%     0.38%  memcached        [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     0.86%     0.17%  memtier_benchma  [kernel.kallsyms]      [k] ep_send_events
     0.85%     0.85%  memcached        libpthread-2.28.so     [.] __pthread_mutex_lock
     0.83%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_call_function
     0.82%     0.19%  swapper          [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.82%     0.01%  kswapd0          [kernel.kallsyms]      [k] zram_rw_page
     0.82%     0.56%  memcached        [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.81%     0.30%  memcached        [kernel.kallsyms]      [k] enqueue_entity
     0.78%     0.03%  kswapd0          [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.77%     0.01%  memcached        [kernel.kallsyms]      [k] drain_stock
     0.75%     0.05%  memcached        [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.75%     0.09%  swapper          [kernel.kallsyms]      [k] pick_next_task_fair
     0.75%     0.52%  memcached        [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.75%     0.12%  kswapd0          [kernel.kallsyms]      [k] __zram_bvec_write.constprop.0.isra.0
     0.73%     0.48%  memtier_benchma  [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.71%     0.26%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_entity
     0.71%     0.53%  memcached        [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.68%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_work
     0.67%     0.31%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.67%     0.01%  memcached        [kernel.kallsyms]      [k] zs_malloc
     0.67%     0.67%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_mm_free_
     0.65%     0.65%  swapper          [kernel.kallsyms]      [k] __switch_to_asm
     0.64%     0.13%  swapper          [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.63%     0.00%  memcached        [kernel.kallsyms]      [k] add_to_swap
     0.62%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_task_fair
     0.62%     0.02%  kswapd0          [kernel.kallsyms]      [k] default_send_IPI_mask_sequence_phys
     0.61%     0.06%  memcached        [kernel.kallsyms]      [k] dequeue_task_fair
     0.59%     0.57%  memcached        [kernel.kallsyms]      [k] page_counter_cancel
     0.59%     0.59%  kswapd0          [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     0.57%     0.18%  memcached        [kernel.kallsyms]      [k] select_task_rq_fair
     0.56%     0.32%  memtier_benchma  [kernel.kallsyms]      [k] __audit_syscall_exit
     0.56%     0.21%  memtier_benchma  [kernel.kallsyms]      [k] kmem_cache_free
     0.55%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_entity
     0.54%     0.07%  memcached        [kernel.kallsyms]      [k] dequeue_entity
     0.54%     0.09%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_sleep_length
     0.54%     0.02%  memcached        [kernel.kallsyms]      [k] handle_pte_fault
     0.53%     0.09%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_enter
     0.53%     0.39%  memcached        [kernel.kallsyms]      [k] page_counter_try_charge
     0.52%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] kmalloc_reserve
     0.51%     0.09%  memcached        [kernel.kallsyms]      [k] syscall_exit_work
     0.51%     0.27%  memtier_benchma  [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     0.51%     0.34%  memcached        [kernel.kallsyms]      [k] kmem_cache_free
     0.50%     0.18%  memtier_benchma  [kernel.kallsyms]      [k] select_task_rq_fair
     0.49%     0.01%  kswapd0          [kernel.kallsyms]      [k] rmap_walk_anon
     0.49%     0.30%  swapper          [kernel.kallsyms]      [k] __switch_to
     0.48%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_unmap
     0.47%     0.01%  swapper          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.47%     0.24%  swapper          [kernel.kallsyms]      [k] ktime_get
     0.47%     0.00%  swapper          [kernel.kallsyms]      [k] start_kernel
     0.47%     0.26%  memcached        [kernel.kallsyms]      [k] update_load_avg
     0.46%     0.46%  memtier_benchma  [kernel.kallsyms]      [k] copy_user_generic_string
     0.46%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.46%     0.02%  memcached        [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.45%     0.17%  swapper          [kernel.kallsyms]      [k] set_next_entity
     0.45%     0.44%  memtier_benchma  [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.45%     0.35%  swapper          [kernel.kallsyms]      [k] poll_idle
     0.45%     0.05%  memcached        [kernel.kallsyms]      [k] get_swap_page
     0.44%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_read_actor
     0.44%     0.03%  memcached        [kernel.kallsyms]      [k] lru_cache_add
     0.44%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_epoll_ctl
     0.44%     0.00%  kswapd0          [kernel.kallsyms]      [k] lzorle_compress
     0.44%     0.00%  memcached        [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.43%     0.01%  kswapd0          [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.42%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.42%     0.03%  memcached        [kernel.kallsyms]      [k] __pagevec_lru_add
     0.42%     0.21%  memcached        [kernel.kallsyms]      [k] __switch_to
     0.42%     0.24%  memcached        [kernel.kallsyms]      [k] __audit_syscall_exit
     0.42%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_ioctl
     0.41%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __skb_datagram_iter
     0.40%     0.21%  memtier_benchma  [kernel.kallsyms]      [k] update_load_avg
     0.40%     0.03%  memcached        [kernel.kallsyms]      [k] swap_range_free
     0.40%     0.39%  memcached        [kernel.kallsyms]      [k] propagate_protected_usage
     0.40%     0.31%  memcached        [kernel.kallsyms]      [k] zs_map_object
     0.39%     0.02%  memcached        [kernel.kallsyms]      [k] mem_cgroup_swapin_charge_page
     0.39%     0.17%  memcached        [kernel.kallsyms]      [k] try_to_unmap_one
     0.38%     0.00%  memcached        [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.38%     0.01%  memcached        [kernel.kallsyms]      [k] hrtimer_interrupt
     0.38%     0.07%  memcached        [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.38%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.38%     0.01%  memcached        [kernel.kallsyms]      [k] lock_page_lruvec_irqsave
     0.36%     0.06%  memcached        [kernel.kallsyms]      [k] zram_slot_free_notify
     0.36%     0.30%  memcached        [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.36%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.35%     0.35%  memcached        memcached              [.] 0x000000000001d9bd
     0.35%     0.00%  memcached        [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.35%     0.00%  memcached        [kernel.kallsyms]      [k] __run_hrtimer
     0.34%     0.10%  memcached        [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.34%     0.34%  kswapd0          [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.34%     0.00%  memcached        [kernel.kallsyms]      [k] tick_sched_timer
     0.33%     0.02%  swapper          [kernel.kallsyms]      [k] sched_clock_cpu
     0.33%     0.13%  memcached        [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.33%     0.33%  memcached        [kernel.kallsyms]      [k] native_flush_tlb_local
     0.33%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.33%     0.29%  memcached        [kernel.kallsyms]      [k] _find_next_bit
     0.33%     0.01%  swapper          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.32%     0.04%  memcached        [kernel.kallsyms]      [k] cpumask_next
     0.32%     0.00%  memcached        [kernel.kallsyms]      [k] tick_sched_handle
     0.32%     0.31%  memcached        [kernel.kallsyms]      [k] __list_del_entry_valid
     0.31%     0.01%  memcached        [kernel.kallsyms]      [k] update_process_times
     0.31%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] check_preempt_curr
     0.31%     0.21%  memtier_benchma  [kernel.kallsyms]      [k] mod_objcg_state
     0.31%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_ctl
     0.31%     0.02%  memcached        [kernel.kallsyms]      [k] mem_cgroup_try_charge_swap
     0.31%     0.06%  memcached        [kernel.kallsyms]      [k] check_preempt_curr
     0.31%     0.31%  swapper          [kernel.kallsyms]      [k] get_typical_interval
     0.30%     0.30%  swapper          [kernel.kallsyms]      [k] native_sched_clock
     0.30%     0.03%  memcached        [kernel.kallsyms]      [k] zram_free_page
     0.30%     0.01%  memcached        [kernel.kallsyms]      [k] skb_release_head_state
     0.30%     0.13%  memcached        [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.29%     0.09%  swapper          [kernel.kallsyms]      [k] tick_nohz_next_event
     0.29%     0.07%  memcached        [kernel.kallsyms]      [k] get_page_from_freelist
     0.29%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_check_references.isra.0
     0.29%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_referenced
     0.29%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_from_iter
     0.29%     0.28%  swapper          [kernel.kallsyms]      [k] load_new_mm_cr3
     0.29%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] __check_object_size.part.0
     0.28%     0.00%  memcached        [kernel.kallsyms]      [k] pagevec_lru_move_fn
     0.28%     0.02%  memcached        [kernel.kallsyms]      [k] unix_destruct_scm
     0.28%     0.00%  kswapd0          [kernel.kallsyms]      [k] add_to_swap
     0.28%     0.07%  memcached        [kernel.kallsyms]      [k] irqtime_account_irq
     0.28%     0.20%  memcached        [kernel.kallsyms]      [k] xas_load
     0.28%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] sock_poll
     0.28%     0.00%  swapper          [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.28%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] __fget_light
     0.28%     0.00%  swapper          [kernel.kallsyms]      [k] __run_hrtimer
     0.28%     0.01%  memcached        [kernel.kallsyms]      [k] __remove_mapping
     0.28%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_head_state
     0.27%     0.00%  memcached        [kernel.kallsyms]      [k] activate_page
     0.27%     0.02%  memcached        [kernel.kallsyms]      [k] sched_clock_cpu
     0.27%     0.14%  memcached        [kernel.kallsyms]      [k] mod_objcg_state
     0.27%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_timer
     0.27%     0.04%  memcached        [kernel.kallsyms]      [k] lookup_swap_cache
     0.26%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] unix_destruct_scm
     0.26%     0.00%  memcached        [kernel.kallsyms]      [k] mem_cgroup_uncharge_swap
     0.26%     0.26%  memcached        [kernel.kallsyms]      [k] update_cfs_group
     0.26%     0.04%  memcached        [kernel.kallsyms]      [k] __irq_exit_rcu
     0.26%     0.26%  memcached        libc-2.28.so           [.] epoll_wait
     0.26%     0.23%  memcached        [kernel.kallsyms]      [k] up_read
     0.26%     0.04%  memcached        [kernel.kallsyms]      [k] sock_wfree
     0.25%     0.25%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.25%     0.19%  memcached        [kernel.kallsyms]      [k] obj_malloc
     0.25%     0.02%  memcached        [kernel.kallsyms]      [k] __mem_cgroup_charge
     0.25%     0.15%  memtier_benchma  [kernel.kallsyms]      [k] update_curr
     0.25%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_handle
     0.25%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] do_vfs_ioctl
     0.25%     0.01%  swapper          [kernel.kallsyms]      [k] update_process_times
     0.25%     0.25%  memcached        [kernel.kallsyms]      [k] native_sched_clock
     0.25%     0.01%  memcached        [kernel.kallsyms]      [k] scheduler_tick
     0.25%     0.22%  memcached        [kernel.kallsyms]      [k] copy_page
