# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 517K of event 'cycles'
# Event count (approx.): 19304054356589
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     4.11%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] consume_skb
     4.03%     0.13%  memcached        [kernel.kallsyms]      [k] vfs_read
     4.03%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_wait
     4.02%     0.03%  memcached        [kernel.kallsyms]      [k] zram_rw_page
     3.88%     0.12%  memcached        [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     3.87%     0.14%  memcached        [kernel.kallsyms]      [k] __wake_up_common_lock
     3.86%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll
     3.80%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_data
     3.79%     0.09%  memcached        [kernel.kallsyms]      [k] new_sync_read
     3.76%     0.07%  memcached        [kernel.kallsyms]      [k] sock_def_readable
     3.75%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     3.74%     0.48%  memtier_benchma  [kernel.kallsyms]      [k] kfree
     3.70%     0.65%  memtier_benchma  [kernel.kallsyms]      [k] try_charge_memcg
     3.70%     0.09%  memcached        [kernel.kallsyms]      [k] sock_read_iter
     3.58%     0.04%  memcached        [kernel.kallsyms]      [k] unix_stream_recvmsg
     3.56%     0.18%  memcached        [kernel.kallsyms]      [k] __wake_up_common
     3.56%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] refill_stock
     3.54%     0.13%  memcached        [kernel.kallsyms]      [k] unix_stream_read_generic
     3.49%     0.44%  memcached        [kernel.kallsyms]      [k] ep_poll_callback
     3.47%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] drain_stock
     3.44%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_uncharge
     3.42%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common_lock
     3.34%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] sock_def_readable
     3.24%     0.17%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common
     3.17%     0.19%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll_callback
     3.09%     0.08%  memcached        [kernel.kallsyms]      [k] schedule
     3.07%     0.05%  memcached        [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     3.02%     0.04%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge
     3.02%     0.62%  memcached        [kernel.kallsyms]      [k] __schedule
     2.98%     0.36%  memcached        [kernel.kallsyms]      [k] kmem_cache_alloc_node
     2.96%     0.00%  memcached        [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     2.96%     1.41%  memcached        [kernel.kallsyms]      [k] smp_call_function_many_cond
     2.90%     2.89%  memtier_benchma  [kernel.kallsyms]      [k] propagate_protected_usage
     2.87%     2.84%  memcached        [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath.part.0
     2.85%     0.08%  swapper          [kernel.kallsyms]      [k] schedule_idle
     2.77%     0.98%  memcached        [kernel.kallsyms]      [k] refill_obj_stock
     2.76%     0.33%  swapper          [kernel.kallsyms]      [k] __schedule
     2.74%     0.06%  memcached        [kernel.kallsyms]      [k] autoremove_wake_function
     2.69%     0.10%  memcached        [kernel.kallsyms]      [k] try_to_wake_up
     2.67%     0.02%  memcached        [kernel.kallsyms]      [k] swap_readpage
     2.66%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] autoremove_wake_function
     2.62%     0.91%  memtier_benchma  [kernel.kallsyms]      [k] refill_obj_stock
     2.59%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] try_to_wake_up
     2.55%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     2.53%     0.03%  memcached        [kernel.kallsyms]      [k] bdev_read_page
     2.51%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] schedule
     2.49%     0.02%  memcached        [kernel.kallsyms]      [k] consume_skb
     2.48%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     2.44%     0.43%  memtier_benchma  [kernel.kallsyms]      [k] __schedule
     2.42%     0.01%  memcached        [kernel.kallsyms]      [k] arch_tlbbatch_flush
     2.41%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     2.39%     0.11%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock_irq
     2.35%     0.09%  memcached        [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     2.15%     0.06%  memcached        [kernel.kallsyms]      [k] skb_release_data
     2.11%     0.33%  swapper          [kernel.kallsyms]      [k] menu_select
     2.09%     0.50%  memcached        [kernel.kallsyms]      [k] asm_sysvec_call_function
     2.07%     0.35%  memcached        [kernel.kallsyms]      [k] kfree
     2.02%     0.30%  memcached        [kernel.kallsyms]      [k] rmap_walk_anon
     1.93%     0.00%  memcached        [kernel.kallsyms]      [k] zcomp_decompress
     1.92%     0.01%  memcached        [kernel.kallsyms]      [k] lzorle_decompress
     1.91%     1.82%  memcached        [kernel.kallsyms]      [k] lzo1x_decompress_safe
     1.85%     0.67%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_try_charge
     1.83%     0.02%  memcached        [kernel.kallsyms]      [k] shrink_active_list
     1.81%     0.01%  memcached        [kernel.kallsyms]      [k] wp_page_copy
     1.76%     1.07%  memcached        [kernel.kallsyms]      [k] drain_obj_stock
     1.74%     0.01%  memcached        [kernel.kallsyms]      [k] pageout
     1.72%     0.01%  memcached        [kernel.kallsyms]      [k] page_referenced
     1.70%     1.40%  memtier_benchma  [kernel.kallsyms]      [k] drain_obj_stock
     1.69%     1.69%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_cancel
     1.61%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_writepage
     1.60%     0.00%  memcached        [kernel.kallsyms]      [k] bdev_write_page
     1.59%     0.02%  memcached        [kernel.kallsyms]      [k] kmalloc_reserve
     1.58%     0.02%  memcached        [kernel.kallsyms]      [k] sysvec_call_function
     1.57%     0.45%  memcached        [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     1.47%     0.42%  memcached        [kernel.kallsyms]      [k] flush_smp_call_function_queue
     1.47%     0.10%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     1.44%     0.37%  memcached        [kernel.kallsyms]      [k] try_charge_memcg
     1.40%     0.01%  memcached        [kernel.kallsyms]      [k] __sysvec_call_function
     1.40%     0.17%  memcached        [kernel.kallsyms]      [k] __zram_bvec_write.constprop.0.isra.0
     1.31%     0.10%  memcached        [kernel.kallsyms]      [k] shrink_slab_memcg
     1.30%     0.02%  memcached        [kernel.kallsyms]      [k] do_shrink_slab
     1.20%     0.01%  memcached        [kernel.kallsyms]      [k] page_counter_uncharge
     1.17%     0.27%  memtier_benchma  [kernel.kallsyms]      [k] ep_send_events
     1.16%     0.06%  memcached        [kernel.kallsyms]      [k] refill_stock
     1.15%     0.01%  memcached        [kernel.kallsyms]      [k] page_check_references.isra.0
     1.15%     0.00%  memcached        [kernel.kallsyms]      [k] add_to_swap
     1.12%     0.00%  kswapd0          [kernel.kallsyms]      [k] kswapd
     1.12%     0.00%  kswapd0          [kernel.kallsyms]      [k] kthread
     1.12%     0.00%  kswapd0          [kernel.kallsyms]      [k] ret_from_fork
     1.11%     0.00%  kswapd0          [kernel.kallsyms]      [k] balance_pgdat
     1.11%     0.01%  kswapd0          [kernel.kallsyms]      [k] shrink_node
     1.10%     0.02%  kswapd0          [kernel.kallsyms]      [k] shrink_node_memcgs
     1.09%     0.18%  memcached        [kernel.kallsyms]      [k] ep_send_events
     1.09%     0.03%  memcached        [kernel.kallsyms]      [k] ttwu_do_activate
     1.06%     0.01%  memcached        [kernel.kallsyms]      [k] drain_stock
     1.05%     0.32%  memcached        [kernel.kallsyms]      [k] enqueue_task_fair
     1.05%     0.47%  memcached        [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     1.05%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_activate
     1.04%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     1.01%     0.13%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_sleep_length
     1.01%     0.50%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock
     1.01%     0.29%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task_fair
     1.00%     0.07%  memcached        [kernel.kallsyms]      [k] get_swap_page
     0.98%     0.64%  memcached        [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.96%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_entry_free
     0.92%     0.63%  memcached        [kernel.kallsyms]      [k] count_shadow_nodes
     0.92%     0.58%  memtier_benchma  [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.90%     0.01%  memcached        [kernel.kallsyms]      [k] free_swap_slot
     0.89%     0.89%  memcached        libpthread-2.28.so     [.] __pthread_mutex_lock
     0.89%     0.01%  memcached        [kernel.kallsyms]      [k] swapcache_free_entries
     0.88%     0.06%  memcached        [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     0.87%     0.00%  memcached        [kernel.kallsyms]      [k] ptep_clear_flush
     0.86%     0.02%  memcached        [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.86%     0.06%  memcached        [kernel.kallsyms]      [k] page_referenced_one
     0.84%     0.67%  swapper          [kernel.kallsyms]      [k] switch_mm_irqs_off
     0.79%     0.64%  memcached        [kernel.kallsyms]      [k] page_vma_mapped_walk
     0.78%     0.01%  memcached        [kernel.kallsyms]      [k] lzorle_compress
     0.78%     0.01%  memcached        [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.77%     0.77%  memtier_benchma  [unknown]              [.] 0x00007f8dc0482aab
     0.73%     0.29%  memcached        [kernel.kallsyms]      [k] enqueue_entity
     0.73%     0.01%  kswapd0          [kernel.kallsyms]      [k] do_shrink_slab
     0.73%     0.08%  swapper          [kernel.kallsyms]      [k] pick_next_task_fair
     0.72%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_work
     0.71%     0.25%  memtier_benchma  [kernel.kallsyms]      [k] kmem_cache_free
     0.71%     0.03%  memcached        [kernel.kallsyms]      [k] default_send_IPI_mask_sequence_phys
     0.71%     0.71%  memcached        [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     0.70%     0.25%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_entity
     0.69%     0.53%  memcached        [kernel.kallsyms]      [k] flush_tlb_func
     0.68%     0.67%  memcached        [kernel.kallsyms]      [k] page_counter_cancel
     0.65%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_task_fair
     0.64%     0.54%  memcached        [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.63%     0.15%  memcached        [kernel.kallsyms]      [k] shrink_slab
     0.63%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] kmalloc_reserve
     0.61%     0.33%  memtier_benchma  [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     0.60%     0.34%  memtier_benchma  [kernel.kallsyms]      [k] __audit_syscall_exit
     0.59%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_epoll_ctl
     0.59%     0.11%  memcached        [kernel.kallsyms]      [k] syscall_exit_work
     0.59%     0.58%  memcached        [kernel.kallsyms]      [k] propagate_protected_usage
     0.59%     0.02%  kswapd0          [kernel.kallsyms]      [k] shrink_slab_memcg
     0.59%     0.41%  memcached        [kernel.kallsyms]      [k] kmem_cache_free
     0.58%     0.57%  memtier_benchma  [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.58%     0.00%  khugepaged       [kernel.kallsyms]      [k] khugepaged_scan_pmd
     0.58%     0.00%  khugepaged       [kernel.kallsyms]      [k] khugepaged
     0.58%     0.00%  khugepaged       [kernel.kallsyms]      [k] khugepaged_do_scan
     0.58%     0.00%  khugepaged       [kernel.kallsyms]      [k] khugepaged_scan_mm_slot
     0.58%     0.00%  khugepaged       [kernel.kallsyms]      [k] kthread
     0.58%     0.00%  khugepaged       [kernel.kallsyms]      [k] ret_from_fork
     0.58%     0.00%  khugepaged       [kernel.kallsyms]      [k] collapse_huge_page
     0.57%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_node_memcgs
     0.57%     0.00%  khugepaged       [kernel.kallsyms]      [k] __alloc_pages
     0.57%     0.00%  khugepaged       [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     0.57%     0.00%  khugepaged       [kernel.kallsyms]      [k] do_try_to_free_pages
     0.57%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_node
     0.57%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_zones
     0.57%     0.00%  khugepaged       [kernel.kallsyms]      [k] try_to_free_pages
     0.57%     0.05%  memcached        [kernel.kallsyms]      [k] lru_note_cost
     0.57%     0.09%  memcached        [kernel.kallsyms]      [k] dequeue_task_fair
     0.57%     0.41%  kswapd0          [kernel.kallsyms]      [k] count_shadow_nodes
     0.56%     0.00%  memcached        [kernel.kallsyms]      [k] get_swap_pages
     0.56%     0.56%  memcached        memcached              [.] 0x000000000001d9bd
     0.55%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_entity
     0.55%     0.55%  memcached        [kernel.kallsyms]      [k] __list_del_entry_valid
     0.54%     0.07%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_enter
     0.54%     0.32%  swapper          [kernel.kallsyms]      [k] __switch_to
     0.53%     0.53%  memtier_benchma  [kernel.kallsyms]      [k] copy_user_generic_string
     0.53%     0.20%  memcached        [kernel.kallsyms]      [k] select_task_rq_fair
     0.53%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_lruvec
     0.53%     0.43%  memcached        [kernel.kallsyms]      [k] scan_swap_map_slots
     0.52%     0.40%  memcached        [kernel.kallsyms]      [k] page_counter_try_charge
     0.52%     0.00%  kcompactd0       [kernel.kallsyms]      [k] compact_zone
     0.52%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kcompactd
     0.52%     0.00%  kcompactd0       [kernel.kallsyms]      [k] kthread
     0.52%     0.00%  kcompactd0       [kernel.kallsyms]      [k] proactive_compact_node
     0.52%     0.00%  kcompactd0       [kernel.kallsyms]      [k] ret_from_fork
     0.50%     0.20%  memtier_benchma  [kernel.kallsyms]      [k] select_task_rq_fair
     0.50%     0.09%  swapper          [kernel.kallsyms]      [k] tick_nohz_next_event
     0.50%     0.00%  kcompactd0       [kernel.kallsyms]      [k] unmap_and_move
     0.50%     0.00%  kcompactd0       [kernel.kallsyms]      [k] migrate_pages
     0.50%     0.46%  memcached        [kernel.kallsyms]      [k] down_read_trylock
     0.48%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_read_actor
     0.48%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_unmap
     0.48%     0.29%  memcached        [kernel.kallsyms]      [k] __audit_syscall_exit
     0.47%     0.23%  memcached        [kernel.kallsyms]      [k] __switch_to
     0.47%     0.24%  memcached        [kernel.kallsyms]      [k] page_lock_anon_vma_read
     0.47%     0.00%  swapper          [kernel.kallsyms]      [k] start_kernel
     0.47%     0.06%  memcached        [kernel.kallsyms]      [k] dequeue_entity
     0.47%     0.34%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.47%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.46%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __skb_datagram_iter
     0.45%     0.01%  kcompactd0       [kernel.kallsyms]      [k] __unmap_and_move
     0.45%     0.45%  memcached        [kernel.kallsyms]      [k] llist_reverse_order
     0.45%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_inactive_list
     0.45%     0.20%  swapper          [kernel.kallsyms]      [k] ktime_get
     0.44%     0.17%  swapper          [kernel.kallsyms]      [k] set_next_entity
     0.44%     0.12%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_ctl
     0.43%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.43%     0.06%  memcached        [kernel.kallsyms]      [k] isolate_lru_pages
     0.43%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_ioctl
     0.42%     0.06%  swapper          [kernel.kallsyms]      [k] asm_sysvec_call_function
     0.41%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.41%     0.06%  memcached        [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.40%     0.01%  swapper          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.40%     0.09%  memcached        [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.40%     0.09%  memcached        [kernel.kallsyms]      [k] workingset_refault
     0.40%     0.00%  khugepaged       [kernel.kallsyms]      [k] shrink_page_list
     0.39%     0.19%  memtier_benchma  [kernel.kallsyms]      [k] update_load_avg
     0.39%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.39%     0.32%  memcached        [kernel.kallsyms]      [k] llist_add_batch
     0.37%     0.25%  memtier_benchma  [kernel.kallsyms]      [k] mod_objcg_state
     0.37%     0.19%  memcached        [kernel.kallsyms]      [k] update_load_avg
     0.37%     0.18%  memtier_benchma  [kernel.kallsyms]      [k] sock_poll
     0.36%     0.07%  memcached        [kernel.kallsyms]      [k] cpumask_next
     0.36%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] check_preempt_curr
     0.36%     0.34%  memcached        [kernel.kallsyms]      [k] up_read
     0.36%     0.01%  kcompactd0       [kernel.kallsyms]      [k] rmap_walk_anon
     0.35%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_call_function
     0.35%     0.04%  memcached        [kernel.kallsyms]      [k] mem_cgroup_try_charge_swap
     0.35%     0.06%  memcached        [kernel.kallsyms]      [k] check_preempt_curr
     0.35%     0.05%  swapper          [kernel.kallsyms]      [k] hrtimer_next_event_without
     0.35%     0.00%  kcompactd0       [kernel.kallsyms]      [k] try_to_migrate
     0.34%     0.30%  memcached        [kernel.kallsyms]      [k] zs_map_object
     0.33%     0.27%  memcached        [kernel.kallsyms]      [k] xas_load
     0.33%     0.02%  memcached        [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.33%     0.30%  memcached        [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.32%     0.00%  kcompactd0       [kernel.kallsyms]      [k] try_to_migrate_one
     0.32%     0.29%  memcached        [kernel.kallsyms]      [k] _find_next_bit
     0.32%     0.32%  memtier_benchma  [unknown]              [.] 0x00007f8dc0481cf0
     0.32%     0.02%  memcached        [kernel.kallsyms]      [k] swap_range_free
     0.32%     0.01%  memcached        [kernel.kallsyms]      [k] skb_release_head_state
     0.31%     0.01%  memcached        [kernel.kallsyms]      [k] zs_malloc
     0.31%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] __fget_light
     0.31%     0.00%  memcached        [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.31%     0.12%  memcached        [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.31%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_from_iter
     0.31%     0.10%  swapper          [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.31%     0.16%  memcached        [kernel.kallsyms]      [k] sock_poll
     0.31%     0.26%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.30%     0.03%  memcached        [kernel.kallsyms]      [k] unix_destruct_scm
     0.30%     0.26%  memcached        [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.30%     0.00%  kcompactd0       [kernel.kallsyms]      [k] ptep_clear_flush
     0.30%     0.00%  kcompactd0       [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.30%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] __check_object_size.part.0
     0.30%     0.02%  swapper          [kernel.kallsyms]      [k] sched_clock_cpu
     0.30%     0.23%  memcached        [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.29%     0.29%  memtier_benchma  [kernel.kallsyms]      [k] __entry_text_start
     0.29%     0.01%  memcached        [kernel.kallsyms]      [k] lookup_swap_cache
     0.29%     0.15%  memcached        [kernel.kallsyms]      [k] try_to_unmap_one
     0.29%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.29%     0.05%  memcached        [kernel.kallsyms]      [k] zram_slot_free_notify
     0.29%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.28%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_head_state
     0.28%     0.00%  memcached        [kernel.kallsyms]      [k] pagecache_get_page
     0.28%     0.20%  kcompactd0       [kernel.kallsyms]      [k] smp_call_function_many_cond
     0.28%     0.00%  kcompactd0       [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     0.28%     0.00%  memcached        [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.28%     0.00%  memcached        [kernel.kallsyms]      [k] mapping_get_entry
     0.28%     0.00%  memcached        [kernel.kallsyms]      [k] hrtimer_interrupt
     0.28%     0.28%  swapper          [kernel.kallsyms]      [k] native_sched_clock
     0.27%     0.27%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.27%     0.02%  memcached        [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.27%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] unix_destruct_scm
     0.27%     0.10%  memcached        [kernel.kallsyms]      [k] __check_object_size.part.0
     0.27%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] do_vfs_ioctl
     0.27%     0.07%  swapper          [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.27%     0.01%  memcached        [kernel.kallsyms]      [k] mem_cgroup_swapin_charge_page
     0.27%     0.05%  memcached        [kernel.kallsyms]      [k] sock_wfree
     0.27%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_call_function
     0.27%     0.13%  memcached        [kernel.kallsyms]      [k] mod_objcg_state
     0.26%     0.26%  swapper          [kernel.kallsyms]      [k] get_typical_interval
