# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 95K of event 'cycles'
# Event count (approx.): 21271870935809
#
# Children      Self  Command          Shared Object                       Symbol                                           
# ........  ........  ...............  ..................................  .................................................
#
     1.57%     0.00%  swapper          [kernel.kallsyms]                   [k] x86_64_start_kernel
     1.57%     0.00%  swapper          [kernel.kallsyms]                   [k] x86_64_start_reservations
     1.49%     0.01%  kswapd0          [kernel.kallsyms]                   [k] rmap_walk
     1.45%     0.02%  kswapd0          [kernel.kallsyms]                   [k] rmap_walk_file
     1.42%     0.01%  kswapd1          [kernel.kallsyms]                   [k] rmap_walk
     1.29%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     1.28%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_syscall_64
     1.14%     0.00%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap
     1.12%     1.10%  kswapd0          [kernel.kallsyms]                   [k] page_vma_mapped_walk
     1.11%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] entry_SYSCALL_64_after_hwframe
     1.09%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] do_syscall_64
     1.09%     0.01%  swapper          [kernel.kallsyms]                   [k] cpuidle_select
     1.09%     0.02%  swapper          [kernel.kallsyms]                   [k] schedule_idle
     1.08%     0.10%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap_one
     1.08%     0.95%  NonPeriodicTask  [kernel.kallsyms]                   [k] find_lock_entries
     1.07%     0.53%  swapper          [kernel.kallsyms]                   [k] menu_select
     1.05%     0.11%  swapper          [kernel.kallsyms]                   [k] __schedule
     1.04%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __x64_sys_writev
     1.03%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_writev
     1.03%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] vfs_writev
     1.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_iter_write
     1.01%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_iter_readv_writev
     1.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_write_iter
     1.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_sendmsg
     1.00%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] inet6_sendmsg
     0.99%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_sendmsg
     0.95%     0.38%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_sendmsg_locked
     0.95%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] invalidate_mapping_pages
     0.93%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] invalidate_mapping_pagevec
     0.93%     0.03%  kswapd1          [kernel.kallsyms]                   [k] rmap_walk_file
     0.92%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __x64_sys_writev
     0.91%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_writev
     0.90%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] vfs_writev
     0.90%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __vm_munmap
     0.90%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __x64_sys_munmap
     0.90%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] __do_munmap
     0.90%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_region
     0.89%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_iter_write
     0.89%     0.00%  kswapd1          [kernel.kallsyms]                   [k] try_to_unmap
     0.88%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] do_iter_readv_writev
     0.88%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sock_write_iter
     0.87%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] sock_sendmsg
     0.87%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] inet_sendmsg
     0.86%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_sendmsg
     0.85%     0.03%  Native-Transpor  [kernel.kallsyms]                   [k] __x64_sys_futex
     0.84%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_single_vma
     0.84%     0.00%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_vmas
     0.83%     0.29%  NonPeriodicTask  [kernel.kallsyms]                   [k] unmap_page_range
     0.80%     0.07%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_sendmsg_locked
     0.80%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] do_futex
     0.74%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.74%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.74%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] exc_page_fault
     0.73%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] handle_mm_fault
     0.73%     0.07%  Native-Transpor  [kernel.kallsyms]                   [k] futex_wait
     0.73%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.72%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] __do_fault
     0.72%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] filemap_fault
     0.72%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.70%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.65%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.65%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] exc_page_fault
     0.65%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] do_user_addr_fault
     0.64%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] __handle_mm_fault
     0.64%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] handle_mm_fault
     0.64%     0.04%  kswapd1          [kernel.kallsyms]                   [k] __remove_mapping
     0.64%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] __alloc_pages
     0.64%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] __page_cache_alloc
     0.64%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] alloc_pages
     0.64%     0.00%  ReadStage-149    [kernel.kallsyms]                   [k] get_page_from_freelist
     0.63%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] filemap_fault
     0.63%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] __do_fault
     0.63%     0.63%  ReadStage-149    [kernel.kallsyms]                   [k] clear_page_erms
     0.63%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.62%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] do_page_cache_ra
     0.61%     0.18%  NonPeriodicTask  [kernel.kallsyms]                   [k] pagevec_lru_move_fn
     0.61%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.60%     0.00%  kswapd1          [kernel.kallsyms]                   [k] try_to_unmap_flush
     0.60%     0.00%  kswapd1          [kernel.kallsyms]                   [k] arch_tlbbatch_flush
     0.59%     0.06%  kswapd1          [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.59%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] workingset_refault
     0.58%     0.07%  NonPeriodicTask  [kernel.kallsyms]                   [k] deactivate_file_page
     0.58%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.58%     0.00%  ReadStage-135    [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.57%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.57%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.57%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.57%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] exc_page_fault
     0.57%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] handle_mm_fault
     0.57%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] filemap_fault
     0.57%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] __do_fault
     0.57%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.57%     0.55%  ReadStage-135    [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.56%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.55%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.55%     0.01%  kswapd1          [kernel.kallsyms]                   [k] page_referenced
     0.55%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] workingset_refault
     0.54%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.54%     0.00%  ReadStage-49     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.54%     0.01%  Native-Transpor  [kernel.kallsyms]                   [k] futex_wait_queue_me
     0.54%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __x64_sys_futex
     0.54%     0.01%  swapper          [kernel.kallsyms]                   [k] common_interrupt
     0.54%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_futex
     0.53%     0.00%  swapper          [kernel.kallsyms]                   [k] asm_common_interrupt
     0.53%     0.04%  cluster1-nio-wo  [kernel.kallsyms]                   [k] futex_wake
     0.53%     0.53%  ReadStage-49     [kernel.kallsyms]                   [k] _raw_spin_lock
     0.53%     0.00%  kswapd1          [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     0.52%     0.01%  swapper          [kernel.kallsyms]                   [k] ttwu_do_activate
     0.51%     0.03%  swapper          [kernel.kallsyms]                   [k] flush_smp_call_function_from_idle
     0.51%     0.01%  swapper          [kernel.kallsyms]                   [k] __common_interrupt
     0.50%     0.01%  swapper          [kernel.kallsyms]                   [k] tick_nohz_get_sleep_length
     0.50%     0.03%  swapper          [kernel.kallsyms]                   [k] flush_smp_call_function_queue
     0.50%     0.01%  swapper          [kernel.kallsyms]                   [k] handle_edge_irq
     0.50%     0.13%  swapper          [kernel.kallsyms]                   [k] switch_mm_irqs_off
     0.49%     0.01%  swapper          [kernel.kallsyms]                   [k] enqueue_task
     0.48%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __tcp_push_pending_frames
     0.48%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_push
     0.48%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] tcp_write_xmit
     0.47%     0.00%  swapper          [kernel.kallsyms]                   [k] handle_irq_event
     0.46%     0.46%  kswapd1          [kernel.kallsyms]                   [k] up_read
     0.46%     0.02%  Native-Transpor  [kernel.kallsyms]                   [k] schedule
     0.46%     0.02%  epollEventLoopG  [kernel.kallsyms]                   [k] __tcp_transmit_skb
     0.46%     0.39%  kswapd1          [kernel.kallsyms]                   [k] smp_call_function_many_cond
     0.45%     0.00%  swapper          [kernel.kallsyms]                   [k] __handle_irq_event_percpu
     0.45%     0.00%  swapper          [kernel.kallsyms]                   [k] nvme_irq
     0.45%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] wake_up_q
     0.45%     0.04%  cluster1-nio-wo  [kernel.kallsyms]                   [k] try_to_wake_up
     0.45%     0.03%  swapper          [kernel.kallsyms]                   [k] nvme_process_cq
     0.44%     0.01%  swapper          [kernel.kallsyms]                   [k] asm_sysvec_apic_timer_interrupt
     0.43%     0.01%  kswapd1          [kernel.kallsyms]                   [k] __delete_from_page_cache
     0.43%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_push
     0.43%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __tcp_push_pending_frames
     0.43%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] asm_sysvec_call_function
     0.43%     0.03%  swapper          [kernel.kallsyms]                   [k] sched_ttwu_pending
     0.43%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __tcp_transmit_skb
     0.43%     0.00%  ReadStage-71     [kernel.kallsyms]                   [k] sysvec_call_function
     0.43%     0.09%  Native-Transpor  [kernel.kallsyms]                   [k] __schedule
     0.43%     0.43%  ReadStage-71     [kernel.kallsyms]                   [k] native_apic_msr_eoi_write
     0.43%     0.04%  swapper          [kernel.kallsyms]                   [k] enqueue_task_fair
     0.43%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_write_xmit
     0.43%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_queue_xmit
     0.43%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] __ip_queue_xmit
     0.42%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.42%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] exc_page_fault
     0.42%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.42%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] handle_mm_fault
     0.42%     0.39%  kswapd1          [kernel.kallsyms]                   [k] isolate_lru_pages
     0.42%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.41%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] __do_fault
     0.41%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] filemap_fault
     0.41%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.41%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_local_out
     0.41%     0.01%  swapper          [kernel.kallsyms]                   [k] nvme_pci_complete_rq
     0.41%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_queue_xmit
     0.41%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.40%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __ip_queue_xmit
     0.40%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.40%     0.01%  swapper          [kernel.kallsyms]                   [k] sysvec_apic_timer_interrupt
     0.40%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_output
     0.40%     0.40%  swapper          [unknown]                           [.] 0000000000000000
     0.39%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.39%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.39%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] exc_page_fault
     0.39%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] handle_mm_fault
     0.39%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.39%     0.06%  kswapd1          [kernel.kallsyms]                   [k] page_referenced_one
     0.39%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_finish_output
     0.39%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.39%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] workingset_refault
     0.39%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_local_out
     0.39%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] __do_fault
     0.39%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] filemap_fault
     0.39%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] exc_page_fault
     0.39%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] do_user_addr_fault
     0.39%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.39%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.39%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] __handle_mm_fault
     0.39%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] handle_mm_fault
     0.39%     0.11%  kswapd1          [kernel.kallsyms]                   [k] try_to_unmap_one
     0.38%     0.00%  ReadStage-33     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.38%     0.38%  ReadStage-33     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.38%     0.01%  swapper          [kernel.kallsyms]                   [k] hrtimer_next_event_without
     0.38%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __ip_finish_output
     0.38%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] __do_fault
     0.38%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] filemap_fault
     0.38%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_output
     0.38%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.37%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_finish_output2
     0.37%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_finish_output
     0.37%     0.03%  swapper          [kernel.kallsyms]                   [k] __hrtimer_next_event_base
     0.37%     0.34%  kswapd1          [kernel.kallsyms]                   [k] page_vma_mapped_walk
     0.37%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] add_to_page_cache_lru
     0.37%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] do_page_cache_ra
     0.37%     0.03%  swapper          [kernel.kallsyms]                   [k] enqueue_entity
     0.37%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] handle_mm_fault
     0.37%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.37%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] do_user_addr_fault
     0.37%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] exc_page_fault
     0.37%     0.01%  kswapd0          [kernel.kallsyms]                   [k] page_referenced
     0.37%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] __handle_mm_fault
     0.36%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __ip_finish_output
     0.36%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] __do_fault
     0.36%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] filemap_fault
     0.36%     0.36%  swapper          [kernel.kallsyms]                   [k] load_new_mm_cr3
     0.36%     0.01%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_finish_output2
     0.36%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] page_cache_ra_unbounded
     0.36%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] cgroup_rstat_flush_irqsafe
     0.36%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] mem_cgroup_flush_stats
     0.36%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] workingset_refault
     0.35%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __x64_sys_read
     0.35%     0.07%  swapper          [kernel.kallsyms]                   [k] update_load_avg
     0.35%     0.00%  ReadStage-48     [kernel.kallsyms]                   [k] cgroup_rstat_flush_locked
     0.35%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] do_page_cache_ra
     0.35%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ksys_read
     0.35%     0.35%  ReadStage-48     [kernel.kallsyms]                   [k] mem_cgroup_css_rstat_flush
     0.35%     0.35%  swapper          [kernel.kallsyms]                   [k] rb_next
     0.34%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] vfs_read
     0.34%     0.03%  kswapd1          [kernel.kallsyms]                   [k] shrink_active_list
     0.34%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] __schedule
     0.34%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] io_schedule
     0.34%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] schedule
     0.34%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] wait_on_page_bit_common
     0.34%     0.34%  ReadStage-27     [kernel.kallsyms]                   [k] update_sd_lb_stats.constprop.0
     0.34%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] find_busiest_group
     0.34%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] load_balance
     0.34%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] newidle_balance
     0.34%     0.00%  ReadStage-27     [kernel.kallsyms]                   [k] pick_next_task_fair
     0.34%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] new_sync_read
     0.33%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_read_iter
     0.33%     0.01%  swapper          [kernel.kallsyms]                   [k] nvme_complete_rq
     0.33%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __local_bh_enable_ip
     0.33%     0.00%  kswapd0          [kernel.kallsyms]                   [k] arch_tlbbatch_flush
     0.33%     0.00%  kswapd0          [kernel.kallsyms]                   [k] try_to_unmap_flush
     0.33%     0.03%  kswapd0          [kernel.kallsyms]                   [k] native_flush_tlb_multi
     0.33%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] sock_recvmsg
     0.33%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] do_softirq
     0.33%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __softirqentry_text_start
     0.32%     0.01%  epollEventLoopG  [kernel.kallsyms]                   [k] net_rx_action
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] inet6_recvmsg
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __local_bh_enable_ip
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_recvmsg
     0.32%     0.00%  swapper          [kernel.kallsyms]                   [k] blk_mq_end_request
     0.32%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] read_pages
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] do_softirq
     0.32%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __softirqentry_text_start
     0.31%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] __blk_mq_try_issue_directly
     0.31%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] blk_finish_plug
     0.31%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] blk_flush_plug_list
     0.31%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] blk_mq_flush_plug_list
     0.31%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] blk_mq_sched_insert_requests
     0.31%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] blk_mq_try_issue_list_directly
     0.31%     0.00%  ReadStage-8      [kernel.kallsyms]                   [k] nvme_queue_rq
     0.31%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __napi_poll
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] net_rx_action
     0.31%     0.31%  ReadStage-8      [kernel.kallsyms]                   [k] nvme_setup_cmd
     0.31%     0.02%  kswapd1          [kernel.kallsyms]                   [k] page_cache_delete
     0.31%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] process_backlog
     0.31%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __napi_poll
     0.31%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __netif_receive_skb
     0.30%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] __netif_receive_skb_one_core
     0.30%     0.00%  kswapd0          [kernel.kallsyms]                   [k] on_each_cpu_cond_mask
     0.30%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] process_backlog
     0.30%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_rcv
     0.30%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __netif_receive_skb_one_core
     0.30%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] __netif_receive_skb
     0.29%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_local_deliver
     0.29%     0.02%  cluster1-nio-wo  [kernel.kallsyms]                   [k] tcp_recvmsg_locked
     0.29%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_protocol_deliver_rcu
     0.29%     0.00%  epollEventLoopG  [kernel.kallsyms]                   [k] ip_local_deliver_finish
     0.29%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_rcv
     0.29%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ttwu_do_activate
     0.29%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] asm_exc_page_fault
     0.29%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] do_user_addr_fault
     0.29%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] exc_page_fault
     0.29%     0.00%  cluster1-nio-wo  [kernel.kallsyms]                   [k] ip_local_deliver
     0.29%     0.00%  ReadStage-4      [kernel.kallsyms]                   [k] __handle_mm_fault
