# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 383K of event 'cycles'
# Event count (approx.): 14121811632793
#
# Children      Self  Command          Shared Object          Symbol                                                                
# ........  ........  ...............  .....................  ......................................................................
#
     4.28%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll
     4.27%     0.13%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common_lock
     4.23%     0.40%  memcached        [kernel.kallsyms]      [k] ep_poll_callback
     4.22%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_node
     4.21%     0.00%  kswapd0          [kernel.kallsyms]      [k] shrink_node_memcgs
     4.18%     0.00%  kswapd0          [kernel.kallsyms]      [k] lru_gen_shrink_lruvec
     4.18%     0.00%  kswapd0          [kernel.kallsyms]      [k] evict_pages
     4.16%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] sock_def_readable
     4.10%     0.07%  memcached        [kernel.kallsyms]      [k] new_sync_read
     4.08%     0.11%  memcached        [kernel.kallsyms]      [k] _copy_from_iter
     4.06%     0.18%  memtier_benchma  [kernel.kallsyms]      [k] __wake_up_common
     4.05%     0.03%  kswapd0          [kernel.kallsyms]      [k] shrink_page_list
     4.03%     2.05%  memcached        [kernel.kallsyms]      [k] copy_user_generic_string
     4.03%     0.07%  memcached        [kernel.kallsyms]      [k] sock_read_iter
     3.99%     0.23%  memtier_benchma  [kernel.kallsyms]      [k] ep_poll_callback
     3.97%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_data
     3.93%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     3.92%     0.03%  memcached        [kernel.kallsyms]      [k] unix_stream_recvmsg
     3.89%     0.69%  memtier_benchma  [kernel.kallsyms]      [k] try_charge_memcg
     3.89%     0.13%  memcached        [kernel.kallsyms]      [k] unix_stream_read_generic
     3.88%     0.51%  memtier_benchma  [kernel.kallsyms]      [k] kfree
     3.72%     0.10%  memcached        [kernel.kallsyms]      [k] schedule
     3.68%     0.05%  memcached        [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     3.65%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] refill_stock
     3.62%     0.72%  memcached        [kernel.kallsyms]      [k] __schedule
     3.56%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] drain_stock
     3.55%     0.41%  memcached        [kernel.kallsyms]      [k] kmem_cache_alloc_node
     3.53%     0.04%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge
     3.53%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_uncharge
     3.47%     0.06%  memcached        [kernel.kallsyms]      [k] autoremove_wake_function
     3.42%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] autoremove_wake_function
     3.42%     0.14%  memcached        [kernel.kallsyms]      [k] try_to_wake_up
     3.36%     0.15%  memtier_benchma  [kernel.kallsyms]      [k] try_to_wake_up
     3.05%     1.05%  memcached        [kernel.kallsyms]      [k] refill_obj_stock
     3.05%     0.02%  memcached        [kernel.kallsyms]      [k] zram_rw_page
     2.98%     0.06%  memcached        [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     2.90%     2.89%  memtier_benchma  [kernel.kallsyms]      [k] propagate_protected_usage
     2.90%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] schedule_hrtimeout_range_clock
     2.87%     0.08%  memtier_benchma  [kernel.kallsyms]      [k] schedule
     2.80%     0.95%  memtier_benchma  [kernel.kallsyms]      [k] refill_obj_stock
     2.79%     0.48%  memtier_benchma  [kernel.kallsyms]      [k] __schedule
     2.77%     0.02%  memcached        [kernel.kallsyms]      [k] consume_skb
     2.66%     0.01%  memcached        [kernel.kallsyms]      [k] swap_readpage
     2.60%     0.02%  memcached        [kernel.kallsyms]      [k] bdev_read_page
     2.58%     0.02%  memcached        [kernel.kallsyms]      [k] alloc_pages_vma
     2.55%     0.02%  memcached        [kernel.kallsyms]      [k] __alloc_pages
     2.53%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     2.47%     0.04%  memcached        [kernel.kallsyms]      [k] __zram_bvec_read.constprop.0
     2.44%     0.00%  memcached        [kernel.kallsyms]      [k] __alloc_pages_slowpath.constprop.0
     2.38%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_free_pages
     2.38%     0.00%  memcached        [kernel.kallsyms]      [k] do_try_to_free_pages
     2.38%     0.00%  memcached        [kernel.kallsyms]      [k] shrink_node
     2.38%     0.00%  memcached        [kernel.kallsyms]      [k] shrink_node_memcgs
     2.38%     0.00%  memcached        [kernel.kallsyms]      [k] shrink_zones
     2.37%     0.08%  memcached        [kernel.kallsyms]      [k] skb_release_data
     2.37%     0.00%  memcached        [kernel.kallsyms]      [k] lru_gen_shrink_lruvec
     2.36%     0.00%  memcached        [kernel.kallsyms]      [k] evict_pages
     2.26%     0.01%  memcached        [kernel.kallsyms]      [k] shrink_page_list
     2.25%     0.40%  memcached        [kernel.kallsyms]      [k] kfree
     2.23%     0.43%  swapper          [kernel.kallsyms]      [k] menu_select
     2.20%     0.00%  memcached        [kernel.kallsyms]      [k] zcomp_decompress
     2.19%     0.01%  memcached        [kernel.kallsyms]      [k] lzorle_decompress
     2.18%     2.05%  memcached        [kernel.kallsyms]      [k] lzo1x_decompress_safe
     2.04%     0.54%  memcached        [kernel.kallsyms]      [k] asm_sysvec_call_function
     2.00%     0.02%  kswapd0          [kernel.kallsyms]      [k] arch_tlbbatch_flush
     2.00%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     1.95%     1.13%  memcached        [kernel.kallsyms]      [k] drain_obj_stock
     1.93%     0.75%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_try_charge
     1.84%     1.53%  memtier_benchma  [kernel.kallsyms]      [k] drain_obj_stock
     1.80%     0.03%  memcached        [kernel.kallsyms]      [k] kmalloc_reserve
     1.78%     1.78%  memtier_benchma  [kernel.kallsyms]      [k] page_counter_cancel
     1.77%     0.47%  memcached        [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     1.75%     0.10%  memcached        [kernel.kallsyms]      [k] obj_cgroup_charge_pages
     1.69%     0.00%  kswapd0          [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     1.69%     0.70%  kswapd0          [kernel.kallsyms]      [k] smp_call_function_many_cond
     1.69%     0.45%  memcached        [kernel.kallsyms]      [k] try_charge_memcg
     1.66%     1.32%  swapper          [kernel.kallsyms]      [k] switch_mm_irqs_off
     1.49%     0.05%  memcached        [kernel.kallsyms]      [k] ttwu_do_activate
     1.49%     0.02%  memcached        [kernel.kallsyms]      [k] sysvec_call_function
     1.44%     0.42%  memcached        [kernel.kallsyms]      [k] enqueue_task_fair
     1.43%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_activate
     1.38%     0.41%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_task_fair
     1.35%     0.00%  memcached        [kernel.kallsyms]      [k] on_each_cpu_cond_mask
     1.35%     0.70%  memcached        [kernel.kallsyms]      [k] smp_call_function_many_cond
     1.28%     0.07%  memcached        [kernel.kallsyms]      [k] refill_stock
     1.27%     0.01%  memcached        [kernel.kallsyms]      [k] __sysvec_call_function
     1.26%     0.37%  memcached        [kernel.kallsyms]      [k] flush_smp_call_function_queue
     1.23%     0.27%  memtier_benchma  [kernel.kallsyms]      [k] ep_send_events
     1.22%     0.02%  memcached        [kernel.kallsyms]      [k] page_counter_uncharge
     1.21%     0.18%  memcached        [kernel.kallsyms]      [k] ep_send_events
     1.20%     0.10%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     1.19%     0.53%  memcached        [kernel.kallsyms]      [k] obj_cgroup_uncharge_pages
     1.14%     0.01%  memcached        [kernel.kallsyms]      [k] drain_stock
     1.06%     0.00%  memcached        [kernel.kallsyms]      [k] arch_tlbbatch_flush
     1.05%     0.72%  memcached        [kernel.kallsyms]      [k] finish_task_switch.isra.0
     1.05%     0.00%  memcached        [kernel.kallsyms]      [k] try_to_unmap_flush_dirty
     1.02%     0.07%  memcached        [kernel.kallsyms]      [k] syscall_exit_to_user_mode
     1.01%     0.41%  memcached        [kernel.kallsyms]      [k] enqueue_entity
     0.98%     0.10%  swapper          [kernel.kallsyms]      [k] pick_next_task_fair
     0.96%     0.02%  kswapd0          [kernel.kallsyms]      [k] pageout
     0.96%     0.35%  memtier_benchma  [kernel.kallsyms]      [k] enqueue_entity
     0.96%     0.96%  memcached        libpthread-2.28.so     [.] __pthread_mutex_lock
     0.94%     0.62%  memtier_benchma  [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.88%     0.00%  kswapd0          [kernel.kallsyms]      [k] __swap_writepage
     0.88%     0.01%  kswapd0          [kernel.kallsyms]      [k] bdev_write_page
     0.85%     0.11%  swapper          [kernel.kallsyms]      [k] tick_nohz_get_sleep_length
     0.84%     0.13%  swapper          [kernel.kallsyms]      [k] asm_sysvec_call_function
     0.84%     0.84%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_mm_free_
     0.83%     0.01%  kswapd0          [kernel.kallsyms]      [k] zram_rw_page
     0.82%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] syscall_exit_work
     0.79%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_task_fair
     0.78%     0.02%  kswapd0          [kernel.kallsyms]      [k] zram_bvec_rw.constprop.0
     0.77%     0.08%  memcached        [kernel.kallsyms]      [k] dequeue_task_fair
     0.76%     0.10%  kswapd0          [kernel.kallsyms]      [k] __zram_bvec_write.constprop.0.isra.0
     0.73%     0.03%  kswapd0          [kernel.kallsyms]      [k] default_send_IPI_mask_sequence_phys
     0.73%     0.27%  memtier_benchma  [kernel.kallsyms]      [k] kmem_cache_free
     0.72%     0.24%  memcached        [kernel.kallsyms]      [k] select_task_rq_fair
     0.70%     0.01%  swapper          [kernel.kallsyms]      [k] sysvec_call_function
     0.70%     0.21%  memtier_benchma  [kernel.kallsyms]      [k] select_task_rq_fair
     0.69%     0.69%  kswapd0          [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     0.69%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] dequeue_entity
     0.68%     0.68%  memcached        [kernel.kallsyms]      [k] page_counter_cancel
     0.68%     0.39%  memtier_benchma  [kernel.kallsyms]      [k] __audit_syscall_exit
     0.68%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] kmalloc_reserve
     0.68%     0.13%  memcached        [kernel.kallsyms]      [k] syscall_exit_work
     0.67%     0.08%  memcached        [kernel.kallsyms]      [k] dequeue_entity
     0.67%     0.67%  swapper          [kernel.kallsyms]      [k] __switch_to_asm
     0.66%     0.34%  memtier_benchma  [kernel.kallsyms]      [k] __kmalloc_node_track_caller
     0.63%     0.10%  swapper          [kernel.kallsyms]      [k] tick_nohz_idle_enter
     0.62%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_epoll_ctl
     0.62%     0.24%  swapper          [kernel.kallsyms]      [k] set_next_entity
     0.62%     0.37%  swapper          [kernel.kallsyms]      [k] __switch_to
     0.61%     0.61%  memcached        [kernel.kallsyms]      [k] propagate_protected_usage
     0.61%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_entry_free
     0.60%     0.01%  memcached        [kernel.kallsyms]      [k] wp_page_copy
     0.58%     0.42%  memcached        [kernel.kallsyms]      [k] kmem_cache_free
     0.58%     0.58%  memtier_benchma  [kernel.kallsyms]      [k] copy_user_generic_string
     0.58%     0.02%  memcached        [kernel.kallsyms]      [k] free_swap_slot
     0.58%     0.43%  memcached        [kernel.kallsyms]      [k] page_counter_try_charge
     0.57%     0.00%  swapper          [kernel.kallsyms]      [k] start_kernel
     0.56%     0.42%  memcached        [kernel.kallsyms]      [k] flush_tlb_func
     0.56%     0.55%  memtier_benchma  [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.55%     0.01%  memcached        [kernel.kallsyms]      [k] swapcache_free_entries
     0.55%     0.31%  memcached        [kernel.kallsyms]      [k] __audit_syscall_exit
     0.54%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] unix_stream_read_actor
     0.54%     0.27%  memcached        [kernel.kallsyms]      [k] __switch_to
     0.54%     0.00%  memcached        [kernel.kallsyms]      [k] pageout
     0.54%     0.01%  kswapd0          [kernel.kallsyms]      [k] rmap_walk_anon
     0.53%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_call_function
     0.53%     0.13%  swapper          [kernel.kallsyms]      [k] flush_smp_call_function_queue
     0.53%     0.29%  memtier_benchma  [kernel.kallsyms]      [k] update_load_avg
     0.52%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.52%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] __x64_sys_ioctl
     0.52%     0.25%  swapper          [kernel.kallsyms]      [k] ktime_get
     0.51%     0.14%  swapper          [kernel.kallsyms]      [k] finish_task_switch.isra.0
     0.51%     0.30%  memcached        [kernel.kallsyms]      [k] update_load_avg
     0.51%     0.02%  memtier_benchma  [kernel.kallsyms]      [k] __skb_datagram_iter
     0.50%     0.00%  memcached        [kernel.kallsyms]      [k] __swap_writepage
     0.50%     0.00%  memcached        [kernel.kallsyms]      [k] bdev_write_page
     0.49%     0.11%  memtier_benchma  [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.49%     0.14%  memcached        [kernel.kallsyms]      [k] ep_item_poll.isra.0
     0.47%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.47%     0.00%  kswapd0          [kernel.kallsyms]      [k] lzorle_compress
     0.46%     0.01%  kswapd0          [kernel.kallsyms]      [k] lzogeneric1x_1_compress
     0.46%     0.09%  memtier_benchma  [kernel.kallsyms]      [k] do_epoll_ctl
     0.45%     0.08%  memcached        [kernel.kallsyms]      [k] ttwu_do_wakeup
     0.44%     0.04%  memcached        [kernel.kallsyms]      [k] __zram_bvec_write.constprop.0.isra.0
     0.43%     0.10%  swapper          [kernel.kallsyms]      [k] tick_nohz_next_event
     0.42%     0.24%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock
     0.42%     0.37%  memcached        [kernel.kallsyms]      [k] get_obj_cgroup_from_current
     0.42%     0.01%  swapper          [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.42%     0.29%  swapper          [kernel.kallsyms]      [k] poll_idle
     0.41%     0.00%  memcached        [kernel.kallsyms]      [k] ptep_clear_flush
     0.41%     0.01%  memcached        [kernel.kallsyms]      [k] flush_tlb_mm_range
     0.41%     0.00%  swapper          [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.40%     0.07%  memtier_benchma  [kernel.kallsyms]      [k] __fget_light
     0.40%     0.29%  memtier_benchma  [kernel.kallsyms]      [k] mod_objcg_state
     0.40%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] check_preempt_curr
     0.40%     0.02%  memcached        [kernel.kallsyms]      [k] rmap_walk_anon
     0.39%     0.33%  memcached        [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.39%     0.39%  swapper          [kernel.kallsyms]      [k] get_typical_interval
     0.38%     0.19%  memtier_benchma  [kernel.kallsyms]      [k] sock_poll
     0.38%     0.02%  swapper          [kernel.kallsyms]      [k] sched_clock_cpu
     0.38%     0.02%  memcached        [kernel.kallsyms]      [k] skb_release_head_state
     0.37%     0.37%  memcached        memcached              [.] 0x000000000001d9bd
     0.37%     0.36%  kswapd0          [kernel.kallsyms]      [k] lzo1x_1_do_compress
     0.37%     0.07%  memcached        [kernel.kallsyms]      [k] check_preempt_curr
     0.36%     0.03%  memcached        [kernel.kallsyms]      [k] unix_destruct_scm
     0.35%     0.14%  memtier_benchma  [kernel.kallsyms]      [k] __check_object_size.part.0
     0.35%     0.35%  swapper          [kernel.kallsyms]      [k] native_sched_clock
     0.35%     0.16%  memcached        [kernel.kallsyms]      [k] sock_poll
     0.34%     0.34%  memcached        [kernel.kallsyms]      [k] llist_reverse_order
     0.34%     0.34%  memcached        [kernel.kallsyms]      [k] update_cfs_group
     0.34%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] skb_copy_datagram_from_iter
     0.34%     0.19%  swapper          [kernel.kallsyms]      [k] update_load_avg
     0.33%     0.18%  memcached        [kernel.kallsyms]      [k] mod_objcg_state
     0.33%     0.00%  kswapd0          [kernel.kallsyms]      [k] page_check_references.isra.0
     0.33%     0.32%  memtier_benchma  [kernel.kallsyms]      [k] __fget_files
     0.33%     0.01%  kswapd0          [kernel.kallsyms]      [k] page_referenced
     0.32%     0.18%  memtier_benchma  [kernel.kallsyms]      [k] update_curr
     0.32%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] skb_release_head_state
     0.32%     0.04%  memcached        [kernel.kallsyms]      [k] sock_wfree
     0.31%     0.31%  memtier_benchma  [kernel.kallsyms]      [k] update_cfs_group
     0.31%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] unix_destruct_scm
     0.31%     0.31%  memtier_benchma  [kernel.kallsyms]      [k] __entry_text_start
     0.31%     0.29%  memcached        [kernel.kallsyms]      [k] native_queued_spin_lock_slowpath.part.0
     0.31%     0.31%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock_irqsave
     0.30%     0.01%  memcached        [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.30%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] select_idle_sibling
     0.30%     0.30%  memcached        [kernel.kallsyms]      [k] __default_send_IPI_dest_field
     0.30%     0.04%  memtier_benchma  [kernel.kallsyms]      [k] do_vfs_ioctl
     0.30%     0.18%  memcached        [kernel.kallsyms]      [k] update_curr
     0.30%     0.10%  memcached        [kernel.kallsyms]      [k] __check_object_size.part.0
     0.30%     0.11%  swapper          [kernel.kallsyms]      [k] _raw_spin_lock
     0.30%     0.29%  swapper          [kernel.kallsyms]      [k] load_new_mm_cr3
     0.30%     0.00%  swapper          [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.29%     0.00%  swapper          [kernel.kallsyms]      [k] hrtimer_interrupt
     0.29%     0.26%  memcached        [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.29%     0.00%  kswapd0          [kernel.kallsyms]      [k] add_to_swap
     0.29%     0.00%  memcached        [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.29%     0.26%  kswapd0          [kernel.kallsyms]      [k] native_flush_tlb_multi
     0.28%     0.28%  memtier_benchma  libevent-2.1.so.6.0.2  [.] event_mm_malloc_
     0.28%     0.25%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_reschedule_ipi
     0.28%     0.04%  swapper          [kernel.kallsyms]      [k] hrtimer_next_event_without
     0.28%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] sock_wfree
     0.28%     0.28%  memcached        [kernel.kallsyms]      [k] __switch_to_xtra
     0.27%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] _copy_to_iter
     0.27%     0.03%  memcached        [kernel.kallsyms]      [k] syscall_trace_enter.constprop.0
     0.27%     0.27%  memcached        libc-2.28.so           [.] epoll_wait
     0.27%     0.27%  swapper          [kernel.kallsyms]      [k] read_tsc
     0.27%     0.05%  memcached        [kernel.kallsyms]      [k] select_idle_sibling
     0.27%     0.04%  memcached        [kernel.kallsyms]      [k] unix_write_space
     0.27%     0.00%  memcached        [kernel.kallsyms]      [k] page_check_references.isra.0
     0.26%     0.00%  memcached        [kernel.kallsyms]      [k] page_referenced
     0.26%     0.01%  memcached        [kernel.kallsyms]      [k] default_send_IPI_mask_sequence_phys
     0.26%     0.01%  kswapd0          [kernel.kallsyms]      [k] page_referenced_one
     0.26%     0.26%  memcached        libevent-2.1.so.6.0.2  [.] event_base_loop
     0.26%     0.06%  memtier_benchma  [kernel.kallsyms]      [k] sock_ioctl
     0.26%     0.26%  memcached        libevent-2.1.so.6.0.2  [.] evmap_io_active_
     0.26%     0.01%  memtier_benchma  [kernel.kallsyms]      [k] asm_sysvec_apic_timer_interrupt
     0.26%     0.02%  memcached        [kernel.kallsyms]      [k] unix_stream_read_actor
     0.25%     0.00%  swapper          [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.25%     0.00%  swapper          [kernel.kallsyms]      [k] __run_hrtimer
     0.25%     0.06%  memcached        [kernel.kallsyms]      [k] __fget_light
     0.25%     0.24%  memcached        [kernel.kallsyms]      [k] __slab_free
     0.25%     0.25%  memtier_benchma  libevent-2.1.so.6.0.2  [.] evbuffer_drain
     0.25%     0.00%  memcached        [kernel.kallsyms]      [k] __sysvec_apic_timer_interrupt
     0.25%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_timer
     0.24%     0.00%  memcached        [kernel.kallsyms]      [k] hrtimer_interrupt
     0.24%     0.00%  memtier_benchma  [kernel.kallsyms]      [k] sysvec_apic_timer_interrupt
     0.24%     0.24%  swapper          [kernel.kallsyms]      [k] __switch_to_xtra
     0.24%     0.01%  memcached        [kernel.kallsyms]      [k] skb_copy_datagram_iter
     0.24%     0.10%  memcached        [kernel.kallsyms]      [k] __mod_memcg_lruvec_state
     0.23%     0.02%  memcached        [kernel.kallsyms]      [k] __skb_datagram_iter
     0.23%     0.23%  memtier_benchma  [kernel.kallsyms]      [k] __slab_free
     0.23%     0.00%  kswapd0          [kernel.kallsyms]      [k] try_to_unmap
     0.23%     0.07%  swapper          [kernel.kallsyms]      [k] cpuidle_governor_latency_req
     0.23%     0.03%  memtier_benchma  [kernel.kallsyms]      [k] select_idle_cpu
     0.23%     0.01%  memcached        [kernel.kallsyms]      [k] swap_range_free
     0.23%     0.18%  memtier_benchma  [kernel.kallsyms]      [k] _raw_spin_lock
     0.23%     0.00%  memcached        [kernel.kallsyms]      [k] __hrtimer_run_queues
     0.23%     0.23%  memcached        memcached              [.] 0x000000000001d9ad
     0.23%     0.00%  memcached        [kernel.kallsyms]      [k] __run_hrtimer
     0.23%     0.00%  swapper          [kernel.kallsyms]      [k] tick_sched_handle
     0.22%     0.01%  swapper          [kernel.kallsyms]      [k] update_process_times
     0.22%     0.00%  memcached        [kernel.kallsyms]      [k] tick_sched_timer
     0.22%     0.05%  memtier_benchma  [kernel.kallsyms]      [k] unix_write_space
     0.22%     0.06%  memcached        [kernel.kallsyms]      [k] exit_to_user_mode_prepare
     0.22%     0.22%  memcached        [kernel.kallsyms]      [k] available_idle_cpu
